time,keyword,message,asin,brand,title,position
"2018-07-30 07:55:28",keyword,,,,,1
"2018-07-30 07:55:28","capsule caffè","Scopri la gamma di macchine Dolce Gusto®",,"Nescafé Dolce Gusto",,1
"2018-07-30 07:55:30","capsule caffè",,B01HF79C54,yespresso,,2
"2018-07-30 07:55:30","capsule caffè",,B01M1DB5LT,"Caffè Carracci",,3
"2018-07-30 07:55:30","capsule caffè",,B00H1XRYCG,yespresso,,4
"2018-07-30 07:55:30","capsule caffè",,B072BXF77M,yespresso,,5
"2018-07-30 07:55:30","capsule caffè",,B07BHLY13V,"Sax Caffè",,6
"2018-07-30 07:55:30","capsule caffè",,B06VXSJ45Z,"Caffè Carracci",,7
"2018-07-30 07:55:28","caffè lavazza","Prova le nostre capsule compatibili",,"POP CAFFE'",,1
"2018-07-30 07:55:30","caffè lavazza",,B01MQWTCXA,BIespresso,,2
"2018-07-30 07:55:33","caffè lavazza",,B017M8SXLU,BIespresso,,3
"2018-07-30 07:55:33","caffè lavazza",,B079RHW426,Kimbo,,4
"2018-07-30 07:55:33","caffè lavazza",,B01GG9L92Q,Kimbo,,5
"2018-07-30 07:55:33","caffè lavazza",,B0798RZR3D,O'ccaffe,,6
"2018-07-30 07:55:33","caffè lavazza",,B017W4527W,BIespresso,,7
"2018-07-30 07:55:31","caffè macinato","Scopri la gamma di macchine Dolce Gusto®",,"Nescafé Dolce Gusto",,1
"2018-07-30 07:55:33","caffè macinato",,B0120S5RZC,,,2
"2018-07-30 07:55:33","caffè macinato",,B06XNKFLBK,Illy,,3
"2018-07-30 07:55:33","caffè macinato",,B01GG9L9JY,Kimbo,,4
"2018-07-30 07:55:33","caffè macinato",,B07BR3X3MC,"Presto Coffee Roasters",,5
"2018-07-30 07:55:30","caffè macinato",,B01M1DB5LT,"Caffè Carracci",,6
"2018-07-30 07:55:38","caffè macinato",,B0764G2QWS,"Caffè Sardella",,7
"2018-07-30 07:55:35",lavazza,"Prova le nostre capsule compatibili",,"POP CAFFE'",,1
"2018-07-30 07:55:38",lavazza,,B00SJN3FGQ,"SELF CAP",,2
"2018-07-30 07:55:38",lavazza,,B078FY51BG,"Lavazza Blue e In Black Nims",,3
"2018-07-30 07:55:38",lavazza,,B00VTQVI5K,"La Compatibile.it",,4
"2018-07-30 07:55:38",lavazza,,B00VTQVV02,"La Compatibile.it",,5
"2018-07-30 07:55:38",lavazza,,B079W4PCX7,"Italian Coffee",,6
"2018-07-30 07:55:38",lavazza,,B079W4RBC5,"Italian Coffee",,7
