time,keyword,message,asin,brand,title,position
"2018-06-19 02:24:56",uhr,"Entdecken Sie eine neue Welt der Fitness",,Fitbit,,1
"2018-06-19 02:25:04",uhr,,B0732PNCJ7,Eventronic,,2
"2018-06-19 02:25:04",uhr,,B073W74ST3,MEGALITH,,3
"2018-06-19 02:25:04",uhr,,B002I5YMMW,Technoline,,4
"2018-06-19 02:25:04",uhr,,B001GO79LC,Technoline,,5
"2018-06-19 02:25:04",uhr,,B06XCJ8DYX,BABAN,,6
"2018-06-19 02:25:04",uhr,,B00D8ZNZR4,Technoline,,7
"2018-06-19 02:24:56",fossil uhr,"Die klassische Uhr mit Smart Funktionen",,"Fossil Europe",,1
"2018-06-19 02:25:04",fossil uhr,,B01N9V7WTX,Fossil,,2
"2018-06-19 02:25:04",fossil uhr,,B00BCYLX1S,"Michael Kors",,3
"2018-06-19 02:25:04",fossil uhr,,B01D8KBMUU,Alienwork,,4
"2018-06-19 02:25:04",fossil uhr,,B0787WYC8B,Fossil,,5
"2018-06-19 02:25:11",fossil uhr,,B01KLT1AA8,Skagen,,6
"2018-06-19 02:25:11",fossil uhr,,B078RY2B9J,Fossil,,7
"2018-06-19 02:25:05",Herrenuhr,,,,,1
"2018-06-19 02:25:05",Damenuhr,,,,,1
"2018-06-19 02:25:11",Damenuhr,,B06ZXTDPQN,Cari,,2
"2018-06-19 02:25:11",Damenuhr,,B01FR4008U,ZARTHOLZ,,3
"2018-06-19 02:25:11",Damenuhr,,B07CN5R55B,Zeitholz,,4
"2018-06-19 02:25:05",Armbanduhr,,,,,1
"2018-06-19 02:25:05","daniel wellington","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1
"2018-06-19 02:25:11","daniel wellington",,B01N6WDEQJ,RE:CRON,,2
"2018-06-19 02:25:11","daniel wellington",,B0142XQTBO,"Daniel Wellington",,3
"2018-06-19 02:25:11","daniel wellington",,B01IO2OH3Q,"Barton Watch Bands",,4
"2018-06-19 02:25:11","daniel wellington",,B01GYKVEPY,Gemony,,5
"2018-06-19 02:25:11","daniel wellington",,B077TMV83M,MOMENTO,,6
"2018-06-19 02:25:15","daniel wellington",,B01ND1BOA3,RE:CRON,,7
"2018-06-19 02:25:13","casio uhr",,,,,1
"2018-06-19 02:25:15","casio uhr",,B0007X9F7E,Skagen,,2
"2018-06-19 02:25:15","casio uhr",,B01K1SWE9K,Fossil,,3
"2018-06-19 02:25:15","casio uhr",,B0761J271J,FIZILI,,4
"2018-06-19 02:25:15","casio uhr",,B0185QQKYK,Kawasaki,,5
"2018-06-19 02:25:15","casio uhr",,B001T6OPZ0,Fossil,,6
"2018-06-19 02:25:15","casio uhr",,B0055BWXF4,Fossil,,7
"2018-06-19 02:25:15","casio uhr",,B07BK3RF8K,Affute,,8
"2018-06-19 02:25:15","casio uhr",,B075NZ87KX,KDM,,9
"2018-06-19 02:25:19","casio uhr",,B01N0AQTPP,Fossil,,10
"2018-06-19 02:25:17",citizen,"Die schönsten Chronographen und Uhren für Herren.",,FIREFOX,,1
"2018-06-19 02:25:19",citizen,,B01AHJA9C2,Citizen,,2
"2018-06-19 02:25:19",citizen,,B073XH855T,"LAD WEATHER",,3
"2018-06-19 02:25:19",citizen,,B00492D2MI,FIREFOX,,4
"2018-06-19 02:25:19",citizen,,B00DHFW01W,FIREFOX,,5
"2018-06-19 02:25:19",citizen,,B06XDH2MVN,"LAD WEATHER",,6
"2018-06-19 02:25:19",citizen,,B01NCF1RON,"LAD WEATHER",,7
"2018-06-19 02:25:17",swatch,,,,,1
"2018-06-19 02:25:19",swatch,,B01NBTPAYF,Swatch,,2
"2018-06-19 02:25:23",swatch,,B01BYSNS8M,Swatch,,3
"2018-06-19 02:25:23",swatch,,B01N7R6RIA,Swatch,,4
"2018-06-19 02:25:23",swatch,,B006R40PBM,Swatch,,5
"2018-06-19 02:25:23",swatch,,B0131Y1U6E,Burgmeister,,6
"2018-06-19 02:25:04",swatch,,B01D8KBMUU,Alienwork,,7
"2018-06-19 02:25:23",swatch,,B01IFGF4ME,Swatch,,8
"2018-06-19 02:25:23",swatch,,B074PNQ3MS,Swatch,,9
"2018-06-19 02:25:23",swatch,,B06XDBSXPZ,Swatch,,10
"2018-06-19 02:25:20","ice watch",,,,,1
"2018-06-19 02:25:23","ice watch",,B004CKO8WK,Ice-Watch,,2
"2018-06-19 02:25:23","ice watch",,B00CORMJ4M,Ice-Watch,,3
"2018-06-19 02:25:27","ice watch",,B00AO5NHXI,RE:CRON,,4
"2018-06-19 02:25:27","ice watch",,B07C7R351Z,SUNWH,,5
"2018-06-19 02:25:27","ice watch",,B00FF8CDSO,Fossil,,6
"2018-06-19 02:25:27","ice watch",,B07C7SRSDZ,SUNWH,,7
"2018-06-19 02:25:27","ice watch",,B0092ORZB2,RE:CRON,,8
"2018-06-19 02:25:27","ice watch",,B00NFA0Z34,EZON,,9
"2018-06-19 02:25:27","ice watch",,B01MG490WO,Sopoby,,10
"2018-06-19 02:25:24",tissot,,,,,1
"2018-06-19 02:25:24",automatikuhr,"Automatikuhren von Gigandet",,Gigandet,,1
"2018-06-19 02:25:27",automatikuhr,,B01DW39WIC,Klarstein,,2
"2018-06-19 02:25:30",automatikuhr,,B00851R9LY,Gigandet,,3
"2018-06-19 02:25:30",automatikuhr,,B071DP2H1Z,"TRIPLE TREE",,4
"2018-06-19 02:25:30",automatikuhr,,B005R0APVW,Burgmeister,,5
"2018-06-19 02:25:30",automatikuhr,,B00C9W1MS6,"Kronen Soehne",,6
"2018-06-19 02:25:30",automatikuhr,,B007NU6XUG,Richtenburg,,7
"2018-06-19 02:25:28",armbanduhr herren,"Jetzt entdecken - Herrenkollektion von Waldläufer",,Waldläufer,,1
"2018-06-19 02:25:28",armbanduhr damen,"Deutsche Markenuhr mit Stoppuhr & 100M wasserdicht",,"AS DE PIQUE",,1
"2018-06-19 02:25:28",damenuhr rosegold,"Die stylische Uhr mit smarten Funktionen",,"Fossil Europe",,1
"2018-06-19 02:25:30",damenuhr rosegold,,B01MG8ICE8,Time100,,2
"2018-06-19 02:25:30",damenuhr rosegold,,B076CJPYDZ,Time,,3
"2018-06-19 02:25:35",damenuhr rosegold,,B079SZG5YP,Granton,,4
"2018-06-19 02:25:35",damenuhr rosegold,,B01ALL6A1A,Time,,5
"2018-06-19 02:25:32",breil,,,,,1
"2018-06-19 02:25:35",breil,,B00XGNNQ0E,Breil,,2
"2018-06-19 02:25:32","superdry uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1
"2018-06-19 02:25:04","superdry uhr",,B01D8KBMUU,Alienwork,,2
"2018-06-19 02:25:35","superdry uhr",,B074C2XBFM,Alienwork,,3
"2018-06-19 02:25:35","superdry uhr",,B074QMPFMG,Souarts,,4
"2018-06-19 02:25:35","superdry uhr",,B01HMV9Z1E,Alienwork,,5
"2018-06-19 02:25:35","superdry uhr",,B074J7NY13,Alienwork,,6
"2018-06-19 02:25:35","superdry uhr",,B0755DM3TW,Alienwork,,7
"2018-06-19 02:25:36",breil uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1
"2018-06-19 02:25:38",breil uhr,,B004U9RU64,Breil,,2
"2018-06-19 02:25:38",breil uhr,,B0077SRZHO,"Breil Tribe",,3
"2018-06-19 02:25:38",breil uhr,,B00IF5W4H4,Breil,,4
"2018-06-19 02:25:38",breil uhr,,B00NX8VZW8,Breil,,5
"2018-06-19 02:25:38",breil uhr,,B00ICIIEQO,Breil,,6
"2018-06-19 02:25:38",breil uhr,,B00JQI7MPI,Breil,,7
"2018-06-19 02:25:36",breil herrenuhren,"Die schönsten Chronographen und Uhren für Herren.",,FIREFOX,,1
"2018-06-19 02:25:36",breil damenuhr,,,,,1
"2018-06-19 02:25:38",breil damenuhr,,B00JSM7JKK,,,2
"2018-06-19 02:25:45",breil damenuhr,,B00BEY1YY2,Breil,,3
"2018-06-19 02:25:45",breil damenuhr,,B00UDM8O44,"Hip Hop",,4
"2018-06-19 02:25:45",breil damenuhr,,B075RVNHG4,KOMONO,,5
"2018-06-19 02:25:45",breil damenuhr,,B007R3IVO0,Breil,,6
"2018-06-19 02:25:40","hip hop uhr",,,,,1
"2018-06-19 02:25:45","hip hop uhr",,B00KJECT56,"Hip Hop",,2
"2018-06-19 02:25:45","hip hop uhr",,B01IF0XNJQ,"Hip Hop",,3
"2018-06-19 02:25:45","hip hop uhr",,B00SJ1C2R6,"Hip Hop",,4
"2018-06-19 02:25:45","hip hop uhr",,B00SJ1C0ZU,"Hip Hop",,5
"2018-06-19 02:25:38","hip hop uhr",,B00JQI7MPI,Breil,,6
"2018-06-19 02:25:45","hip hop uhr",,B01MTKT92H,"Hip Hop",,7
