time,keyword,message,asin,brand,title,position
"2018-05-17 03:49:39","nespresso capsules","Nespresso™ Coffee Machines - Discover Our Range",,"Nespresso™ UK",,1
"2018-05-17 03:49:44","nespresso capsules",,B01D4TJF2W,CafePod,,2
"2018-05-17 03:49:44","nespresso capsules",,B071Y5J7MM,Upod,,3
"2018-05-17 03:49:44","nespresso capsules",,B076H7WDWG,Amorcaffe,,4
"2018-05-17 03:49:44","nespresso capsules",,B01MS3FCZ8,"Viaggio Espresso",,5
"2018-05-17 03:49:44","nespresso capsules",,B07BBL7Y6L,"Caffè Colosseo",,6
"2018-05-17 03:49:44","nespresso capsules",,B079VFW97G,Upod,,7
"2018-05-17 03:49:39",coffee,"Discover the full range of Dolce Gusto coffee pods",,"Nescafé Dolce Gusto",,1
"2018-05-17 03:49:44",coffee,,B00NHXH8D4,NESCAFÉ,,2
"2018-05-17 03:49:44",coffee,,B072ZSBG7Q,NESCAFÉ,,3
"2018-05-17 03:49:44",coffee,,B07924DZXH,NESCAFÉ,,4
"2018-05-17 03:49:44",coffee,,B01B50WLWS,"NESCAFÉ Gold Blend",,5
"2018-05-17 03:49:51",coffee,,B01IYI00L8,Aromistico,,6
"2018-05-17 03:49:51",coffee,,B077GXSM22,Sacred,,7
"2018-05-17 03:49:51",coffee,,B074KDMSN4,NESCAFÉ,,8
"2018-05-17 03:49:51",coffee,,B007PRVFXC,NESCAFÉ,,9
"2018-05-17 03:49:51",coffee,,B072ZTD13C,NESCAFÉ,,10
"2018-05-17 03:49:46",starbucks,,,,,1
"2018-05-17 03:49:46",nespresso,"Nespresso™ Coffee Machines - Discover Our Range",,"Nespresso™ UK",,1
"2018-05-17 03:49:51",nespresso,,B01MZANEBC,NESPRESSO,,2
"2018-05-17 03:49:51",nespresso,,B06WWNY55G,NESPRESSO,,3
"2018-05-17 03:49:51",nespresso,,B01ISP0KR6,NESPRESSO,,4
"2018-05-17 03:49:51",nespresso,,B00WR1U9QU,"Taylors of Harrogate",,5
"2018-05-17 03:49:51",nespresso,,B075DL9FF6,NESPRESSO,,6
"2018-05-17 03:49:55",nespresso,,B075JNMBYS,NESPRESSO,,7
"2018-05-17 03:49:53",tassimo,"Try a variety pack of our most loved hot drinks",,Tassimo,,1
"2018-05-17 03:49:55",tassimo,,B016DEGFWI,Tassimo,,2
"2018-05-17 03:49:55",tassimo,,B06XTP6JJ3,"CAFE CONCETTO",,3
"2018-05-17 03:49:55",tassimo,,B075F9C2CQ,"JH SUPPLIES LTD",,4
"2018-05-17 03:49:55",tassimo,,B007GIBQ2K,Tassimo,,5
"2018-05-17 03:49:55",tassimo,,B072L67CHB,Tassimo,,6
"2018-05-17 03:49:55",tassimo,,B01LZQ9K78,"Home Treats",,7
"2018-05-17 03:49:53","tassimo pods","Try a variety pack of our most loved hot drinks",,Tassimo,,1
"2018-05-17 03:49:55","tassimo pods",,B07BHNL9V8,Tassimo,,2
"2018-05-17 03:49:59","tassimo pods",,B072Q7K86H,Tassimo,,3
