time,keyword,message,asin,brand,title,position
"2018-05-10 06:29:55",nespresso,"Remise Immédiate sur Nespresso Vertuo Plus",,Nespresso,,1
"2018-05-10 06:29:55",nespresso,,B01N7IKJ6L,"Krups Nespresso",,2
"2018-05-10 06:29:55",nespresso,,B079MJH5F3,Aicok,,3
"2018-05-10 06:29:55",nespresso,,B0711Z2RKJ,HiveNets,,4
"2018-05-10 06:29:55",nespresso,,B01H8MYITQ,RECAPS,,5
"2018-05-10 06:29:58",nespresso,,B01KZIRDBK,U-CAP,,6
"2018-05-10 06:29:58",senseo,"Redécouvrez le café avec Senseo",,PHILIPS,,1
"2018-05-10 06:29:58",senseo,,B01LZ47GH1,Philips,,2
"2018-05-10 06:29:58",senseo,,B074KQB4B1,Philips,,3
"2018-05-10 06:29:58",senseo,,B074KQZV97,Philips,,4
"2018-05-10 06:30:01",senseo,,B00KY987FC,J-A-Outlet,,5
"2018-05-10 06:30:01",cafetiere,"Remise Immédiate sur Nespresso Vertuo Plus",,Nespresso,,1
"2018-05-10 06:29:55",cafetiere,,B01N7IKJ6L,"Krups Nespresso",,2
"2018-05-10 06:30:01",cafetiere,,B06XQ1B88X,Luxebell,,3
"2018-05-10 06:30:01",cafetiere,,B01N52S30K,Aicok,,4
"2018-05-10 06:30:01",cafetiere,,B074FXHSMX,FrenchCoffee,,5
"2018-05-10 06:30:04","dolce gusto","Capsule dolce gusto rechargeable",,RECAPS,,1
"2018-05-10 06:30:04","dolce gusto",,B073TYWW9H,"POP CAFFE'",,2
"2018-05-10 06:30:04","dolce gusto",,B0798XPN9V,Exzact,,3
"2018-05-10 06:29:55","dolce gusto",,B0711Z2RKJ,HiveNets,,4
"2018-05-10 06:30:04","dolce gusto",,B01N2W332W,Kealive,,5
"2018-05-10 06:30:04","dolce gusto",,B00H4VVF2A,Babavoom®,,6
"2018-05-10 06:29:55","dolce gusto",,B01H8MYITQ,RECAPS,,7
"2018-05-10 06:30:06",tassimo,,,,,1
"2018-05-10 06:30:07",tassimo,,B073PWBMWK,HiveNets,,2
"2018-05-10 06:30:07",tassimo,,B00L42Z1BG,Babavoom®,,3
"2018-05-10 06:30:07",tassimo,,B00YCGPK6W,Babavoom®,,4
"2018-05-10 06:30:07",tassimo,,B00FDYYE50,Kaffeereiniger24,,5
"2018-05-10 06:30:10",tassimo,,B00N6QC6PC,Kaffeereiniger24,,6
"2018-05-10 06:30:10",tassimo,,B01FW0H6EU,Yontree,,7
"2018-05-10 06:30:09","machine à café","Capsules Café Delizioso - Compatibles Nespresso®",,"JACOBS DOUWE EGBERTS",,1
"2018-05-10 06:30:10","machine à café",,B074KQB4B2,Philips,,2
"2018-05-10 06:29:58","machine à café",,B074KQZV97,Philips,,3
"2018-05-10 06:30:10","machine à café",,B079MHYHS4,Philips,,4
"2018-05-10 06:30:13","machine à café",,B07B92VQSJ,Webat,,5
"2018-05-10 06:29:58","machine à café",,B01LZ47GH1,Philips,,6
"2018-05-10 06:29:58","machine à café",,B074KQB4B1,Philips,,7
"2018-05-10 06:30:13","cafetiere expresso","Remise Immédiate sur Nespresso Vertuo Plus",,Nespresso,,1
"2018-05-10 06:29:55","cafetiere expresso",,B01N7IKJ6L,"Krups Nespresso",,2
"2018-05-10 06:30:13","cafetiere expresso",,B079PLDS3Z,Aicok,,3
"2018-05-10 06:30:13","cafetiere expresso",,B01LZS9PT1,Miele,,4
"2018-05-10 06:29:55","cafetiere expresso",,B0711Z2RKJ,HiveNets,,5
"2018-05-10 06:30:13","cafetiere expresso",,B01LZS9XPY,Miele,,6
"2018-05-10 06:29:55","cafetiere expresso",,B079MJH5F3,Aicok,,7
"2018-05-10 06:30:15",expresso,"Profitez de votre vie de bricolage",,RECAPS,,1
"2018-05-10 06:30:16",expresso,,B00LDQ409W,Kaffeereiniger24,,2
"2018-05-10 06:30:16",expresso,,B00LDQ9M18,Kaffeereiniger24,,3
"2018-05-10 06:30:16",expresso,,B0765M7PTN,"Rachel's Choice",,4
"2018-05-10 06:30:15","machine expresso","Envie d'un délicieux café ou d'un espresso corsé ?",,PHILIPS,,1
"2018-05-10 06:30:13","machine expresso",,B079PLDS3Z,Aicok,,2
"2018-05-10 06:30:19","machine expresso",,B074SHWL15,Sedhoom,,3
"2018-05-10 06:30:19","machine expresso",,B01MUUKO2U,Philips,,4
