time,keyword,message,asin,brand,title,position
"2018-05-10 16:24:55","nespresso capsules","Nespresso™ Coffee Machines - Discover Our Range",,"Nespresso™ UK",,1
"2018-05-10 16:25:00","nespresso capsules",,B00OCVQ7QO,"CRU Kafe",,2
"2018-05-10 16:25:00","nespresso capsules",,B074V9S65N,"Taylors of Harrogate",,3
"2018-05-10 16:25:00","nespresso capsules",,B07BBL7Y6L,,,4
"2018-05-10 16:25:00","nespresso capsules",,B00R50M3IK,"CRU Kafe",,5
"2018-05-10 16:25:00","nespresso capsules",,B00O28K9H0,"CRU Kafe",,6
"2018-05-10 16:25:00","nespresso capsules",,B00IHXQ1QY,L'OR,,7
"2018-05-10 16:24:55",coffee,"Discover the full range of Dolce Gusto coffee pods",,"Nescafé Dolce Gusto",,1
"2018-05-10 16:25:00",coffee,,B013W8QZQE,NESCAFÉ,,2
"2018-05-10 16:25:00",coffee,,B074KDMSN4,NESCAFÉ,,3
"2018-05-10 16:25:00",coffee,,B016BQN75Q,NESCAFÉ,,4
"2018-05-10 16:25:00",coffee,,B01B50WLWS,"NESCAFÉ Gold Blend",,5
"2018-05-10 16:25:05",coffee,,B073GZ4HHG,"Coffee Globetrotter",,6
"2018-05-10 16:25:05",coffee,,B078HD5JGF,SACRED,,7
"2018-05-10 16:25:05",coffee,,B01M5B2ZK2,NESCAFÉ,,8
"2018-05-10 16:25:05",coffee,,B074SN228C,NESCAFÉ,,9
"2018-05-10 16:25:05",coffee,,B016BQNQ8Y,NESCAFÉ,,10
"2018-05-10 16:25:02",starbucks,"Discover our range",,Starbucks,,1
"2018-05-10 16:25:05",starbucks,,B077KSJR9Y,Starbucks,,2
"2018-05-10 16:25:05",starbucks,,B077QK7CPQ,Starbucks,,3
"2018-05-10 16:25:05",starbucks,,B077L2NBHH,Starbucks,,4
"2018-05-10 16:25:05",starbucks,,B077Q5B12G,Starbucks,,5
"2018-05-10 16:25:08",starbucks,,B077L2HX6L,Starbucks,,6
"2018-05-10 16:25:06",nespresso,,,,,1
"2018-05-10 16:25:08",nespresso,,B01ISP0KR6,NESPRESSO,,2
"2018-05-10 16:25:08",nespresso,,B00J5W985W,NESPRESSO,,3
"2018-05-10 16:25:08",nespresso,,B01MZANEBC,NESPRESSO,,4
"2018-05-10 16:25:08",nespresso,,B01MTQ8Q97,Pressogno,,5
"2018-05-10 16:25:08",nespresso,,B075DL9FF6,NESPRESSO,,6
"2018-05-10 16:25:08",nespresso,,B00T4GWHKM,NESPRESSO,,7
"2018-05-10 16:25:06",tassimo,"Press play on your favourite coffee brands",,Tassimo,,1
"2018-05-10 16:25:08",tassimo,,B016DEGFWI,Tassimo,,2
"2018-05-10 16:25:13",tassimo,,B06XTP6JJ3,"CAFE CONCETTO",,3
"2018-05-10 16:25:13",tassimo,,B018BHRM1I,Tassimo,,4
"2018-05-10 16:25:13",tassimo,,B00L42Z1BG,Babavoom®,,5
"2018-05-10 16:25:13",tassimo,,B01LZQ9K78,"Home Treats",,6
"2018-05-10 16:25:13",tassimo,,B007GIBOTK,Tassimo,,7
"2018-05-10 16:25:10","tassimo pods","Press play on your favourite coffee brands",,Tassimo,,1
"2018-05-10 16:25:13","tassimo pods",,B07BHNL9V8,Tassimo,,2
"2018-05-10 16:25:13","tassimo pods",,B003BZYWPK,Tassimo,,3
"2018-05-10 16:25:08","tassimo pods",,B016DEGFWI,Tassimo,,4
"2018-05-10 16:25:13","tassimo pods",,B00VFYPK82,"Vahdam Teas",,5
"2018-05-10 16:25:13","tassimo pods",,B077KC615Z,"Caffè di Artisan",,6
"2018-05-10 16:25:16","tassimo pods",,B0797WXZJL,"Tassimo Tdiscs",,7
"2018-05-10 16:25:16","tassimo pods",,B006WOKJWW,Tassimo,,8
"2018-05-10 16:25:16","tassimo pods",,B00J41BQG8,Tassimo,,9
"2018-05-10 16:25:16","tassimo pods",,B01MY16WAF,Tassimo,,10
"2018-05-10 16:25:14","costa coffee","Discover our range",,Starbucks,,1
"2018-05-10 16:25:16","costa coffee",,B0090261AM,Fresco,,2
"2018-05-10 16:25:16","costa coffee",,B075PL8SC1,Genuine_Mugs,,3
"2018-05-10 16:25:16","costa coffee",,B001EOMZ5E,De'Longhi,,4
"2018-05-10 16:25:16","costa coffee",,B01N52S30K,Aicok,,5
"2018-05-10 16:25:16","costa coffee",,B01MYF2QRQ,"Kiss Me Organics",,6
"2018-05-10 16:25:20","costa coffee",,B0170ALWUY,"E Bargains UK",,7
"2018-05-10 16:25:18","dolce gusto","Discover the range of Nescafe Dolce Gusto pods",,"Nescafé Dolce Gusto",,1
"2018-05-10 16:25:20","dolce gusto",,B000ODTPOK,NESCAFÉ,,2
"2018-05-10 16:25:05","dolce gusto",,B01M5B2ZK2,NESCAFÉ,,3
"2018-05-10 16:25:20","dolce gusto",,B007PRVFXC,NESCAFÉ,,4
"2018-05-10 16:25:20","dolce gusto",,B0170ALWUY,"E Bargains UK",,5
"2018-05-10 16:25:20","dolce gusto",,B000ODS0GO,NESCAFÉ,,6
"2018-05-10 16:25:20","dolce gusto",,B004943NSO,NESCAFÉ,,7
"2018-05-10 16:25:18","dolce gusto pods","Discover the range of Nescafe Dolce Gusto pods",,"Nescafé Dolce Gusto",,1
"2018-05-10 16:25:00","dolce gusto pods",,B013W8QZQE,NESCAFÉ,,2
"2018-05-10 16:25:20","dolce gusto pods",,B075N7ZKVP,"Docle Gusto",,3
"2018-05-10 16:25:20","dolce gusto pods",,B072ZSBG7Q,NESCAFÉ,,4
"2018-05-10 16:25:24","dolce gusto pods",,B074P5WN7T,"Café Royal",,5
"2018-05-10 16:25:00","dolce gusto pods",,B074KDMSN4,NESCAFÉ,,6
"2018-05-10 16:25:24","dolce gusto pods",,B0152XR7W8,NESCAFÉ,,7
"2018-05-10 16:25:22",espresso,,,,,1
"2018-05-10 16:25:16",espresso,,B001EOMZ5E,De'Longhi,,2
"2018-05-10 16:25:24",espresso,,B01MT6FGJG,bonVIVO,,3
"2018-05-10 16:25:24",espresso,,B01JM3D70A,Vremi,,4
"2018-05-10 16:25:24",espresso,,B00MOIE1E2,De'Longhi,,5
"2018-05-10 16:25:24",espresso,,B01JM3D6QU,Vremi,,6
"2018-05-10 16:25:24",espresso,,B00I6E7CWG,De'Longhi,,7
"2018-05-10 16:25:22","coffee beans","Discover the Nescafé Gold Blend Store.",,Nescafé,,1
"2018-05-10 16:25:24","coffee beans",,B00GM42SS0,"Gimoka Coffee UK",,2
"2018-05-10 16:25:31","coffee beans",,B01M0FEX4U,"Good Life Coffee",,3
"2018-05-10 16:25:31","coffee beans",,B0797GHFRD,Frequency,,4
"2018-05-10 16:25:31","coffee beans",,B00OJ9WEOI,"Brown Bear",,5
"2018-05-10 16:25:05","coffee beans",,B078HD5JGF,SACRED,,6
"2018-05-10 16:25:31","coffee beans",,B077GXSM22,SACRED,,7
"2018-05-10 16:25:31","coffee beans",,B07334XBS8,Cafédirect,,8
"2018-05-10 16:25:31","coffee beans",,B0759J7GF5,UCC,,9
"2018-05-10 16:25:31","coffee beans",,B01M11QTZJ,"Good Life Coffee",,10
"2018-05-10 16:25:26","coffee pods","Discover the full range of Dolce Gusto coffee pods",,"Nescafé Dolce Gusto",,1
"2018-05-10 16:25:00","coffee pods",,B074KDMSN4,NESCAFÉ,,2
"2018-05-10 16:25:00","coffee pods",,B013W8QZQE,NESCAFÉ,,3
"2018-05-10 16:25:20","coffee pods",,B072ZSBG7Q,NESCAFÉ,,4
"2018-05-10 16:25:05","coffee pods",,B077QK7CPQ,Starbucks,,5
"2018-05-10 16:25:00","coffee pods",,B00IHXQ1QY,L'OR,,6
"2018-05-10 16:25:24","coffee pods",,B0152XR7W8,NESCAFÉ,,7
"2018-05-10 16:25:26","lavazza coffee pod","Discover the irresistible taste of L'OR coffee",,L'OR,,1
"2018-05-10 16:25:31","lavazza coffee pod",,B00T6M5E4U,cialdissima,,2
"2018-05-10 16:25:20","lavazza coffee pod",,B072ZSBG7Q,NESCAFÉ,,3
"2018-05-10 16:25:05","lavazza coffee pod",,B077QK7CPQ,Starbucks,,4
"2018-05-10 16:25:00","lavazza coffee pod",,B013W8QZQE,NESCAFÉ,,5
"2018-05-10 16:25:00","lavazza coffee pod",,B074KDMSN4,NESCAFÉ,,6
"2018-05-10 16:25:31","lavazza coffee pod",,B00IHXQ3L2,L'OR,,7
"2018-05-10 16:25:29","ground coffee","UK's Strongest Coffee - Strong Ground Coffee Beans",,"Sons of Amazon Strong and Fair",,1
"2018-05-10 16:25:35","ground coffee",,B0062YA2W4,Cafédirect,,2
"2018-05-10 16:25:35","ground coffee",,B0062Y9ZXG,Cafédirect,,3
"2018-05-10 16:25:35","ground coffee",,B07CMZNNH3,"New Kings Coffee",,4
"2018-05-10 16:25:05","ground coffee",,B077QK7CPQ,Starbucks,,5
"2018-05-10 16:25:35","ground coffee",,B01B4ZPTSM,NESCAFÉ,,6
"2018-05-10 16:25:35","ground coffee",,B01LEW9HRE,"Good Life Coffee",,7
"2018-05-10 16:25:35","ground coffee",,B077KQZKD8,Starbucks,,8
"2018-05-10 16:25:08","ground coffee",,B077L2HX6L,Starbucks,,9
"2018-05-10 16:25:35","ground coffee",,B07CN4WDV6,"New Kings Coffee",,10
"2018-05-10 16:25:33",lavazza,,,,,1
"2018-05-10 16:25:35",lavazza,,B078ZGRMSW,Lavazza,,2
"2018-05-10 16:25:35",lavazza,,B00DN7TJ18,Lavazza,,3
"2018-05-10 16:25:40",lavazza,,B013CKIMC2,"Italcaffè S.p.A.",,4
"2018-05-10 16:25:40",lavazza,,B01DPSP864,"Nuclear Coffee",,5
"2018-05-10 16:25:40",lavazza,,B003R7KNYQ,Lavazza,,6
"2018-05-10 16:25:40",lavazza,,B00H2HMSH2,PureGusto,,7
"2018-05-10 16:25:40",lavazza,,B00L55V0U8,"Lavazza A Modo Mio",,8
"2018-05-10 16:25:40",lavazza,,B0087XFF1Q,"Lavazza A Modo Mio",,9
"2018-05-10 16:25:40",lavazza,,B00KJVN926,"Lavazza A Modo Mio",,10
"2018-05-10 16:25:37","lavazza coffee","UK's Strongest Coffee - Strong Ground Coffee Beans",,"Sons of Amazon Strong and Fair",,1
"2018-05-10 16:25:40","lavazza coffee",,B079L75VW4,Torrisi,,2
"2018-05-10 16:25:40","lavazza coffee",,B079L7TY8Q,Torrisi,,3
"2018-05-10 16:25:35","lavazza coffee",,B078ZGRMSW,Lavazza,,4
"2018-05-10 16:25:31","lavazza coffee",,B077GXSM22,SACRED,,5
