time,keyword,message,asin,brand,title,position
"2018-08-03 17:31:42",keyword,,,,,1
"2018-08-03 17:31:42","capsule caffè","Capsule compatibili Nespresso®. Qualità italiana.",,"Caffè Carracci",,1
"2018-08-03 17:31:44","capsule caffè",,B01M61UH8Z,"Caffè Carracci",,2
"2018-08-03 17:31:44","capsule caffè",,B01HF79C54,yespresso,,3
"2018-08-03 17:31:44","capsule caffè",,B00J3783F0,yespresso,,4
"2018-08-03 17:31:44","capsule caffè",,B01M7ZFZ8C,yespresso,,5
"2018-08-03 17:31:44","capsule caffè",,B013BWL8F4,yespresso,,6
"2018-08-03 17:31:44","capsule caffè",,B06VXSJ45Z,"Caffè Carracci",,7
"2018-08-03 17:31:42","caffè lavazza",,,,,1
"2018-08-03 17:31:44","caffè lavazza",,B01C78BBZK,BIespresso,,2
"2018-08-03 17:31:48","caffè lavazza",,B01MQV81AN,BIespresso,,3
"2018-08-03 17:31:48","caffè lavazza",,B0798RZR3D,O'ccaffe,,4
"2018-08-03 17:31:48","caffè lavazza",,B005J3I4BU,"Chupa Chups",,5
"2018-08-03 17:31:44","caffè lavazza",,B01M61UH8Z,"Caffè Carracci",,6
"2018-08-03 17:31:48","caffè lavazza",,B07B2CLHL6,O'ccaffe,,7
"2018-08-03 17:31:46","caffè macinato","Capsule compatibili Nespresso®. Qualità italiana.",,"Caffè Carracci",,1
"2018-08-03 17:31:48","caffè macinato",,B0120S5RZC,,,2
"2018-08-03 17:31:48","caffè macinato",,B078THNBSD,"Caffè Barbera 1870",,3
"2018-08-03 17:31:48","caffè macinato",,B07BR3X3MC,"Presto Coffee Roasters",,4
"2018-08-03 17:31:48","caffè macinato",,B0764G2QWS,"Caffè Sardella",,5
"2018-08-03 17:31:48","caffè macinato",,B078TCTS8L,"Caffè Barbera 1870",,6
"2018-08-03 17:31:53","caffè macinato",,B07CTRJ7FG,"Happy Belly",,7
"2018-08-03 17:31:51",lavazza,,,,,1
"2018-08-03 17:31:53",lavazza,,B00SJN3FGQ,"SELF CAP",,2
"2018-08-03 17:31:53",lavazza,,B00VTQVV02,"La Compatibile.it",,3
"2018-08-03 17:31:53",lavazza,,B079QYYL5W,"Italian Coffee",,4
"2018-08-03 17:31:53",lavazza,,B079W4PCX7,"Italian Coffee",,5
"2018-08-03 17:31:53",lavazza,,B079QZCVX3,"Italian Coffee",,6
"2018-08-03 17:31:53",lavazza,,B079QJHGHG,"Italian Coffee",,7
"2018-08-03 17:31:51","caffè in grani","Nannini Caffè e Pasticceria",,Nannini,,1
"2018-08-03 17:31:53","caffè in grani",,B079548Y53,CORCOVADO,,2
"2018-08-03 17:31:57","caffè in grani",,B079552YN3,CORCOVADO,,3
"2018-08-03 17:31:48","caffè in grani",,B0798RZR3D,O'ccaffe,,4
"2018-08-03 17:31:57","caffè in grani",,B07124Z2Q2,"Cooper's Cask Coffee",,5
"2018-08-03 17:31:57","caffè in grani",,B079848YTP,O'ccaffe,,6
"2018-08-03 17:31:57","caffè in grani",,B01G9BR6QE,"Emily's Coffee",,7
"2018-08-03 17:31:55",caffè,"Capsule compatibili Nespresso®. Qualità italiana.",,"Caffè Carracci",,1
"2018-08-03 17:31:57",caffè,,B01M1DB5LT,"Caffè Carracci",,2
"2018-08-03 17:31:57",caffè,,B019S0LUX8,"Il Caffè Italiano",,3
"2018-08-03 17:31:57",caffè,,B01H8MYITQ,RECAPS,,4
"2018-08-03 17:31:57",caffè,,B01MXXDHW3,"Caffè Carracci",,5
"2018-08-03 17:31:44",caffè,,B06VXSJ45Z,"Caffè Carracci",,6
"2018-08-03 17:31:57",caffè,,B019S0M19A,"Il Caffè Italiano",,7
