time,keyword,message,asin,brand,title,position
"2018-05-10 05:19:19",Orologio,,,,,1
"2018-05-10 05:19:19","daniel wellington",,,,,1
"2018-05-10 05:19:22","daniel wellington",,B01N47KXCU,MAMONA,,2
"2018-05-10 05:19:22","daniel wellington",,B075Q4W7GB,proking,,3
"2018-05-10 05:19:22","daniel wellington",,B01GYL5FKI,Gemony,,4
"2018-05-10 05:19:22","daniel wellington",,B07BLSR8X1,MEGALITH,,5
"2018-05-10 05:19:22","daniel wellington",,B01FJPHIIC,MAMONA,,6
"2018-05-10 05:19:22","daniel wellington",,B01GYHF2X2,Gemony,,7
"2018-05-10 05:19:22","daniel wellington",,B01GYL5GHU,Gemony,,8
"2018-05-10 05:19:22","daniel wellington",,B07BLRHZ6V,MEGALITH,,9
"2018-05-10 05:19:27","daniel wellington",,B01MYM168B,Gemony,,10
"2018-05-10 05:19:24",casio,,,,,1
"2018-05-10 05:19:27",casio,,B007EBUBSO,Casio,,2
"2018-05-10 05:19:27",casio,,B000VE5X4S,Casio,,3
"2018-05-10 05:19:27",casio,,B0716HV4D1,"LAD WEATHER",,4
"2018-05-10 05:19:27",casio,,B072HML7LC,"LAD WEATHER",,5
"2018-05-10 05:19:27",casio,,B00HEX9IHM,"LAD WEATHER",,6
"2018-05-10 05:19:27",casio,,B01LXC8I1D,Barbie,,7
"2018-05-10 05:19:27",casio,,B06X91LRXF,"LAD WEATHER",,8
"2018-05-10 05:19:27",casio,,B079VH9346,"LAD WEATHER",,9
"2018-05-10 05:19:31",casio,,B01FVL88XI,"LAD WEATHER",,10
"2018-05-10 05:19:29","Orologio uomo",,,,,1
"2018-05-10 05:19:31","Orologio uomo",,B00K67BYV6,"Kronen Soehne",,2
"2018-05-10 05:19:31","Orologio uomo",,B00GSMKSUG,"Kronen Soehne",,3
"2018-05-10 05:19:31","Orologio uomo",,B01L8Q15E4,SunJas,,4
"2018-05-10 05:19:29",swatch,,,,,1
"2018-05-10 05:19:31",swatch,,B00AZWW6Y6,Swatch,,2
"2018-05-10 05:19:31",swatch,,B01C8FIGXW,DIDOFà,,3
"2018-05-10 05:19:31",swatch,,B01IBINR0C,DIDOFà,,4
"2018-05-10 05:19:29","Orologio donna",,,,,1
"2018-05-10 05:19:35","Orologio donna",,B071LSJHZM,Granton,,2
"2018-05-10 05:19:35","Orologio donna",,B01C8FI4MU,DIDOFà,,3
"2018-05-10 05:19:35","Orologio donna",,B01IA7DAII,DIDOFà,,4
"2018-05-10 05:19:33","Orologio uomo elegante","Orologi da polso per uomo",,"Stuhrling Original",,1
"2018-05-10 05:19:35","Orologio uomo elegante",,B077BXF21T,CIVO,,2
"2018-05-10 05:19:35","Orologio uomo elegante",,B077X78XB5,LIGE,,3
"2018-05-10 05:19:35","Orologio uomo elegante",,B07B9BJ1JW,"June & Ed",,4
"2018-05-10 05:19:35","Orologio uomo elegante",,B073XP5XBW,"MAM Originals",,5
"2018-05-10 05:19:35","Orologio uomo elegante",,B0774666HG,"LIGE Brand",,6
"2018-05-10 05:19:35","Orologio uomo elegante",,B06WV7MQ13,BINZI,,7
"2018-05-10 05:19:37","orologio automatico","Scopri i nuovi prodotti Digital Health",,Nokia,,1
"2018-05-10 05:19:39","orologio automatico",,B01NAU071M,"Chrono Universel",,2
"2018-05-10 05:19:39","orologio automatico",,B077Z7NWJX,"PRINCE GERA",,3
"2018-05-10 05:19:39","orologio automatico",,B005WJVMH4,WOLF,,4
"2018-05-10 05:19:39","orologio automatico",,B01MR6RWY5,"Chrono Universel",,5
"2018-05-10 05:19:39","orologio automatico",,B01GUM3QMK,Lstbrand,,6
"2018-05-10 05:19:39","orologio automatico",,B07BB6QKQ5,LIGE,,7
"2018-05-10 05:19:37",tissot,,,,,1
"2018-05-10 05:19:37",breil,,,,,1
"2018-05-10 05:19:39",breil,,B01EX76C0C,Breil,,2
"2018-05-10 05:19:43",breil,,B00FU3JVJS,Breil,,3
"2018-05-10 05:19:43",breil,,B01EX76BD0,Breil,,4
"2018-05-10 05:19:43",breil,,B00H3IKTIK,Breil,,5
"2018-05-10 05:19:41","fossil ","Più intuitivo. Più intelligente. Più tu.",,Ticwatch,,1
"2018-05-10 05:19:43","fossil ",,B01M32DGTO,Fossil,,2
"2018-05-10 05:19:43","fossil ",,B06XVTWCHZ,Toshion,,3
"2018-05-10 05:19:41","Orologio donna elegante","Vestiti Da Sera",,MIUSOL,,1
"2018-05-10 05:19:43","Orologio donna elegante",,B07BW135WY,watchygo,,2
"2018-05-10 05:19:43","Orologio donna elegante",,B07BD38HLX,"Byron Bond",,3
"2018-05-10 05:19:22","Orologio donna elegante",,B01N47KXCU,MAMONA,,4
"2018-05-10 05:19:43","Orologio donna elegante",,B01IT9OBKS,"MAM Originals",,5
"2018-05-10 05:19:47","Orologio donna elegante",,B0728D9NYD,"Woodstock Zambon",,6
"2018-05-10 05:19:47","Orologio donna elegante",,B01N0KHXKC,MAMONA,,7
"2018-05-10 05:19:45",OPS,,,,,1
"2018-05-10 05:19:47",OPS,,B01AX4VCN6,"Ops Objects",,2
"2018-05-10 05:19:47",OPS,,B06WLLFTJ5,Browning,,3
"2018-05-10 05:19:45","Orologio donna acciaio","LIGE Orologio da Uomo",,LIGE,,1
"2018-05-10 05:19:47","Orologio donna acciaio",,B01I106L9E,MAMONA,,2
"2018-05-10 05:19:47","Orologio donna acciaio",,B01BGN0QY4,Timex,,3
"2018-05-10 05:19:47","Orologio donna acciaio",,B0795M2CPL,MAMONA,,4
"2018-05-10 05:19:47","Orologio donna acciaio",,B018MGYM52,"Moog Paris",,5
"2018-05-10 05:19:51","Orologio donna acciaio",,B018MGYO4G,"Moog Paris",,6
"2018-05-10 05:19:43","Orologio donna acciaio",,B07BD38HLX,"Byron Bond",,7
"2018-05-10 05:19:49","orologio uomo acciaio","Tecnologia avanzata per lo sport",,"Polar Italia",,1
"2018-05-10 05:19:35","orologio uomo acciaio",,B07B9BJ1JW,"June & Ed",,2
"2018-05-10 05:19:51","orologio uomo acciaio",,B01NA8KCMC,Steinhausen,,3
"2018-05-10 05:19:51","orologio uomo acciaio",,B071YCB3TK,"Archer Watch Straps",,4
"2018-05-10 05:19:51","orologio uomo acciaio",,B07BBKBCMY,LIGE,,5
"2018-05-10 05:19:49","orologio breil","L'ora del giorno e sempre in vista",,technoline,,1
"2018-05-10 05:19:51","orologio breil",,B000PD9CHY,Breil,,2
"2018-05-10 05:19:51","orologio breil",,B01DNWNFAS,Breil,,3
"2018-05-10 05:19:31","orologio breil",,B00K67BYV6,"Kronen Soehne",,4
"2018-05-10 05:19:51","orologio breil",,B077SVJFFJ,"ASWAN Watch",,5
"2018-05-10 05:19:51","orologio breil",,B072N661WP,"Henry Jay",,6
"2018-05-10 05:19:55","orologio breil",,B077FX3HDM,"MAM Originals",,7
"2018-05-10 05:19:53","orologio hip hop",,,,,1
"2018-05-10 05:19:55","orologio hip hop",,B01LYL5720,"BREIL HIP HOP",,2
"2018-05-10 05:19:55","orologio hip hop",,B00C3XQ7XQ,"BREIL HIP HOP",,3
"2018-05-10 05:19:55","orologio hip hop",,B003VN05LM,"Hip Hop",,4
"2018-05-10 05:19:55","orologio hip hop",,B00FPGT758,"Hip Hop",,5
"2018-05-10 05:19:55","orologio hip hop",,B078LZCWWG,Ullchro,,6
"2018-05-10 05:19:53","ice watch",,,,,1
"2018-05-10 05:19:55","ice watch",,B004D3VERI,Ice-Watch,,2
"2018-05-10 05:19:55","ice watch",,B01KLEKVX0,"Taylor Cole",,3
"2018-05-10 05:19:59","ice watch",,B0796T5ZG4,Comtex,,4
"2018-05-10 05:19:59","ice watch",,B01I106DWO,MAMONA,,5
"2018-05-10 05:19:59","ice watch",,B071JBHSS7,MAMONA,,6
"2018-05-10 05:19:47","ice watch",,B01I106L9E,MAMONA,,7
"2018-05-10 05:19:57","orologio ragazzo","L'ora del giorno e sempre in vista",,technoline,,1
