time,keyword,message,asin,brand,title,position
"2018-05-24 17:31:04",Orologio,,,,,1
"2018-05-24 17:31:04","daniel wellington",,,,,1
"2018-05-24 17:31:07","daniel wellington",,B01N47KXCU,MAMONA,,2
"2018-05-24 17:31:07","daniel wellington",,B01M2U6J1P,TRUMiRR,,3
"2018-05-24 17:31:07","daniel wellington",,B075Q4W7GB,proking,,4
"2018-05-24 17:31:07","daniel wellington",,B01GYKF0B8,Gemony,,5
"2018-05-24 17:31:07","daniel wellington",,B01GYHNXQU,Gemony,,6
"2018-05-24 17:31:07","daniel wellington",,B0721BZWJ9,Globenfeld,,7
"2018-05-24 17:31:07","daniel wellington",,B01GYL5GUM,Gemony,,8
"2018-05-24 17:31:07","daniel wellington",,B01MYM168B,Gemony,,9
"2018-05-24 17:31:11","daniel wellington",,B073W88RCK,TStrap,,10
"2018-05-24 17:31:08",casio,,,,,1
"2018-05-24 17:31:11",casio,,B007EBUBSO,Casio,,2
"2018-05-24 17:31:11",casio,,B06X91LRXF,"LAD WEATHER",,3
"2018-05-24 17:31:11",casio,,B00HEX9IHM,"LAD WEATHER",,4
"2018-05-24 17:31:11",casio,,B01NCF1RON,"LAD WEATHER",,5
"2018-05-24 17:31:11",casio,,B00N6PO908,"AccessoriesBySej (venditore italiano)",,6
"2018-05-24 17:31:11",casio,,B01LXC8I1D,Barbie,,7
"2018-05-24 17:31:11",casio,,B01FVL88XI,"LAD WEATHER",,8
"2018-05-24 17:31:11",casio,,B01N6WSZ5V,"LAD WEATHER",,9
"2018-05-24 17:31:14",casio,,B06XDH2MVN,"LAD WEATHER",,10
"2018-05-24 17:31:12","Orologio uomo",,,,,1
"2018-05-24 17:31:14","Orologio uomo",,B0791884W3,TIME100,,2
"2018-05-24 17:31:14","Orologio uomo",,B010M16PX2,Pixnor,,3
"2018-05-24 17:31:14","Orologio uomo",,B07839R6NQ,JEDIR,,4
"2018-05-24 17:31:12",swatch,,,,,1
"2018-05-24 17:31:14",swatch,,B00AZWW6Y6,Swatch,,2
"2018-05-24 17:31:14",swatch,,B01C8FIGXW,DIDOFà,,3
"2018-05-24 17:31:14",swatch,,B01IBINR0C,DIDOFà,,4
"2018-05-24 17:31:12","Orologio donna",,,,,1
"2018-05-24 17:31:18","Orologio donna",,B074CG996M,MAMONA,,2
"2018-05-24 17:31:18","Orologio donna",,B071LSJHZM,Granton,,3
"2018-05-24 17:31:18","Orologio donna",,B01IBFXAK2,DIDOFà,,4
"2018-05-24 17:31:16","Orologio uomo elegante","TIME100 Orologio da Uomo Automatico Scheletro",,TIME100,,1
"2018-05-24 17:31:16","orologio automatico","TIME100 Orologio da Uomo Automatico Scheletro",,TIME100,,1
"2018-05-24 17:31:18","orologio automatico",,B078C5PL2Z,BINLUN,,2
"2018-05-24 17:31:18","orologio automatico",,B075V434H5,SEWOR,,3
"2018-05-24 17:31:18","orologio automatico",,B00QTRD5SW,Klarstein,,4
"2018-05-24 17:31:18","orologio automatico",,B075V61L91,SEWOR,,5
"2018-05-24 17:31:18","orologio automatico",,B0093FIJYC,"Akribos XXIV",,6
"2018-05-24 17:31:22","orologio automatico",,B076CLF85J,"ASWAN Watch",,7
"2018-05-24 17:31:20",tissot,,,,,1
"2018-05-24 17:31:20",breil,,,,,1
"2018-05-24 17:31:22",breil,,B00FU3JVJS,Breil,,2
"2018-05-24 17:31:22",breil,,B01EX76BD0,Breil,,3
"2018-05-24 17:31:20","fossil ",,,,,1
"2018-05-24 17:31:22","fossil ",,B06XVTWCHZ,Toshion,,2
"2018-05-24 17:31:20","Orologio donna elegante","Vestiti da Cocktail",,MIUSOL,,1
"2018-05-24 17:31:22","Orologio donna elegante",,B07B2LR6K3,"Byron Bond",,2
"2018-05-24 17:31:22","Orologio donna elegante",,B07BVZH325,watchygo,,3
"2018-05-24 17:31:07","Orologio donna elegante",,B01N47KXCU,MAMONA,,4
"2018-05-24 17:31:27","Orologio donna elegante",,B079GQDPL6,MAMONA,,5
"2018-05-24 17:31:24",OPS,,,,,1
"2018-05-24 17:31:27",OPS,,B01AX4VCN6,"Ops Objects",,2
"2018-05-24 17:31:27",OPS,,B06WLLFTJ5,Browning,,3
