time,keyword,message,asin,brand,title,position
"2018-06-01 06:57:58",nespresso,"Remise Immédiate sur Nespresso Vertuo Plus",,Nespresso,,1
"2018-06-01 06:57:58",senseo,,,,,1
"2018-06-01 06:57:58",cafetiere,"Remise Immédiate sur Nespresso Vertuo Plus",,Nespresso,,1
"2018-06-01 06:57:58","dolce gusto","Capsule dolce gusto rechargeable",,RECAPS,,1
"2018-06-01 06:57:58",tassimo,"Découvrez la gamme de dosettes cafés Espresso",,Tassimo,,1
"2018-06-01 06:58:01","machine à café","Remise Immédiate sur Nespresso Vertuo Plus",,Nespresso,,1
"2018-06-01 06:58:01","cafetiere expresso","Découvrez la gamme de machines à expresso Saeco",,SAECO,,1
"2018-06-01 06:58:01",expresso,,,,,1
"2018-06-01 06:58:01","machine expresso","Découvrez la gamme de machines à expresso Saeco",,SAECO,,1
"2018-06-01 06:58:01",lavazza,"Lavazza A Modo Mio café Lungo Dolce  x36 capsules",,Lavazza,,1
"2018-06-01 06:58:04","expresso machine","Découvrez la gamme de machines à expresso Saeco",,SAECO,,1
"2018-06-01 06:58:04","machine à café expresso","Remise Immédiate sur Nespresso Vertuo Plus",,Nespresso,,1
"2018-06-01 06:58:04","lavazza a modo mio","Lavazza A Modo Mio café Lungo Dolce  x36 capsules",,Lavazza,,1
"2018-06-01 06:58:04","mousseur à lait",,,,,1
"2018-06-01 06:58:04","machine à café lavazza","Café classique N°5 - 48 dosettes souples- lot de 5",,"Carte Noire ",,1
"2018-06-01 06:58:07","machine à café capsules","Remise Immédiate sur Nespresso Vertuo Plus",,Nespresso,,1
"2018-06-01 06:58:07","machine à café dosette",,,,,1
"2018-06-01 06:58:07","machine à dosettes","Café Extra Long Classique 20 dosettes - Lot de 5",,SENSEO,,1
"2018-06-01 06:58:07","a modo mio","Lavazza A Modo Mio café Lungo Dolce  x36 capsules",,Lavazza,,1
"2018-06-01 06:58:07","lavazza machine","Lavazza A Modo Mio café Lungo Dolce  x36 capsules",,Lavazza,,1
"2018-06-01 06:58:10",café,"Découvrez la gamme de dosettes cafés Espresso",,Tassimo,,1
"2018-06-01 06:58:10","capsule espresso","Achetez nos capsules LEGAL compatibles Nespresso®",,"CAFES LEGAL",,1
"2018-06-01 06:58:10","capsule nespresso","Capsules Lungo Elegante - Compatibles Nespresso",,L'OR,,1
"2018-06-01 06:58:10","café en grain","Cafés de torréfaction artisanale",,"HOP CAFE",,1
"2018-06-01 06:58:10","dosette nespresso","Capsules compatibles Nespresso® - Fairtrade",,Gourmesso,,1
"2018-06-01 06:58:13",malongo,,,,,1
"2018-06-01 06:58:13","café moulu","Cafés de torréfaction artisanale",,"HOP CAFE",,1
"2018-06-01 06:58:13","café royal","Capsules Café Delizioso - Compatibles Nespresso®",,"JACOBS DOUWE EGBERTS",,1
"2018-06-01 06:58:13","l or",,,,,1
"2018-06-01 06:58:13","capsule cafe","Découvrez la gamme de dosettes cafés classic XL",,Tassimo,,1
"2018-06-01 06:58:16","dosette ese","Café Extra Long Classique 20 dosettes - Lot de 5",,SENSEO,,1
"2018-06-01 06:58:16",nescafe,,,,,1
"2018-06-01 06:58:16","capsule compatible nespresso",,,,,1
"2018-06-01 06:58:16","dosette café","Achetez nos capsules LEGAL compatibles Nespresso®",,"CAFES LEGAL",,1
"2018-06-01 06:58:16","café soluble",,,,,1
"2018-06-01 06:58:20","café lavazza","Lavazza A Modo Mio café Lungo Dolce  x36 capsules",,Lavazza,,1
"2018-06-01 06:58:20","capsule lavazza","Lavazza A Modo Mio café Lungo Dolce  x36 capsules",,Lavazza,,1
"2018-06-01 06:58:20","lavazza blue","Lavazza A Modo Mio café Lungo Dolce  x36 capsules",,Lavazza,,1
"2018-06-01 06:58:20","dosette lavazza","Lavazza A Modo Mio café Lungo Dolce  x36 capsules",,Lavazza,,1
