time,keyword,message,asin,brand,title,position
"2018-06-23 02:45:27",Keywords,,,,,1
"2018-06-23 02:45:29",Keywords,,1537222791,,,2
"2018-06-23 02:45:29",Keywords,,B01APCOKEY,,,3
"2018-06-23 02:45:27",kaffee,,,,,1
"2018-06-23 02:45:29",kaffee,,B07D4J9WVL,"LEAN CAFFEINE",,2
"2018-06-23 02:45:29",kaffee,,B07676J4T4,Melitta,,3
"2018-06-23 02:45:29",kaffee,,B01EEUR6IK,"Melitta Professional",,4
"2018-06-23 02:45:29",kaffee,,B01CTBP278,"360° rundum ehrlich",,5
"2018-06-23 02:45:29",kaffee,,B07C82BTGL,"Aroma Club",,6
"2018-06-23 02:45:29",kaffee,,B00LPLGXJA,"Coffee Circle",,7
"2018-06-23 02:45:31","nespresso kapseln","Nespresso®* kompatible Kapseln ohne Alu & Plastik",,"My-TeaCup® Teekapseln",,1
"2018-06-23 02:45:33","nespresso kapseln",,B00XZVP7U4,"Café Royal",,2
"2018-06-23 02:45:33","nespresso kapseln",,B00XZVP3Q2,"Café Royal",,3
"2018-06-23 02:45:33","nespresso kapseln",,B07BBL7Y6L,"Caffè Colosseo",,4
"2018-06-23 02:45:33","nespresso kapseln",,B078SXM1TS,Alvorada,,5
"2018-06-23 02:45:33","nespresso kapseln",,B01LWLZXIZ,"Café Royal",,6
"2018-06-23 02:45:33","nespresso kapseln",,B01LTHO30K,"Café Royal",,7
"2018-06-23 02:45:31",espresso,"Entdecken Sie unsere Maschinen zum Vorteilspreis",,"Nescafé Dolce Gusto",,1
"2018-06-23 02:45:33",espresso,,B079W7D4ZW,Jacobs,,2
"2018-06-23 02:45:33",espresso,,B074W6KDN7,"Coffee Circle",,3
"2018-06-23 02:45:37",espresso,,B01H6MYKM8,"Paulsen Kaffee",,4
"2018-06-23 02:45:37",espresso,,B011VI3B8M,Martermühle,,5
"2018-06-23 02:45:37",espresso,,B00RJYV5JK,Jacobs,,6
"2018-06-23 02:45:37",espresso,,B00YA1PXEI,"Viaggio Espresso",,7
"2018-06-23 02:45:35",kaffeebohnen,"Kaffeebohnen - Für Geschmack in deinem Becher",,"Melitta Kaffee",,1
"2018-06-23 02:45:29",kaffeebohnen,,B07676J4T4,Melitta,,2
"2018-06-23 02:45:29",kaffeebohnen,,B01CTBP278,"360° rundum ehrlich",,3
"2018-06-23 02:45:33",kaffeebohnen,,B079W7D4ZW,Jacobs,,4
"2018-06-23 02:45:37",kaffeebohnen,,B00Q6RPZ6U,Melitta,,5
"2018-06-23 02:45:37",kaffeebohnen,,B01N9HW345,"San Agustín algunos vicios son inconfesables",,6
"2018-06-23 02:45:37",kaffeebohnen,,B077BCJYKW,Lavazza,,7
"2018-06-23 02:45:37",kaffeebohnen,,B00XP6WZOU,Martermühle,,8
"2018-06-23 02:45:37",kaffeebohnen,,B00Q8U8YD6,Melitta,,9
"2018-06-23 02:45:43",kaffeebohnen,,B071SB53YG,"360° rundum ehrlich",,10
"2018-06-23 02:45:43",kaffeebohnen,,B017YWPFX8,Jacobs,,11
"2018-06-23 02:45:43",kaffeebohnen,,B079TGNNDM,"chicco di caffè",,12
"2018-06-23 02:45:43",kaffeebohnen,,B079ZSX1H1,Rösttrommel,,13
"2018-06-23 02:45:40",melitta,,,,,1
"2018-06-23 02:45:43",melitta,,B00606Q156,Melitta,,2
"2018-06-23 02:45:43",melitta,,B001PKVC06,Melitta,,3
"2018-06-23 02:45:43",melitta,,B00INSX904,Krups,,4
"2018-06-23 02:45:43",melitta,,B003ZYWR18,Melitta,,5
"2018-06-23 02:45:43",melitta,,B01KHIVYWM,Melitta,,6
"2018-06-23 02:45:47",melitta,,B002NKT3HQ,Melitta,,7
"2018-06-23 02:45:45",kaffeepads,"Senseo Kaffeevielfalt - Jetzt entdecken & genießen",,Senseo,,1
"2018-06-23 02:45:47",kaffeepads,,B016DSISTM,Melitta,,2
"2018-06-23 02:45:47",kaffeepads,,B07D2GLX56,VietBeans,,3
"2018-06-23 02:45:47",kaffeepads,,B00DW6K98C,Senseo,,4
"2018-06-23 02:45:47",kaffeepads,,B078S5119Y,Senseo,,5
"2018-06-23 02:45:47",kaffeepads,,B00SYO7HZA,Senseo,,6
"2018-06-23 02:45:47",kaffeepads,,B00SYO2M0U,Senseo,,7
"2018-06-23 02:45:45",lavazza,"Lavazza Nespresso kompatible Kapseln",,Lavazza,,1
