time,keyword,message,asin,brand,title,position
"2018-06-26 18:45:40","nespresso capsules","New Nespresso™ Vertuo. Coffee redefined.",,"Nespresso™ UK",,1
"2018-06-26 18:45:42","nespresso capsules",,B00IHYCT1Y,L'OR,,2
"2018-06-26 18:45:42","nespresso capsules",,B01MS3FCZ8,"Viaggio Espresso",,3
"2018-06-26 18:45:42","nespresso capsules",,B077KSJR9Y,Starbucks,,4
"2018-06-26 18:45:42","nespresso capsules",,B00IHXQ2AE,L'OR,,5
"2018-06-26 18:45:42","nespresso capsules",,B01NCUQHMF,L'OR,,6
"2018-06-26 18:45:42","nespresso capsules",,B00IHXQ3OE,L'OR,,7
"2018-06-26 18:45:40",coffee,"Discover the Starbucks range",,Starbucks,,1
"2018-06-26 18:45:42",coffee,,B01B50WLWS,"NESCAFÉ Gold Blend",,2
"2018-06-26 18:45:43",coffee,,B01B53BPCM,"NESCAFÉ Original",,3
"2018-06-26 18:45:46",coffee,,B074VKRPNX,"Taylors of Harrogate",,4
"2018-06-26 18:45:42",coffee,,B077KSJR9Y,Starbucks,,5
"2018-06-26 18:45:46",coffee,,B077KZCKPF,Starbucks,,6
"2018-06-26 18:45:46",coffee,,B077KQZKD8,Starbucks,,7
"2018-06-26 18:45:46",coffee,,B01LXY47D4,Starbucks,,8
"2018-06-26 18:45:46",coffee,,B077Q5B12G,Starbucks,,9
"2018-06-26 18:45:46",coffee,,B01LZ8RT68,Starbucks,,10
"2018-06-26 18:45:44",starbucks,"Discover the Starbucks range",,Starbucks,,1
"2018-06-26 18:45:46",starbucks,,B077QK7CPQ,Starbucks,,2
"2018-06-26 18:45:42",starbucks,,B077KSJR9Y,Starbucks,,3
"2018-06-26 18:45:46",starbucks,,B077KZCKPF,Starbucks,,4
"2018-06-26 18:45:46",starbucks,,B077KQZKD8,Starbucks,,5
"2018-06-26 18:45:50",starbucks,,B01LZ8SWP1,Starbucks,,6
"2018-06-26 18:45:48",nespresso,"New Nespresso™ Vertuo. Coffee redefined.",,"Nespresso™ UK",,1
"2018-06-26 18:45:50",nespresso,,B01MZANEBC,NESPRESSO,,2
"2018-06-26 18:45:50",nespresso,,B00IUGBHOE,NESPRESSO,,3
"2018-06-26 18:45:50",nespresso,,B01IHRPXGS,NESPRESSO,,4
"2018-06-26 18:45:50",nespresso,,B00WR1U9QU,"Taylors of Harrogate",,5
"2018-06-26 18:45:50",nespresso,,B01NGTI2JU,NESPRESSO,,6
"2018-06-26 18:45:50",nespresso,,B01MZANINV,NESPRESSO,,7
"2018-06-26 18:45:48",tassimo,,,,,1
"2018-06-26 18:45:50",tassimo,,B00DQ8LILS,Tassimo,,2
"2018-06-26 18:45:54",tassimo,,B007F8TU88,Tassimo,,3
"2018-06-26 18:45:54",tassimo,,B0052TP9ZU,Tassimo,,4
"2018-06-26 18:45:54",tassimo,,B01LZQ9K78,"Home Treats",,5
"2018-06-26 18:45:54",tassimo,,B016DEGFWI,Tassimo,,6
"2018-06-26 18:45:54",tassimo,,B072L67CHB,Tassimo,,7
