ean,asin,brand,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,dim,le,wi,hi,we
719346552875,B002XQ1TB8,"Britney Spears",https://www.amazon.co.uk/dp/B002XQ1TB8,"Hidden Fantasy by Britney Spears is a floral fruity gourmand fragrance for women. Hidden Fantasy is a new fragrance and it was introduced in 2008. The nose behind this fragrance is Rodrigo Flores-Roux. Great for casual, everyday wear. Olfactory Group: Floral Fruity Gourmand Top Notes: Orange, Tangerine, Lemon Verbena Middle Notes: Clove, Sweet Notes, lily, Jasmine Base Notes: Vanilla, Woodsy Notes, Sandalwood, amber",https://images-eu.ssl-images-amazon.com/images/I/518w5RAA2RL.jpg,166800,19357,"Fragrance from the designer house of Britney Spears,Top notes provide dark cherry and plum, enriched with juicy raspberry,Heart notes include orchid, iris and freesia, with base notes of amber, musk and vanilla",10.50,Perfume,Gender,"15.2 x 12.7 x 10.2 cm ; 95.3 g",15.2,12.7,10.2,"95.3 g"
719346552868,B00DYWVU3C,,https://www.amazon.co.uk/dp/B00DYWVU3C,,https://images-eu.ssl-images-amazon.com/images/I/31ff0gST0bL.jpg,461709,,,33.00,"Eau de Perfume",Women,"15.2 x 12.7 x 10.2 cm ; 49.9 g",15.2,12.7,10.2,"49.9 g"
719346191814,B012NJ7NTG,"Intimate Fantasy",https://www.amazon.co.uk/dp/B012NJ7NTG,"This fragrance is a new edition in a white bottle embellished with pink crystals. It is a very intriguing, sensual and romantic fragrance aimed at girls and women who celebrate their beauty and cherish their fantasies. With sweet, fruit and irresistible floral notes, this perfume will cuddle your skin and make your fantasies come to life. It has top notes of litchi, violet leaf and Italian lemon, middle notes of lily of the valley, jasmine, brown sugar, genet and base notes of vanilla, heliotrope, benzoin and white musk.",https://images-eu.ssl-images-amazon.com/images/I/419K9LKvFUL.jpg,15837,48266,"Women's Fragrance,top notes of litchi, violet leaf and Italian lemon,,middle notes of lily of the valley, jasmine, brown sugar, genet and ozone,base notes of vanilla, heliotrope, benzoin and white musk,100ml",17.49,Perfume,Women,"12.1 x 10.8 x 10.8 cm ; 95.3 g",12.1,10.8,10.8,"95.3 g"
719346191821,B014T3WAME,"Britney Spears",https://www.amazon.co.uk/dp/B014T3WAME,"This fragrance is a new edition in a white bottle embellished with pink crystals. It is a very intriguing, sensual and romantic fragrance aimed at girls and women who celebrate their beauty and cherish their fantasies. With sweet, fruit and irresistible floral notes, this perfume will cuddle your skin and make your fantasies come to life. It has top notes of litchi, violet leaf and Italian lemon, middle notes of lily of the valley, jasmine, brown sugar, genet and base notes of vanilla, heliotrope, benzoin and white musk.",https://images-eu.ssl-images-amazon.com/images/I/412Rrr1HDUL.jpg,0719346191821,43292,"Frangance for the designer house of Britney Spears,An eau de parfum for women,Britney Spears - 15838,Eau de parfum Imtimate Fantasy - Women,50 ml bottle",11.83,Perfume,Men,"15 x 5 x 10 cm",15,5,10,"259 g"
719346205887,B01AY5U5FU,"Britney Spears",https://www.amazon.co.uk/dp/B01AY5U5FU,"Launched in 2016, this floral fruity fragrance opens with bird of paradise flower, pink grapefruit, and passion fruit. The heart is a mix of beachy florals such as hibiscus petals, cyclamen, orange blossom, and Hawaiian monoi. The base is warm and sensual with accords of coconut, vanilla, blue musk, white amber, and beachy blonde woods.",https://images-eu.ssl-images-amazon.com/images/I/41sMLpbFsfL.jpg,719346205887,44724,"'Britney is a special affinity Maui. As soon as it can, she went a Island in breathtaking beauty to unwind and relax with the family. evoquant all aspects of a loved, Maui Paradise Fantasy embodies the warmth of the climate of Hawaii and the energy of the sea breeze. Like all other fragrances of the fantasy portfolio, this fragrance expresses the personality Multi side of Britney.,'evoquant the essence of Hawaii Maui Fantasy, the bottle is inspired by the Crystal Blue waters bewitching surrounding the island, with a frosted glass effect blue. The bottle has a hibiscus flower and hot pink, one of the many examples of this tropical destination. With its iconic symbols Hawaiian associated with the shape and the feature of the original flacon Fantasy ring, this new fragrance is colour of fun and exotic line of fragrance fantasy.,'A Mix Of features elements of the sublime nature of Maui with features notes of fantasy, Maui Fantasy Fragrance expresses the allure and charm of Maui. The association of tropical flowers and fruits gourmands evokes the warmth of the climate of Maui and the spirit of the Hawaiian Heritage. In Mind, The Bird of Paradise Mix with extraordinary gourmands and attractive, Pink Grapefruit and passion fruit.In heart, a heady blend of beach flowers fresh - Hibiscus petals, cyclamen, orange blossom and Hawaiian Monoi - sépanouissant in the Golden Light of the sun.With the warm and sensual vanilla and coconut, radiates hits the white musk soft blue, amber and blonde woods to the beach.",15.98,Perfume,Women,"10.2 x 7.6 x 10.2 cm",10.2,7.6,10.2,"422 g"
870283001021,B000XEAVXO,"FCUK HER",https://www.amazon.co.uk/dp/B000XEAVXO,<br/><br/><br/><br/>,https://images-eu.ssl-images-amazon.com/images/I/41pfQ1wAhhL.jpg,FRE33,144585,"At Our shop come & embrace the spirit of giving this season with the sparkling Valentine's Day, Birthday & Christmas fragrance gifts formulated to fill your loved ones heart with warmth and gratitude. Make your love smile with these perfect gift ideas: Your sweetheart will love and cherish,Buy quickly for your loved ones. **Happy Valentine's Day!!**,This product is both timeless yet modern, from its understated yet sleek bottle design to its dusky yet fresh,This product also makes for a wonderful gift idea,Gifts for all ocassions. Fragrances for all - Smell as good as you feel with this season's scents",11.94,"Eau de Toilette",Women,"12.7 x 10.2 x 15.2 cm ; 295 g",12.7,10.2,15.2,"295 g"
870283005807,B007WA7H3O,FCUK,https://www.amazon.co.uk/dp/B007WA7H3O,"<p>Flirty & playful - a lush fruity floral fragrance that is addictive from the start.</p>",https://images-eu.ssl-images-amazon.com/images/I/31XimpJn2CL.jpg,,,"Type: , Eau de Toilette,Formulation: Liquid,Model: FCUK 3,Package volume: 100 ml,Suitable for: Women's",13.00,"Eau de Toilette",Women,"20 x 20 x 10 cm ; 490 g",20,20,10,"490 g"
085805390600,B0010MG8NU,"Elizabeth Arden",https://www.amazon.co.uk/dp/B0010MG8NU,"Fifth Avenue, created by Elizabeth Arden in 1996, is a heady floral fragrance recommended for daytime wear.",https://images-eu.ssl-images-amazon.com/images/I/313-BrTz4kL.jpg,ELIZABETH-390600,109,"From Elizabeth Arden,Ladies,American classic,Floral,Anytime wear",17.95,"Eau de Perfume",Women,"5 x 6 x 20 cm ; 299 g",5,6,20,"299 g"
085805390402,B003CIZEJY,"Elizabeth Arden",https://www.amazon.co.uk/dp/B003CIZEJY,"Elizabeth Arden 5th Avenue Nights has been on the market from September 2008. It was created in cooperation with perfumer of the house of Givaudan, Mary Pierre Julian, and it was broadcasted as a modern, floral and oriental edition which is an outstanding representative of the rhythm of the big city and woman who obtains her strength from magic of New York. The perfume introduces aromas of bergamot, mandarin, cyclamen, white freesia and white rose. The heart encompasses flowers: calla, jasmine, lily of the valley, heliotrope and pink lily, while the base notes introduce musk, white chocolate, vanilla and woody accords. The bottle is black, with holographic dots set into a line. The outside package escorts design of the bottle, it is created in the same style and it presents lights of the big city in the night. Elizabeth Arden 5th Avenue Nights is a chic, glamorous and confident fragrance. Elizabeth Arden 5th Avenue Nights is suggested to be worn during the day but has also been suggested as an evening fragrance also. Elizabeth Arden 5th Avenue Nights leaves a long lasting impression of enveloping warmth. Designer Elizabeth Arden has around 39 different perfumes in their fragrance base. Elizabeth Arden is an old perfume house. The earliest version was created in 1956 and the newest is from 2012. Elizabeth Arden fragrances were made in association with perfumers Ann Gottlieb, Olivier Gillotin, Marypierre Julien, Yann Vasnier, Antoine Lie, George Fuchs, Francis Kurkdjian, Rodrigo Flores-Roux, Claude Dir, Carlos Benaim, Loc Dong, Jean-Marc Chaillan, Claire Cain, Laurent Bruyere, Clement Gavarry, Sophie Labbe, James Krivda, David Apel and Sophia Grojsman.",https://images-eu.ssl-images-amazon.com/images/I/31zcEY-B%2BLL.jpg,EARFANF0103002,605491,"Fragrance from the designer house of Calvin Klein,Eau De Parfum For Her,Eau De Parfum,floral, sweet, vanilla, citrus, woody, powdery,30ml",,"Eau de Perfume",Women,"15.2 x 12.7 x 10.2 cm ; 27.2 g",15.2,12.7,10.2,"27.2 g"
085805390501,B005IQAKGA,,https://www.amazon.co.uk/dp/B005IQAKGA,,https://images-eu.ssl-images-amazon.com/images/I/21t-qCUsPNL.jpg,,,,39.00,"Eau de Perfume",Women,"5.1 x 5.1 x 5.1 cm ; 1.81 Kg",5.1,5.1,5.1,"1.81 Kg"
085805086541,B00AIZAMZK,"Tycon Net",https://www.amazon.co.uk/dp/B00AIZAMZK,"<b>Brand:</b>FIFTH AVENUE NIGHTS<P>EAU DE PARFUM SPRAY 4.2 OZ</p>",https://images-eu.ssl-images-amazon.com/images/I/31FTpRd28hL.jpg,5171843,777664,"Brand Name: Tycon Net Mfg#: 164234,Shipping Weight: 1.00 lbs",25.59,"Women’s Trimmers",Women's,NA,NA,,,"395 g"
737052294667,B0036KQJ0Q,Gucci,https://www.amazon.co.uk/dp/B0036KQJ0Q,"Flora by Gucci is a subtle and sophisticated floral scent. Built on a fresh and feminine breeze of flowers (Rose, Osmanthus), the fragrance top note conveys the freshness and lightness of citrus fruits.Fresh and feminine, the fragrance remains very Gucci, with a sensual and subtly powerful base note of sandalwood and pink pepper.",https://images-eu.ssl-images-amazon.com/images/I/519XRSsX-0L.jpg,118769,132937,"Women's Fragrance,30ml size perfect for travelling,Floral fragrance for women,Fragrance released in 2009",38.04,Perfume,Women,"20 x 20 x 10 cm ; 13.6 g",20,20,10,"13.6 g"
3605520983979,B0026SU7HK,"Viktor & Rolf",https://www.amazon.co.uk/dp/B0026SU7HK,"Viktor & Rolf's Petite Flowerbomb is a bold and passionate fragrance for women whose warmth and theatricality grows and grows. The top notes of bergamot and tea are seasoned with pink pepper. The provacative floral bouquet then explodes forth freesia, Sambac jasmine, Catleya orchid and Centifolia rose. Once of the skin, erotic patchouli base notes blossom.",https://images-eu.ssl-images-amazon.com/images/I/31zOO%2ByN-lL.jpg,2VF1912,25032,"A fragrance carried by a composition of floral and oriental notes. an explosion of sensual scents captured in a bottle.,Fragrance family: floral-oriental,Top notes: bergamot, tea,Heart notes: freesia, jasmine, orchid,Base notes: patchouli, rose",30.18,Perfume,Beauty,"3.8 x 6.8 x 11.9 cm ; 40.8 g",3.8,6.8,11.9,"40.8 g"
3360374000004,B01CGND02S,euroshop.co,https://www.amazon.co.uk/dp/B01CGND02S,"Let the 100% original Viktor & Rolf - FLOWERBOMB edp vapo 30 ml surprise you and boost your femininity using this exclusive women's perfume with a unique, personal scent. Discover the 100% original Viktor & Rolf products!",https://images-eu.ssl-images-amazon.com/images/I/21GOd0raJbL.jpg,11387,,"Viktor & Rolf,3651",62.00,"Eau de Perfume",Women,NA,NA,,,"181 g"
870283005845,B006FY1Y5A,FCUK,https://www.amazon.co.uk/dp/B006FY1Y5A,"An exquisite fragrance for urban woman Sweet, sparkling, refreshing & sensual Scent begins with notes of pink honeysuckle, apple blossom, red berries, coconut Follows with notes of sugar, vanilla absolute, pink jasmine Dry down to notes of white vetiver, blonde woods, sandalwood, amber & musk",https://images-eu.ssl-images-amazon.com/images/I/41ovttbvN4L.jpg,870283005845,206413,"Eau De Parfum Spray 3.4 oz,Usually shipped within 24H,Transit time usually between 6 and 8 business days,Return accepted within 20 days,Return accepted only if the product is originally sealed",19.03,"Eau de Perfume","Health & Personal Care","5.1 x 5.1 x 5.1 cm ; 499 g",5.1,5.1,5.1,"499 g"
414232000033,B07892NPHK,Gap,https://www.amazon.co.uk/dp/B07892NPHK,,https://images-eu.ssl-images-amazon.com/images/I/31X7Txpq23L.jpg,,,,,Women,Fragrances,NA,NA,,,NA
737052360386,B003F2WOMW,Ghost,https://www.amazon.co.uk/dp/B003F2WOMW,"Captivating was first launched by Ghost in 2010. Top Notes: bergamot, mandarin, guava, freesia. Heart Notes: rose, peony, magnolia, jasmine. Base Notes: orris, sandalwood, musky notes.",https://images-eu.ssl-images-amazon.com/images/I/41mh8YFCQ9L.jpg,GHOST-360386,63004,"The essence of captivation, magical and feminine,Delicious enticement, a mesmerising glance across a crowded room,A fluid bouquet of floral accented with the juiciest of fruits,It is an elegant floral eau de toilette for the modern woman,The notes of its composition include bergamot mandarin guava freesia rose magnolia jasmine iris sandalwood and musk",19.00,Perfume,Gender,"12.7 x 10.2 x 15.2 cm ; 286 g",12.7,10.2,15.2,"286 g"
5050456312047,B000C21BK4,Ghost,https://www.amazon.co.uk/dp/B000C21BK4,"Ghost Ghost EDT 100ml Fragrance is a Floral Fruity fragrance family for Women. Ghost was launched in 2000. The nose behind this fragrance is Michel Almairac. The Top notes are rose and jasmine; Heart notes are amber, vanilla and peach (peach); the notes are sandalwood and musk.",https://images-eu.ssl-images-amazon.com/images/I/21TDmffbDTL.jpg,122369,9549,"From Ghost Original,Ladies' fragrance,Delicate and Distinctive",27.95,Perfume,Gender,"5.1 x 5.1 x 15.2 cm ; 22.7 g",5.1,5.1,15.2,"22.7 g"
737052503653,B007IJXN4Q,Ghost,https://www.amazon.co.uk/dp/B007IJXN4Q,"GHOST Whisper is a luminous fragrance, mixing the freshness of a sparkling top note with the pureness of sensual white flowers on a creamy musk background. It opens to a bright accord, releasing your mind and senses with fizzy mandarin, a mouth-watering star fruit and a soft white almond tonality creating an intriguing sensation of pastel colours. The radiant heart blends notes of Honeysuckle flower, pure and luminous, delicate and extremely feminine through the living Hydroponic Honeysuckle, elegant Jasmine and the zesty Orange Flower. An enchanted background prolongs the magic momentum of this scent, a soft embrace made of creamy woods and powdery heliotrope with a veil of white musks.",https://images-eu.ssl-images-amazon.com/images/I/21RilQrDSlL.jpg,GHOST-503653,59297,"Fragrance from Ghost,Edt spray,Floral fruity,Top note of mandarin oil, almond,star fruit the base note of white cedar wook, creamy musks and heliotrope,50 ml bottle",24.10,Perfume,Gender,NA,NA,,,"45.4 g"
737052503707,B007FRNHKG,Ghost,https://www.amazon.co.uk/dp/B007FRNHKG,"GHOST Whisper is a luminous fragrance, mixing the freshness of a sparkling top note with the pureness of sensual white flowers on a creamy musk background. It opens to a bright accord, releasing your mind and senses with fizzy mandarin, a mouth-watering star fruit and a soft white almond tonality creating an intriguing sensation of pastel colours. The radiant heart blends notes of Honeysuckle flower, pure and luminous, delicate and extremely feminine through the living Hydroponic Honeysuckle, elegant Jasmine and the zesty Orange Flower. An enchanted background prolongs the magic momentum of this scent, a soft embrace made of creamy woods and powdery heliotrope with a veil of white musks.",https://images-eu.ssl-images-amazon.com/images/I/21RilQrDSlL.jpg,GHOST-503707EU,126507,"Fragrance from Ghost,Eau de Toilette Spray,Floral Fruity,Top note of mandarin oil, almond,star fruit the base note of white cedar wook, creamy musks and heliotrope,75ml bottle",32.15,Perfume,Gender,"19.6 x 6.2 x 5.4 cm ; 381 g",19.6,6.2,5.4,"381 g"
719346630948,B01AY5UDU2,"Giorgio Beverly Hills",https://www.amazon.co.uk/dp/B01AY5UDU2,"Launched in 1981, Giorgio Yellow is a sharp, flowery fragrance abound with energy and charm. This irresistibly feminine scent tempts the senses with a ploy of succulent peach and apricot, partnered with bergamot and orange blossom. A floral bouquet combines tuberose, gardenia and jasmine to formulate a sweet white floral heart. Finally a rich base pulls out cosy amber and patchouli mixed with soothing vanilla and chamomile.",https://images-eu.ssl-images-amazon.com/images/I/31QqC8pKFfL.jpg,,177448,"Type: Body Treatment,,Formulation: Spray or Mist,Model: Giorgio Yellow,Package volume: 235 ml,Suitable for: Women's",,"Bath and Body","Health & Personal Care",NA,NA,,,"227 Grams"
716393088357,B000QSUTLG,"Giorgio Beverly Hills",https://www.amazon.co.uk/dp/B000QSUTLG,"Giorgio Beverly Hills Giorgio Yellow Eau de Toilette 30ml Spray",https://images-eu.ssl-images-amazon.com/images/I/41snXDe8ZZL.jpg,147765,391765,"Type: , Eau de Toilette,Formulation: Liquid,Model: Giorgio Yellow,Package volume: 30 ml,Suitable for: Women's",9.19,"Eau de Toilette",Women,"20 x 20 x 10 cm ; 449 g",20,20,10,"449 g"
716393009604,B000C21BE0,"Beverly Hills 90210",https://www.amazon.co.uk/dp/B000C21BE0,"This refreshing blend is woody and oriental. The exciting, masculine blend has notes of spice and fragrant woods. Recommended for romantic wear.",https://images-eu.ssl-images-amazon.com/images/I/51eOpazQtXL.jpg,137654,,"Recommended for romantic wear",11.02,Aftershaves,Men,"5.1 x 5.1 x 15.2 cm ; 22.7 g",5.1,5.1,15.2,"22.7 g"
716393009581,B01M5KE56C,"Giorgio Beverly Hills",https://www.amazon.co.uk/dp/B01M5KE56C,"Introduced by the design house of Giorgio Beverly Hills in the year 1982. This floral fragrance has a blend of bergamot, mandarin, jasmine, rose, carnation, orris, sandalwood, cedarwood, musk, moss, and amber.",https://images-eu.ssl-images-amazon.com/images/I/31OwzBXe3vL.jpg,,,,29.95,"Bath & Body",Categories,NA,NA,,,"907 g"
085805268848,B00DZPF9DA,"Green Tea",https://www.amazon.co.uk/dp/B00DZPF9DA,"ELIZABETH ARDEN | GREEN TEA - eau de parfum vaporisateur 100 ml",https://images-eu.ssl-images-amazon.com/images/I/31qa4NL7clL.jpg,,246581,"Designer - Manufacturer: Elizabeth Arden,Product Category: parfümerie,Gender: For You/for Her//pour Femme",17.77,"Eau de Perfume",Women,NA,NA,,,"259 g"
085805268749,B00DKTU13O,"Elizabeth Arden",https://www.amazon.co.uk/dp/B00DKTU13O,,https://images-eu.ssl-images-amazon.com/images/I/313%2BCD7%2Bj8L.jpg,2687400,,,12.95,Categories,"Everything Else","4 x 6 x 17 cm ",4,6,17,NA
085805089719,B002OGPWI8,"Elizabeth Arden",https://www.amazon.co.uk/dp/B002OGPWI8,"A bright and cheerful fragrance that evokes the freshness of a sunny summer morning. Bubbling with cheerful character it opens with a revitalizing wave of cucumber brightened with a selection of citruses. At its heart, a charming accord of juicy watermelon, fresh green tea and subtle French violet. A finale of warmth brings the scent to a close in amber and ambrette.",https://images-eu.ssl-images-amazon.com/images/I/41E5q-ydK6L.jpg,177628,46662,"Cucumber Green Tea - Eau de Toilette from Elizabeth Arden,No Minimum Age,a special product for women,Fragrance - Women - Perfumes,Volumen - 50 ml",10.90,"Eau de Toilette",Women,"12.7 x 3.8 x 3.8 cm ; 454 g",12.7,3.8,3.8,"454 g"
085805076450,B0028VM7CI,"Elizabeth Arden",https://www.amazon.co.uk/dp/B0028VM7CI,"Refreshing, clean scent. Based on the simplicity and serenity of the notes of green tea. Top notes: Bergamot, Lemon, Orange, Grass verbena. Middle note: Rhubarb, jasmine, celery seeds, carnation. Base notes of oak moss, amber, musk. Perfect for daytime wear.",https://images-eu.ssl-images-amazon.com/images/I/41j0HBqRw2L.jpg,196340,24476,"Fragrance From The Designer House Of Elizabeth Arden,An Eau De Toilette For Her,floral, green, watery, citrus, ozonic,Eau De Toilette,100ml",12.95,"Eau de Toilette",Women,"15.2 x 5.1 x 5.1 cm ; 259 g",15.2,5.1,5.1,"259 g"
085805100865,B009V6SXT4,"Elizabeth Arden",https://www.amazon.co.uk/dp/B009V6SXT4,,https://images-eu.ssl-images-amazon.com/images/I/51aIvnGw8jL.jpg,491752,290557,,,"Eau de Toilette",Men,"10 x 6 x 5 cm",10,6,5,"259 g"
085805036577,B000WM9Z98,"Elizabeth Arden",https://www.amazon.co.uk/dp/B000WM9Z98,"A fragrance that delivers freshness of Green Tea Blended with floral notes of cyclamen & water lily Plus notes of black currant, lemon, tangerine Gives a guaranteed sherbet effect Sweet base embraces your skin with the scent of sun Perfect for all occasions",https://images-eu.ssl-images-amazon.com/images/I/41p%2B3a6MzSL.jpg,198585,5310,"Fragrance From The Designer House Of Elizabeth Arden,An Eau De Toilette For Her,citrus, floral, watery, fruity, musky, ozonic,Eau De Toilette,100ml",9.50,"Eau de Toilette",Women,"1 x 2 x 7 cm ; 1.5 Kg",1,2,7,"1.5 Kg"
085805069308,B00INK0R16,,https://www.amazon.co.uk/dp/B00INK0R16,,https://images-eu.ssl-images-amazon.com/images/I/41dZ1ws5XfL.jpg,p3_p1096535,,,26.99,"Eau de Toilette",Women,NA,NA,,,"907 g"
3607341795724,B0041FXETY,Guess,https://www.amazon.co.uk/dp/B0041FXETY,"Seductive by Guess is a sultry ladies' fragrance that was introduced to the perfume market in 2010. The sexy scent embodies the unique magnetism and playfully captivating style synonymous with the GUESS brand. The nose behind this fragrance is Veronique Nyberg. Top Notes: Black Currant, Bergamot, Pear Middle Notes: African Orange flower, Jasmine, Orris Root Base Notes: Cashmere Wood, Vanilla, Olibanum",https://images-eu.ssl-images-amazon.com/images/I/412MGIqekvL.jpg,199858,36319,"A classy and elegant fragrance.,Its soft and feminin composition of floral and fruity notes is pure seduction.,Fragrance Family: Floral, Fruity,Top Notes: Bergamot, Pear, Black currant,Heart Notes: Jasmine, Orange blossom, Iris",14.52,Perfume,Women,"15.2 x 12.7 x 10.2 cm ; 454 g",15.2,12.7,10.2,"454 g"
3607341792068,B000ARDBH2,Guess,https://www.amazon.co.uk/dp/B000ARDBH2,"Guess for Women EDP 75 ml of Guess is a fragrance Floral Fruity fragrance family for Women. Guess for Women was launched in 2006. The nose behind this fragrance is Maurice Roucel. The Top notes are green apple, bergamot, wild strawberry and tangerine;",https://images-eu.ssl-images-amazon.com/images/I/31zHa5%2BvR9L.jpg,GU99,134324,"Guess,Women - Perfumes - Eau de Perfume,75 ml",19.87,Perfume,Women,"1 x 1 x 1 cm ; 454 g",1,1,1,"454 g"
