name,asin,Good,Good_S,VeryGood_S,Acceptable_S,LIKEnew_S,VeryGood,Acceptable,LIKEnew,isbn,ean,title,Product_Page_Link,brand,Publisher,manufacturer,publicationdate,Edition,numberofpages,salesrank,New_MFN_Price,packagedimensions_height,packagedimensions_length,packagedimensions_width,packagedimensions_weight,itemdimensions_height,itemdimensions_length,itemdimensions_width,itemdimensions_weight,label,buybox_price,totalnew,totalused,totalcollectible,totalrefurbished,status1
"Library - Family Room - Bookcase 2",0671725017,4.99,0.00,0.00,,,4.99,,,0671725017,9780671725013,"The Examined Life: Philosophical Meditations",https://www.amazon.com/dp/0671725017,"Simon & Schuster","Simon & Schuster","Simon & Schuster",1990-12-15,6th,308,423701,$4.34,80,920,610,75,925,612,100,79,"Simon & Schuster",$9.98,41,164,2,0,11
"Library - Family Room - Bookcase 2",0571143040,5.47,0.00,0.00,3.99,,5.47,1.32,,0571143040,9780571143047,"Devices and Desires",https://www.amazon.com/dp/0571143040,,"Book of the Month Club","Book of the Month Club",1990,BMOC,433,5775192,,102,835,559,110,,,,,"Book of the Month Club",,0,53,2,0,11
"Library - Family Room - Bookcase 2",0195112083,4.99,0.00,0.00,3.99,,4.99,0.01,,0195112083,9780195112085,"A Passion for Wisdom: A Very Brief History of Philosophy",https://www.amazon.com/dp/0195112083,"Robert C Solomon Kathleen M Higgins","Oxford University Press","Oxford University Press",1997-05-01,1,160,1319844,$15.85,80,840,580,85,850,575,70,75,"Oxford University Press",$26.09,22,36,0,0,11
"Library - Family Room - Bookcase 2",1591840104,4.99,0.00,3.96,4.89,0.00,1.09,0.10,5.87,1591840104,9781591840107,"Why Smart Executives Fail: And What You Can Learn from Their Mistakes",https://www.amazon.com/dp/1591840104,,"Portfolio Hardcover","Portfolio Hardcover",2003-06-02,"First Edition",318,655760,$6.93,120,890,620,115,934,638,110,,"Portfolio Hardcover",$6.95,18,87,4,0,11
"Library - Family Room - Bookcase 2",0471086274,4.99,0.00,0.00,,3.99,5.99,,3.50,0471086274,9780471086277,"Valuation: Measuring and Managing the Value of Companies (Frontiers in Finance Series)",https://www.amazon.com/dp/0471086274,,Wiley,Wiley,1995-08-18,2,576,956888,$14.10,160,890,610,180,943,632,150,,Wiley,,6,37,1,0,11
"Library - Family Room - Bookcase 2",0884271153,4.92,0.00,0.00,3.96,,4.99,1.09,,0884271153,9780884271154,"It's Not Luck",https://www.amazon.com/dp/0884271153,"North River Pr","North River Pr","North River Pr",1994-10-01,1,283,137654,$6.90,70,890,600,95,900,600,75,106,"North River Pr",$12.20,47,183,3,0,11
"Library - Family Room - Bookcase 2",0671685260,4.92,0.00,0.00,0.00,3.99,4.99,5.42,2.95,0671685260,9780671685263,"The Body/Mind Purification Program",https://www.amazon.com/dp/0671685260,,Fireside,Fireside,1990,"First Edition. First Printing.",190,3900432,$3.85,70,920,650,10,920,60,650,,Fireside,$7.84,12,32,2,0,11
"Library - Family Room - Bookcase 2",0671528181,6.04,0.00,3.99,,0.00,2.07,,6.04,0671528181,9780671528188,"Dismantling the Universe: The Nature of Scientific Discovery",https://www.amazon.com/dp/0671528181,,"Holiday House","Holiday House",1984-11,,224,10611486,$5.95,70,840,530,55,,,,,"Holiday House",,4,14,1,0,11
"Library - Family Room - Bookcase 2",007065090X,4.92,0.00,0.00,,3.96,4.99,,1.99,007065090X,9780070650909,"The Articulate Executive: Learn to Look, Act, and Sound Like a Leader",https://www.amazon.com/dp/007065090X,,McGraw-Hill,McGraw-Hill,1995-09-01,,204,1375484,$9.99,90,840,620,100,900,600,75,1014,McGraw-Hill,,12,35,2,0,11
"Library - Family Room - Bookcase 2",0471144444,5.69,0.00,0.00,,3.99,5.00,,3.45,0471144444,9780471144441,"The Investor's Guide to the Net: Making Money Online",https://www.amazon.com/dp/0471144444,"Paul B Farrell",Wiley,Wiley,1996-02-07,1,416,7180931,$3.95,94,906,740,154,917,748,98,153,Wiley,$3.95,26,22,1,0,11
"Library - Family Room - Bookcase 2",0670843024,0.99,3.99,3.99,0.00,0.00,1.00,5.54,5.87,0670843024,9780670843022,"A History of Reading",https://www.amazon.com/dp/0670843024,"Brand: Penguin Books","Viking Adult","Viking Adult",1996-09-01,,384,3143554,$11.91,120,910,650,135,690,954,135,,"Viking Adult",$15.90,15,80,6,0,11
"Library - Family Room - Bookcase 2",0385483457,0.79,3.99,,,,,," ",0385483457,9780385483452,Genesis,https://www.amazon.com/dp/0385483457,Doubleday,Doubleday,Doubleday,1996-09-01,1,361,718683,$4.38,150,930,750,205,975,750,150,,Doubleday,$8.36,33,207,40,0,11
"Library - Family Room - Bookcase 2",0062508342,5.99,0.00,0.00,4.49,,3.75,1.49,,0062508342,9780062508348,"The Tibetan Book of Living and Dying: The Spiritual Classic & International Bestseller: 20th Anniversary Edition",https://www.amazon.com/dp/0062508342,"Rinpoche Sogyal",HarperSanFrancisco,HarperSanFrancisco,2012-06-26,1st,444,11519,$10.77,140,900,530,140,925,538,116,98,HarperSanFrancisco,$10.77,44,273,5,0,11
"Library - Family Room - Bookcase 2",0812974158,4.83,0.00,0.00,3.96,,4.99,0.94,,0812974158,9780812974157,"The 19th Wife: A Novel",https://www.amazon.com/dp/0812974158,"Random House Trade Paperbacks","Random House Trade Paperbacks","Random House Trade Paperbacks",2009-06-02,Reprint,514,71681,$2.96,130,790,520,65,800,523,111,94,"Random House Trade Paperbacks",$10.73,80,359,6,0,11
"Library - Family Room - Bookcase 2",0394742788,6.48,0.00,0.00,,3.99,6.48,,9.50,0394742788,9780394742786,"THE INVISIBLE UNIVERSE",https://www.amazon.com/dp/0394742788,,Vintage,Vintage,1987-03-12,"1st Vintage Books ed",195,15087545,$4.85,70,910,630,40,,,,,Vintage,$4.85,6,15,1,0,11
"Library - Family Room - Bookcase 2",0316309974,4.99,0.00,3.99,3.99,3.99,4.49,1.00,4.49,0316309974,9780316309974,"How to Buy Technology Stocks",https://www.amazon.com/dp/0316309974,,"Little, Brown","Little, Brown",1996-10-01,Subsequent,240,4396253,$3.32,87,906,598,101,925,613,63,,"Little, Brown",$3.32,8,21,1,0,11
"Library - Family Room - Bookcase 2",074322423X,3.99,0.00,0.00,,,4.99,,,074322423X,9780743224239,"Self Matters : Creating Your Life from the Inside Out",https://www.amazon.com/dp/074322423X,"Simon & Schuster","Simon & Schuster","Simon & Schuster",2001-11-13,1,318,221287,$1.01,110,930,600,125,975,650,100,300,"Simon & Schuster",$3.75,158,656,20,0,11
"Library - Family Room - Bookcase 2",0060194669,1.44,3.99,4.65,,3.99,0.72,,7.50,0060194669,9780060194666,"Chameleon: A Novel",https://www.amazon.com/dp/0060194669,,Harper,Harper,2002-03-26,1st,400,785096,$31.24,160,910,610,150,900,600,125,,Harper,,7,17,3,0,11
"Library - Family Room - Bookcase 2",0525935843,1.80,3.94,0.00,0.00,0.00,6.00,5.67,5.99,0525935843,9780525935841,"Reinventing Your Life: How to Break Free from Negative Life Patterns",https://www.amazon.com/dp/0525935843,"Brand: Dutton Adult","Dutton Adult","Dutton Adult",1993-05-01,,384,199460,$29.98,120,910,610,145,2000,2000,2000,,"Dutton Adult",,14,43,0,0,11
"Library - Family Room - Bookcase 2",051758512X,0.95,3.96,0.00,3.96,0.00,5.28,0.95,4.99,051758512X,9780517585122,"Self-Reliance: The Wisdom of Ralph Waldo Emerson as Inspiration for Daily Living",https://www.amazon.com/dp/051758512X,"Richard Whelan",Harmony,Harmony,1991-11-05,1st,208,858729,$4.25,60,820,550,85,830,550,60,53,Harmony,$10.14,48,96,3,0,11
"Library - Family Room - Bookcase 2",0671737902,5.99,0.00,0.00,4.27,3.99,6.49,1.99,0.01,0671737902,9780671737900,"The Power Within",https://www.amazon.com/dp/0671737902,,Fireside,Fireside,1991-08-01,Reprint,192,8071438,$2.69,60,820,550,55,840,70,560,,Fireside,$6.55,8,14,1,0,11
"Library - Family Room - Bookcase 2",0486277909,3.99,1.00,0.00,0.00,0.00,4.99,4.99,3.40,0486277909,9780486277905,"Self-Reliance and Other Essays (Dover Thrift Editions)",https://www.amazon.com/dp/0486277909,imusti,"Dover Publications","Dover Publications",1993-10-13,Unabridged,128,10645,$1.95,40,780,490,100,850,525,50,2,"Dover Publications",$3.50,90,241,2,0,11
"Library - Family Room - Bookcase 2",0874515726,7.45,0.00,4.99,3.99,,10.90,3.46,,0874515726,9780874515725,"Cargill: Trading the World’s Grain",https://www.amazon.com/dp/0874515726,,Dartmouth,Dartmouth,1992-02-15,1st,1027,1071353,$9.99,240,910,670,320,950,650,250,,Dartmouth,$41.86,11,46,3,0,11
"Library - Family Room - Bookcase 2",2737317711,1.99,3.99,3.99,,0.00,2.72,,6.00,2737317711,9782737317712,"Wonderful Perigord",https://www.amazon.com/dp/2737317711,,"Editions Ouest-France","Editions Ouest-France",1996,,128,14522163,,10,1010,750,135,47,1016,760,,"Editions Ouest-France",,0,10,0,0,11
"Library - Family Room - Bookcase 2",0712698078,45.20,3.99,,,3.99,,,19.00,0712698078,9780712698078,"The Civil War Volume II (Vol 2)",https://www.amazon.com/dp/0712698078,,Pimlico,Pimlico,1992-05-01,,1000,9936786,$39.95,220,906,622,273,917,618,209,,Pimlico,,1,2,1,0,11
"Library - Family Room - Bookcase 2",0712698124,,,3.99,0.00,3.99,3.50,7.48,26.00,0712698124,9780712698122,"The Civil War Volume III (v. 3)",https://www.amazon.com/dp/0712698124,,Pimlico,Pimlico,1992-05-01,,1120,8661615,$103.40,228,913,638,326,921,638,217,324,Pimlico,,2,4,0,0,11
"Library - Family Room - Bookcase 2",0735200009,4.99,0.00,0.00,0.00,0.00,4.99,4.99,4.99,0735200009,9780735200005,"Contrarian Investing",https://www.amazon.com/dp/0735200009,"Brand: Prentice Hall Pr","Prentice Hall Pr","Prentice Hall Pr",1998-01-01,,268,1072499,$7.25,120,900,630,145,925,650,100,110,"Prentice Hall Pr",,13,61,6,0,11
"Library - Family Room - Bookcase 2",0316882941,7.17,5.59,3.99,0.00,,8.78,12.76,,0316882941,9780316882941,"One Best Way Frederick Winslow Taylor",https://www.amazon.com/dp/0316882941,,"Little Brown Company","Little Brown Company",1997-12-04,,480,5003598,$161.15,180,940,640,243,630,953,161,229,"Little Brown Company",,2,10,0,0,11
"Library - Family Room - Bookcase 2",0029213711,5.48,0.00,0.00,0.00,,5.60,5.53,,0029213711,9780029213711,"Mintzberg on Management",https://www.amazon.com/dp/0029213711,,"Free Press","Free Press",1989-07-01,,418,1499203,$47.40,140,920,640,155,957,645,141,,"Free Press",,8,50,1,0,11
"Library - Family Room - Bookcase 2",1846142849,4.57,3.99,3.99,,9.00,4.56,,7.95,1846142849,9781846142840,"The Defence of the Realm: The Authorized History of MI5",https://www.amazon.com/dp/1846142849,,"Allen Lane","Allen Lane",2009,"Open Market Ed",,9561845,$182.10,230,920,600,350,921,602,228,0,"Allen Lane",,1,7,0,0,11
"Library - Family Room - Bookcase 2",0671687123,0.98,3.99,0.00,0.00,3.99,5.59,6.40,0.99,0671687123,9780671687120,"D.H. Lawrence: The Story of a Marriage",https://www.amazon.com/dp/0671687123,,"Simon & Schuster","Simon & Schuster",1994-11-01,1st,620,2799995,$8.87,180,940,660,215,975,650,225,,"Simon & Schuster",$9.95,14,124,15,0,11
"Library - Family Room - Bookcase 2",0316051896,1.00,3.99,3.99,,,0.99,," ",0316051896,9780316051897,"Dr. Bob Arnot's Guide to Turning Back the Clock",https://www.amazon.com/dp/0316051896,"Little, Brown and Company","Little, Brown and Company","Little, Brown and Company",1995-03-01,First,403,918191,$1.70,140,930,640,150,950,675,150,,"Little, Brown and Company",$5.69,46,169,17,0,11
"Library - Family Room - Bookcase 2",0060914068,0.01,3.99,0.00,0.00,0.00,4.23,4.22,4.23,0060914068,9780060914066,"Love, Medicine and Miracles",https://www.amazon.com/dp/0060914068,"Harper Collins Publishers","HarperCollins Publishers","HarperCollins Publishers",1988-05,,,570141,$5.80,70,790,520,55,811,611,111,,"HarperCollins Publishers",,16,360,8,0,11
"Library - Family Room - Bookcase 2",0385304250,0.94,3.96,0.00,0.00,,4.99,4.90," ",0385304250,9780385304252,"Managing From the Heart",https://www.amazon.com/dp/0385304250,,"Delacorte Press","Delacorte Press",1991-08-01,"First Printing",198,883566,$9.99,80,820,570,70,850,575,100,,"Delacorte Press",$13.98,9,54,1,0,11
"Library - Family Room - Bookcase 2",0936399961,8.18,5.02,3.99,,3.99,0.01,,3.99,0936399961,9780936399966,"Great Destinations: Napa & Sonoma Book : Complete Guide (4th Ed)",https://www.amazon.com/dp/0936399961,,"Berkshire House Publishers","Berkshire House Publishers",1998-06-25,4th,330,18390454,$3.00,90,890,590,105,900,600,100,,"Berkshire House Publishers",,2,7,1,0,11
"Library - Family Room - Bookcase 2",0712698027,15.95,3.99,3.99,,7.49,13.00,,18.00,0712698027,9780712698023,"The Civil War Volume I (v. 1)",https://www.amazon.com/dp/0712698027,,Pimlico,Pimlico,1992-05-01,"New Edition",856,5598671,,181,906,638,247,921,638,173,246,Pimlico,,0,5,1,0,11
"Library - Family Room - Bookcase 2",0452270715,5.99,0.00,0.00,3.99,3.99,5.99,8.00,9.00,0452270715,9780452270718,"A Bus of My Own: A Memoir (Plume)",https://www.amazon.com/dp/0452270715,,Plume,Plume,1993-08-01,,272,4491425,$19.98,90,890,600,75,500,700,100,,Plume,,6,15,4,0,11
"Library - Family Room - Bookcase 2",0801846323,18.91,3.99,3.99,3.99,3.99,22.00,20.48,21.99,0801846323,9780801846328,"Genealogies of Religion: Discipline and Reasons of Power in Christianity and Islam",https://www.amazon.com/dp/0801846323,"Brand: Johns Hopkins University Press","Johns Hopkins University Press","Johns Hopkins University Press",1993-08-01,1st,344,156199,$24.00,87,900,600,131,900,600,87,113,"Johns Hopkins University Press",$28.00,25,26,0,0,11
"Library - Family Room - Bookcase 2",0198631529,0.85,3.99,0.00,3.99,,4.99,1.59," ",0198631529,9780198631521,"The Oxford Dictionary of New Words",https://www.amazon.com/dp/0198631529,,"Oxford University Press","Oxford University Press",1997-11-13,"2nd Revised edition",368,4225572,$9.99,140,930,620,145,920,650,130,,"Oxford University Press",$11.00,8,30,0,0,11
"Library - Family Room - Bookcase 2",0898154081,4.99,0.00,0.00,4.89,3.99,4.99,0.25,1.03,0898154081,9780898154085,"Thinkertoys: A Handbook of Business Creativity",https://www.amazon.com/dp/0898154081,"Brand: Ten Speed Press","Ten Speed Press","Ten Speed Press",1991-11-04,"Paper edition",336,1605794,$4.99,110,900,730,145,925,750,125,,"Ten Speed Press",$4.99,10,98,1,0,11
"Library - Family Room - Bookcase 2",0684802716,5.31,0.00,0.00,0.00,,5.59,5.31," ",0684802716,9780684802718,"Coyote Medicine: Lessons from Native American Healing",https://www.amazon.com/dp/0684802716,"Brand: Scribner",Scribner,Scribner,1997-02-18,"First Edition",304,446121,$8.89,110,960,650,115,1000,650,125,,Scribner,,9,85,8,0,11
"Library - Family Room - Bookcase 2",0140249850,5.19,0.00,0.00,3.99,,5.99,1.01," ",0140249850,9780140249859,Stalingrad,https://www.amazon.com/dp/0140249850,,"Penguin USA (P)","Penguin USA (P)",2000-05,"New edition",512,2025994,$35.55,157,913,614,146,921,606,154,0,"Penguin USA (P)",,4,96,3,0,11
"Library - Family Room - Bookcase 2",0283998288,2.96,3.99,3.99,,,2.97,," ",0283998288,9780283998287,"Forces of Change: Why We are the Way We are Now",https://www.amazon.com/dp/0283998288,,"Sidgwick & Jackson Ltd","Sidgwick & Jackson Ltd",1989-04-13,1st,288,7355717,$48.75,142,913,606,146,949,630,130,,"Sidgwick & Jackson Ltd",,5,12,0,0,11
"Library - Family Room - Bookcase 2",0765197111,5.27,0.00,0.00,0.00,,5.59,5.99,,0765197111,9780765197115,"The New Robert's Rules of Order",https://www.amazon.com/dp/0765197111,,"Smithmark Pub","Smithmark Pub",1996-06-01,,313,3294028,$12.24,130,820,590,120,875,600,100,,"Smithmark Pub",,6,33,1,0,11
"Library - Family Room - Bookcase 2",0873373960,10.74,0.00,,,,,,,0873373960,9780873373968,"Trademark: Legal Care for your Business and Product Names",https://www.amazon.com/dp/0873373960,"Brand: Nolo",Nolo,Nolo,1997-12-01,3,352,9193728,$9.14,90,1070,820,185,1100,850,75,,Nolo,,6,5,0,0,11
"Library - Family Room - Bookcase 2",0631205888,2.14,3.99,,3.96,3.99,,2.02,17.99,0631205888,9780631205883,"Metaphysics: The Big Questions (Philosophy: The Big Questions)",https://www.amazon.com/dp/0631205888,"Brand: Wiley-Blackwell",Wiley-Blackwell,Wiley-Blackwell,1998-11-17,,512,1305586,$75.28,150,962,676,195,960,680,140,,Wiley-Blackwell,,5,26,0,0,11
