status1,ean,asin,brand,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,Item_Weight,Dimensions,shipping_weight,ProductDimensions
56,product_barcode,sd,,https://www.amazon.co.uk/dp/sd,,,,,,,,,,NA,,NA
56,0094376949834,B0049V2YU0,"Winsor & Newton",https://www.amazon.co.uk/dp/B0049V2YU0,"Artisan Water Mixable Oil Colour is a genuine oil colour made from modified linseed oil and modified sunflower oil. It has been specifically developed to appear and work just like conventional oil colour.</P><P></P><P> The depth of colour, buttery consistency, lightfastness, opacity/transparency, performance and drying times of Artisan allow artists to use this range for all oil colour techniques.</P><P></P><P>The key difference between Artisan Water Mixable Oil Colour and conventional oils is their additional ability to mix with water. After painting, brushes can be cleaned using only soap and water.</P><P></P><P>Artisan is popular with oil painters who do not like the smell of turpentine or wish to cut down or eliminate the use of traditional solvents. As a result of avoiding such solvents, painting with Artisan is less hazardous, which can be particularly useful in art schools or enclosed spaces.</P><P></P><P>A range of unique Artisan Water Mixable Mediums has also been developed to allow the full range of traditional oil colour techniques and styles to be achieved.",https://images-eu.ssl-images-amazon.com/images/I/41LqMvJ8tCL.jpg,1537644,173122,"Specifically developed to appear and work just like conventional oil colour,Can be thinned and cleaned up with water,Hazardous solvents are not necessary for Artisan Oil",14.71,Paints,Painting,"358 g","4.9 x 4.9 x 21.8 cm","880 g",
56,0094376968729,B0060KOE0G,"Winsor & Newton",https://www.amazon.co.uk/dp/B0060KOE0G,"A unique removable gloss varnish for the protection of finished artwork. This product can also be mixed with Galeria Matt Varnish to vary the final finish. Bottle: 75ml",https://images-eu.ssl-images-amazon.com/images/I/51JXUxna20L.jpg,,,,5.00,"Paint Reducers",Painting,,NA,,NA
56,0094376916959,B000KNJ5SK,"Winsor & Newton",https://www.amazon.co.uk/dp/B000KNJ5SK,"Winsor & Newton have developed the Griffin Alkyd Fast Drying Oil Colour range offering unique features not found in traditional oils or acrylics.</P><P></P><P> This unique formulation allows Griffin Alkyd Oils to dry quicker than most oil colours but slower than acrylics, meaning that artists can now enjoy all the benefits of using a conventional oil colour with the convenience of completing a painting which is touch dry in a day.",https://images-eu.ssl-images-amazon.com/images/I/41FM48-IPIL.jpg,1914415,117247,"A fast-drying oil colour for quick sessions which is touch dry in 24 hours.,Series: 1 / Colour Code: 415 / Colour Index: PW6,Permanence: AA / Opacity: Opaque,Includes a 1.25oz / 37ml tube of Winsor & Newton Griffin Alkyd Fast Drying Oil Colour,Conforms to ASTM D4263",4.52,Paints,"Home & Garden","45.4 g","2.5 x 3.9 x 10.6 cm",,NA
56,5900422002864,B000NJZXHS,DisplayMount,https://www.amazon.co.uk/dp/B000NJZXHS,,https://images-eu.ssl-images-amazon.com/images/I/41lrldXuD9L.jpg,GS200034899,14701,"The ultimate strength spray adhesive,Holds instantly and sets quickly to form a secure, ideal bond,Use for mounting or bonding of heavyweight materials,Ideal for exhibitions, point of sale, studio and theatre sets,Clear and non-staining",12.50,"Adhesive Sprays",Adhesives,"399 g","6 x 6 x 20 cm",,NA
56,3148950064608,B008VT2JAQ,Canson,https://www.amazon.co.uk/dp/B008VT2JAQ,"canson cuaderno cosido 14x21,6cm 80 hojas 96g. apertura horizontal con cierre magnético 200006460",https://images-eu.ssl-images-amazon.com/images/I/519TNy%2BJ9dL.jpg,200006460,347950,"ArtBook 180°  is a sketchbook by Canson. It is 14x21.6cm and includes 80 sheets of 96gsm drawing paper.,This sketchbook features round corners hard black cover with secure magnetic closure. It lays completely flat making it so practical to use.,It includes top-quality natural white and acid-free drawing paper Crob'Art by Canson. This paper withstands repeated erasing with no damage occuring to the paper surface .,ArtBook 180° is perfect to use with pencil, charcoal, pastel or felt pen as well as for taking notes.,Easy to carry around with you to draw everywhere you want.",10.20,"Roll Paper",Paper,"299 g","21.6 x 14 x 1.8 cm",,NA
56,3148950064592,B008VT2J38,Canson,https://www.amazon.co.uk/dp/B008VT2J38,"canson cuaderno cosido 8,9x14cm. 80 hojas 96g. apertura horizontal con cierre magnético 200006459",https://images-eu.ssl-images-amazon.com/images/I/51%2BO6l2mdkL.jpg,200006459,1260161,"ArtBook 180°  is a sketchbook by Canson. It is 8.9x14cm and includes 80 sheets of 96gsm drawing paper.,This sketchbook features round corners hard black cover with secure magnetic closure. It lays completely flat making it so practical to use.,It includes top-quality natural white and acid-free drawing paper Crob'Art by Canson. This paper withstands repeated erasing with no damage occuring to the paper surface .,ArtBook 180° is perfect to use with pencil, charcoal, pastel or felt pen as well as for taking notes.,Easy to carry around with you to draw everywhere you want.",5.16,"Roll Paper",Paper,"141 g","14 x 8.9 x 1.8 cm",,NA
56,3148950064615,B008VT2JFG,Canson,https://www.amazon.co.uk/dp/B008VT2JFG,"canson cuaderno cosido 21x29,7cm. 80 hojas 96g. apertura horizontal con cierre magnético 200006461",https://images-eu.ssl-images-amazon.com/images/I/51ZZYpl7ldL.jpg,200006461,209183,"ArtBook 180°  is a sketchbook by Canson. It is A4 (21x29.7cm) and includes 80 sheets of 96gsm drawing paper.,This sketchbook features round corners hard black cover with secure magnetic closure. It lays completely flat making it so practical to use.,It includes top-quality natural white and acid-free drawing paper Crob'Art by Canson. This paper withstands repeated erasing with no damage occuring to the paper surface .,ArtBook 180° is perfect to use with pencil, charcoal, pastel or felt pen as well as for taking notes.,Easy to carry around with you to draw everywhere you want.",10.06,"Roll Paper",Paper,"699 g","29.7 x 21 x 1.8 cm",,NA
56,3148950060082,B06VY2ZTXJ,Canson,https://www.amazon.co.uk/dp/B06VY2ZTXJ,"Noteworthy for the grain ""The Machine, which is kept in its natural state, which gives it a unique touch. Its texture, its absorption capacity and its high basis weight make Imagine a versatile medium both suitable for dry and gouache or watercolor painting.",https://images-eu.ssl-images-amazon.com/images/I/31JQR4qhI-L.jpg,,,,,"Drawing Pads & Books",Paper,,"30 x 22 x 1 cm",,NA
56,3013645000172,B000OSH8SK,Conte,https://www.amazon.co.uk/dp/B000OSH8SK,"<p>The exceptional diameter of the Conté à Paris pastel pencil (5 mm) lead gives genuine freedom of creation and has an unrivalled feel. The pastel is a perfect pencil companion to soft pastel because it's lead is slightly harder with less pigment. It is preferable to Conté soft pastels and crayons when detail is required for small and medium sized formats. In contrast with soft pastel, pastel pencil should not be added in successive layers of colours, but used as pure colours laid out in patchwork fashion side by side (so as not to dull the shades).</p>",https://images-eu.ssl-images-amazon.com/images/I/51a4SldUmqL.jpg,2184,61754,"Contains 48 pastel pencils,Recommended for detailed and accurate work,Suitable for artists at all levels,Diameter of the pencil is 8.5mm, lead 5mm",32.48,"Pens, Pencils & Writing Supplies","Drawing Media","522 g","36.5 x 27.5 x 1.3 cm",,NA
56,5028252301190,B005Z3RXOI,Derwent,https://www.amazon.co.uk/dp/B005Z3RXOI,"Discover a world of vibrant, intense colour with these innovative Inktense Blocks!</P><P></P><P>A stunning range of 72 beautiful colours, these blocks are ideal for a range of different artists and styles.</P><P></P><P>They can be used on their side to cover large areas, or with the corners for more detailed work. They can also be used like pans with a paintbrush. Dissolving them in water will create ink-like pigments and open the door to even more possibilities!",https://images-eu.ssl-images-amazon.com/images/I/01MMyn830zL.jpg,2300418,495737,"Watersoluble,Versatile,Perfect for covering large areas,Translucent ink-like effect,Vivid colour",2.06,"Technical Drawing Supplies","Pens, Pencils & Writing Supplies","9.07 g","16 x 4 x 4 cm",,NA
56,5028252186780,B000UHJO9Q,Derwent,https://www.amazon.co.uk/dp/B000UHJO9Q,,https://images-eu.ssl-images-amazon.com/images/I/31AFV48QrFL.jpg,0700903,287441,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.49,"Coloured Pencils",Pencils,"9.07 g","21.1 x 5.1 x 1.8 cm",,NA
56,636638006857,B000QE1G9E,Derwent,https://www.amazon.co.uk/dp/B000QE1G9E,"Derwent Graphitint combines the drama and creativity of a graphite pencil with a hint of soft, subtle colour. Used dry, Graphitint offers the merest suggestion of colour; add water and the colour becomes more vibrant.</P><P></P><P> Colour tints range from soft greys, blues and greens to glowing russets, plums and browns. The creative possibilities are infinite.",https://images-eu.ssl-images-amazon.com/images/I/31CsE6W74dL.jpg,0700778,136919,"Watersoluble graphite,Juniper,Colour coded end dip",1.66,"Coloured Pencils",Pencils,"9.07 g","12.6 x 9.4 x 0.6 cm",,NA
56,636638002064,B0027J4O40,Derwent,https://www.amazon.co.uk/dp/B0027J4O40,,https://images-eu.ssl-images-amazon.com/images/I/213polHLzkL.jpg,32802,394857,"Can be used wet or dry allowing you to draw and paint with complete control.,Combine the control of a pencil with the subtle beauty of the watercolour medium.,Ideal for mixed media work.,Full range of 72 colours is available.",1.25,"Coloured Pencils",Pencils,,"16.5 x 0.8 x 0.5 cm",,NA
56,5028252186797,B000UHNDJ8,Derwent,https://www.amazon.co.uk/dp/B000UHNDJ8,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/01opjV20fVL.jpg,0700904,254025,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.72,"Coloured Pencils",Pencils,"9.07 g","21.3 x 3.3 x 0.3 cm",,NA
56,5028252260855,B002YH07ZU,Derwent,https://www.amazon.co.uk/dp/B002YH07ZU,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/01HX-0thzcL.jpg,2301853,177481,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.72,"Coloured Pencils",Pencils,"9.07 g","21.3 x 3.3 x 0.5 cm",,NA
56,5028252260862,B0027J49OU,Derwent,https://www.amazon.co.uk/dp/B0027J49OU,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/219Ge8Xb6TL.jpg,2301854,172712,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.73,"Coloured Pencils",Pencils,"9.07 g","18.5 x 0.6 x 0.4 cm",,NA
56,5028252260879,B002YH91T8,Derwent,https://www.amazon.co.uk/dp/B002YH91T8,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/01KiaD9ERfL.jpg,2301855,203732,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.70,"Coloured Pencils",Pencils,"9.07 g","18 x 0.1 x 0.1 cm",,NA
56,5028252260886,B002YH1XZI,Derwent,https://www.amazon.co.uk/dp/B002YH1XZI,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/31CbUpXH3yL.jpg,2301856,236004,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.49,"Coloured Pencils",Pencils,"9.07 g","21.4 x 3.2 x 0.4 cm",,NA
56,5028252260848,B002YH5Q24,Derwent,https://www.amazon.co.uk/dp/B002YH5Q24,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/21ZNMY%2B5HXL.jpg,2301852,161697,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.73,"Coloured Pencils",Pencils,,"21.4 x 3.2 x 0.2 cm",,NA
56,5028252260947,B002YH1XZS,Derwent,https://www.amazon.co.uk/dp/B002YH1XZS,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/41JAgoKb-3L.jpg,2301857,177367,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.49,"Coloured Pencils",Pencils,"9.07 g","16.4 x 0.8 x 0.4 cm",,NA
56,636638002071,B0027J4MLA,Derwent,https://www.amazon.co.uk/dp/B0027J4MLA,"These artist quality water-soluble pencils can be used dry or together with water to create stunning watercolour effects.</P><P></P><P>The new softer texture allows the pigment to transfer to the paper quickly, so you can create a variety of effects from bold, vibrant images to delicate watercolour washes.</P><P></P><P>The pencil glides across the surface of the paper better and more colour can be laid down with less effort. The washes are stronger, more soluble and will go further. This means you can achieve a variety of effects from bold vibrant images to delicate watercolour washes. They will also still hold their point which means you can enjoy the best of both worlds, the beauty of watercolour, the precision of pencil.",https://images-eu.ssl-images-amazon.com/images/I/21zXs8pWRUL.jpg,32803,340443,"Can be used wet or dry allowing you to draw and paint with complete control.,Combine the control of a pencil with the subtle beauty of the watercolour medium.,Ideal for mixed media work.,Full range of 72 colours is available.",1.25,"Coloured Pencils",Pencils,,"16.5 x 0.8 x 0.5 cm",,NA
56,5028252301312,B0052SSZ7A,Derwent,https://www.amazon.co.uk/dp/B0052SSZ7A,,https://images-eu.ssl-images-amazon.com/images/I/01VSuMY4g1L.jpg,2300420,452417,"Watersoluble,Versatile,Perfect for covering large areas,Translucent ink-like effect,Vivid colour",2.06,"Technical Drawing Supplies","Pens, Pencils & Writing Supplies","9.07 g","6.4 x 5.6 x 2.4 cm",,NA
56,5028252186803,B000UHI22G,Derwent,https://www.amazon.co.uk/dp/B000UHI22G,,https://images-eu.ssl-images-amazon.com/images/I/01FuVWZfcZL.jpg,0700905,304962,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.72,"Coloured Pencils",Pencils,"9.07 g","16.4 x 0.8 x 0.4 cm",,NA
56,5028252260954,B002YH1YE8,Derwent,https://www.amazon.co.uk/dp/B002YH1YE8,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/41pLjIpBFaL.jpg,2301858,242479,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.49,"Coloured Pencils",Pencils,"9.07 g","21.4 x 3.2 x 0.4 cm",,NA
56,5028252260961,B002YH91WK,Derwent,https://www.amazon.co.uk/dp/B002YH91WK,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/31p81O9nujL.jpg,2301859,166878,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.70,"Coloured Pencils",Pencils,"9.07 g","16.5 x 0.5 x 0.5 cm",,NA
56,636638006871,B000QDYC9Q,Derwent,https://www.amazon.co.uk/dp/B000QDYC9Q,"Derwent Graphitint combines the drama and creativity of a graphite pencil with a hint of soft, subtle colour. Used dry, Graphitint offers the merest suggestion of colour; add water and the colour becomes more vibrant.</P><P></P><P> Colour tints range from soft greys, blues and greens to glowing russets, plums and browns. The creative possibilities are infinite.",https://images-eu.ssl-images-amazon.com/images/I/31DlZiZjC5L.jpg,0700780,346196,"Watersoluble graphite,Dark Indigo,Colour coded end dip",1.00,"Coloured Pencils",Pencils,"9.07 g","17.8 x 0.8 x 0.8 cm",,NA
56,636638002088,B005WJZV0I,Derwent,https://www.amazon.co.uk/dp/B005WJZV0I,"These artist quality water-soluble pencils can be used dry or together with water to create stunning watercolour effects.</P><P></P><P>The new softer texture allows the pigment to transfer to the paper quickly, so you can create a variety of effects from bold, vibrant images to delicate watercolour washes.</P><P></P><P>The pencil glides across the surface of the paper better and more colour can be laid down with less effort. The washes are stronger, more soluble and will go further. This means you can achieve a variety of effects from bold vibrant images to delicate watercolour washes. They will also still hold their point which means you can enjoy the best of both worlds, the beauty of watercolour, the precision of pencil.",https://images-eu.ssl-images-amazon.com/images/I/21hqn9WS4mL.jpg,32804,381325,"Can be used wet or dry allowing you to draw and paint with complete control.,Combine the control of a pencil with the subtle beauty of the watercolour medium.,Ideal for mixed media work.,Full range of 72 colours is available.",1.25,"Coloured Pencils",Pencils,,"16.4 x 0.6 x 0.4 cm",,NA
56,5028252301343,B0052SSZEI,Derwent,https://www.amazon.co.uk/dp/B0052SSZEI,"Discover a world of vibrant, intense colour with these innovative Inktense Blocks!</P><P></P><P>A stunning range of 72 beautiful colours, these blocks are ideal for a range of different artists and styles.</P><P></P><P>They can be used on their side to cover large areas, or with the corners for more detailed work. They can also be used like pans with a paintbrush. Dissolving them in water will create ink-like pigments and open the door to even more possibilities!",https://images-eu.ssl-images-amazon.com/images/I/01K9RXDj5cL.jpg,2300421,323719,"Watersoluble,Versatile,Perfect for covering large areas,Translucent ink-like effect,Vivid colour",2.06,"Wooden Lead Pencils",Pencils,"9.07 g","12 x 3 x 3 cm",,NA
56,5028252260978,B002YH1YFW,Derwent,https://www.amazon.co.uk/dp/B002YH1YFW,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/31OSS7oIwOL.jpg,2301860,168731,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.49,"Coloured Pencils",Pencils,"9.07 g","21.4 x 3.2 x 0.4 cm",,
56,636638006888,B000QE07DK,Derwent,https://www.amazon.co.uk/dp/B000QE07DK,"Derwent Graphitint combines the drama and creativity of a graphite pencil with a hint of soft, subtle colour. Used dry, Graphitint offers the merest suggestion of colour; add water and the colour becomes more vibrant.</P><P></P><P> Colour tints range from soft greys, blues and greens to glowing russets, plums and browns. The creative possibilities are infinite.",https://images-eu.ssl-images-amazon.com/images/I/51sBYygtOLL.jpg,0700781,358922,"Watersoluble graphite,Shadow,Colour coded end dip",1.66,"Coloured Pencils",Pencils,"9.07 g","17.8 x 0.8 x 0.8 cm",,
56,636638002095,B0027IYURC,Derwent,https://www.amazon.co.uk/dp/B0027IYURC,"These artist quality water-soluble pencils can be used dry or together with water to create stunning watercolour effects.</P><P></P><P>The new softer texture allows the pigment to transfer to the paper quickly, so you can create a variety of effects from bold, vibrant images to delicate watercolour washes.</P><P></P><P>The pencil glides across the surface of the paper better and more colour can be laid down with less effort. The washes are stronger, more soluble and will go further. This means you can achieve a variety of effects from bold vibrant images to delicate watercolour washes. They will also still hold their point which means you can enjoy the best of both worlds, the beauty of watercolour, the precision of pencil.",https://images-eu.ssl-images-amazon.com/images/I/21ebkPKvBKL.jpg,32805,292127,"Can be used wet or dry allowing you to draw and paint with complete control.,Combine the control of a pencil with the subtle beauty of the watercolour medium.,Ideal for mixed media work.,Full range of 72 colours is available.",1.25,"Coloured Pencils",Pencils,"9.07 g","21.4 x 3.2 x 0.2 cm",,
56,5028252301374,B0052SSZK2,Derwent,https://www.amazon.co.uk/dp/B0052SSZK2,,https://images-eu.ssl-images-amazon.com/images/I/01F-7tSYfOL.jpg,2300422,559080,"Watersoluble,Versatile,Perfect for covering large areas,Translucent ink-like effect,Vivid colour",2.06,"Technical Drawing Supplies","Pens, Pencils & Writing Supplies","9.07 g","23.6 x 18.2 x 1.4 cm",,
56,5028252186827,B000UHLM64,Derwent,https://www.amazon.co.uk/dp/B000UHLM64,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/41HlgEuOcDL.jpg,0700907,259208,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen",1.49,"Coloured Pencils",Pencils,"9.07 g","18 x 4.8 x 0.4 cm",,
56,5028252260985,B002YH5Q6A,Derwent,https://www.amazon.co.uk/dp/B002YH5Q6A,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/01Smx4SfcuL.jpg,2301861,271828,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.72,"Coloured Pencils",Pencils,"9.07 g","18 x 5 x 0.4 cm",,
56,5028252260992,B002YH79RE,Derwent,https://www.amazon.co.uk/dp/B002YH79RE,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/418vGrTOIiL.jpg,2301862,134744,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.",1.73,"Coloured Pencils",Pencils,"9.07 g","18 x 4.8 x 0.4 cm",,
56,5028252261005,B002YH91I4,Derwent,https://www.amazon.co.uk/dp/B002YH91I4,"These pure, vibrant colour pencils combine the intensity of pen and ink with the versatility of line and wash. Use dry to create strong, vivid tones then apply a light water wash to achieve a translucent, ink-like effect. Once dry, the colour will not wash out and can be worked over again with both soluble and non-soluble media. The possibilities are endless, the results stunning.",https://images-eu.ssl-images-amazon.com/images/I/01IN8RL%2BqpL.jpg,2301863,224225,"Round stained ink blue barrel with colour dip end and metallic blue trim.,Smooth dry colour is easy to apply and produces a vibrant finish.,Large colour strip for expressive gestures, bright intense colour and easy colour wash to create ink like effect.,Firm laydown - more like a pen.,Inktense is a NEW range of 72 vibrant colours that expands upon the traditional Derwent palette and offers new and exciting opportunities. Bright, intense water-soluble colour ideal for fashion designers, illustrators and flower artists",1.73,"Coloured Pencils",Pencils,"9.07 g","16.5 x 0.5 x 0.5 cm",,
56,636638006895,B000QE1GBW,Derwent,https://www.amazon.co.uk/dp/B000QE1GBW,"Derwent Graphitint combines the drama and creativity of a graphite pencil with a hint of soft, subtle colour. Used dry, Graphitint offers the merest suggestion of colour; add water and the colour becomes more vibrant.</P><P></P><P> Colour tints range from soft greys, blues and greens to glowing russets, plums and browns. The creative possibilities are infinite.",https://images-eu.ssl-images-amazon.com/images/I/313ocH032OL.jpg,0700782,311646,"Watersoluble graphite,Steel Blue,Colour coded end dip",1.66,"Coloured Pencils",Pencils,"9.07 g","17.8 x 0.8 x 0.8 cm",,
56,636638002101,B0027J7IU2,Derwent,https://www.amazon.co.uk/dp/B0027J7IU2,"These artist quality water-soluble pencils can be used dry or together with water to create stunning watercolour effects.</P><P></P><P>The new softer texture allows the pigment to transfer to the paper quickly, so you can create a variety of effects from bold, vibrant images to delicate watercolour washes.</P><P></P><P>The pencil glides across the surface of the paper better and more colour can be laid down with less effort. The washes are stronger, more soluble and will go further. This means you can achieve a variety of effects from bold vibrant images to delicate watercolour washes. They will also still hold their point which means you can enjoy the best of both worlds, the beauty of watercolour, the precision of pencil.",https://images-eu.ssl-images-amazon.com/images/I/21%2BnRskAh3L.jpg,32806,362983,"Can be used wet or dry allowing you to draw and paint with complete control.,Combine the control of a pencil with the subtle beauty of the watercolour medium.,Ideal for mixed media work.,Full range of 72 colours is available.",1.25,"Coloured Pencils",Pencils,,"16.5 x 0.8 x 0.5 cm",,
56,5028252301404,B0052SSZO8,Derwent,https://www.amazon.co.uk/dp/B0052SSZO8,"Discover a world of vibrant, intense colour with these innovative Inktense Blocks!</P><P></P><P>A stunning range of 72 beautiful colours, these blocks are ideal for a range of different artists and styles.</P><P></P><P>They can be used on their side to cover large areas, or with the corners for more detailed work. They can also be used like pans with a paintbrush. Dissolving them in water will create ink-like pigments and open the door to even more possibilities!",https://images-eu.ssl-images-amazon.com/images/I/01eg0CJZgoL.jpg,2300423,722883,"Watersoluble,Versatile,Perfect for covering large areas,Translucent ink-like effect,Vivid colour",2.06,"Technical Drawing Supplies","Pens, Pencils & Writing Supplies","9.07 g","7.4 x 0.8 x 0.7 cm",,
