status1,ean,asin,brand,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,Item_Weight,Dimensions,shipping_weight,ProductDimensions
56,6950941458061,B06XN5QL71,X-Doria,https://www.amazon.co.uk/dp/B06XN5QL71,"X-Doria Engage Folio is a faux leather Samsung Galaxy S8 Plus Wallet Case with a magnetic latch. Engage Folio is a lightweight and slim case designed for the Galaxy S8 Plus. These stylish cases are designed with a beautiful faux leather cover, which folds over the screen to protect the large screen from scratches. In the interior of the flap, we've placed two slots to store your credit card and ID. This sleek Samsung S8 Plus case has a clear, hard polycarbonate back to provide further protection for your Galaxy while keeping all the buttons, ports and speakers fully exposed, for easy accessibility. In addition, Engage Folio has an anti-scratch coating to protect the clear hard cover from scratches. Engage Folio also has an integrated magnetic latch which holds the folio cover in place, open or closed.",https://images-eu.ssl-images-amazon.com/images/I/418tK8tHWoL.jpg,458061,,"Compatible with Galaxy S8 Plus (6.2"" sized screen) only,Clear polycarbonate back to show off your true Smasung Galaxy S8 Plus,The Engage Folio includes two interior wallet Folio credit card/license slot,All around protection against scratches on the front, back and sides,Slim and Protective iPhone Case: Perfectly fits your Samsung Galaxy S8 Plus for long lasting anti-scratch and drop protection",9.95,"Cases & Covers",Accessories,,NA1,"118 g","18 x 5 x 10 cm ; 49.9 g "
56,4894332006948,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,4894332006955,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,4894332006962,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,4894332006979,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,4894332006993,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,4894332007006,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,5391508978621,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,4894332007037,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,4897016415623,B01M24W77N,MINIX,https://www.amazon.co.uk/dp/B01M24W77N,"NEO Z83-4 Fanless Mini PC re-imagines the desktop PC, delivering an unrivalled combination of ultra-compact design and premium performance that is ideal for work, play and entertainment. Equipped with Intel's Cherry Trail Quad-Core processor, NEO Z83-4 fits the power of computing into the palm of your hand. The innovative passive cooling design of NEO Z83-4 realizes the perfect balance of speed, temperature, performance and absolute silence. Containing no moving parts, it seamlessly operates without even a whisper of noise, while simultaneously maintaining an incredibly low operation temperature even when accomplishing the most strenuous tasks. Plus, NEO Z83-4 is unbelievably energy-efficient requiring 80% less energy than traditional desktop PCs. Thanks to its 32GB of Samsung eMMC (MLC) NEO Z83-4 effortless achieves a lightning-fast and highly responsive user experience, delivering the high-end performance that users have come to expect from MINIX. NEO Z83-4 also comes packed with 802.11ac Dual-Band Wi-Fi and Gigabit Ethernet, providing substantially improved connectivity capabilities compared to its predecessor, NEO Z64-W. NEO Z83-4 truly excels as Thin Client Solution, being equipped with dual output display ports (Mini DP and HDMI) and combining awesomely fast start-up, seamless web browsing, multi-tasking and compatibility with a vast array of office productivity software. While also being the perfect Home Theater PC, designed to create a stunning cinematic visual experience in your living room (support up to 4K @ 30fps). An included 32GB of eMMC (5.0) built-in storage, 4GB of DDR3L memory and pre-installed with Windows 10 (64-bit) ensures NEO Z83-4 is ready to run out of the box.",https://images-eu.ssl-images-amazon.com/images/I/31mYLUbcwcL.jpg,"MINIX NEO Z83-4",11951,"Palm-Sized Computing - Ultra-compact design combined with premium performance. Equipped with Intel's Cherry Trail Quad-Core processor.,Excellent Thermal Design - Perfect balance of speed, temperature, performance and absolute silence. Low operating temperature and incredibly energy-efficient.,Desktop Performance - Lightning-fast and highly responsive user experience. Exceptional connectivity capabilities, packed with 802.11ac Dual-Band Wi-Fi and Gigabit Ethernet.,Multi-Purpose PC - Excellent Thin Client Solution or Home Theater PC. Equipped with Dual Output display ports (Mini DP and HDMI) and supports up to 4K @ 30fps.,Ready To Run Out Of The Box - 32GB of Samsung eMMC (MLC), 4GB of DDR3L memory and pre-installed with Windows 10 (64-bit).",159.90,Desktops,Products,"649 g","12.2 x 12.2 x 3.1 cm","975 g",
56,5055195891013,B014FJD36O,Akai,https://www.amazon.co.uk/dp/B014FJD36O,"High performance double- coil speaker for stereo surround sound Wireless device with rechargeable battery. Bluetooth connectivity for use with any Bluetooth-enabled device. Built-in audio and visual experience. LED Lights vibe to your music. Built-in microphone supports hands free calls/AUX-In/. Micro SD Card Slot/ USB Flashdrive/Bass boost function. 10m range/Includes USB cable and 3.5mm AUX jack.",https://images-eu.ssl-images-amazon.com/images/I/51%2BPOkoTSDL.jpg,A58036,,"High performance double-coil speaker for stereo surround sound,Wireless Bluetooth connectivity for use with any Bluetooth-enabled device within a 10 m range,Built-in audio and visual experience with LED lights that vibe to your music,Rechargeable battery and built-in microphone for hands free calling. Also includes micro SD card slot, USB flash drive and 3.5 mm USB and AUX-in cable and bass booster,3 years guarantee",21.50,"Portable Speakers","MP3 Player Accessories",,NA,"581 g",NA
56,505032902817,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,506032902831,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,5056032910010,B01MTKTTL3,Akai,https://www.amazon.co.uk/dp/B01MTKTTL3,,https://images-eu.ssl-images-amazon.com/images/I/41b83aAjG6L.jpg,A61017,125031,"20 preset stations allow you to easily switch between your favourite stations,Built-in alarm clock settings with sleep timer function,Auto scan tune functions easily find all stations with just the press of a button,Digital LCD screen and sturdy aluminium handle for easy portability,Crystal clear 4 W PMPO speaker provides high quality audio",39.99,"Novelty Radios","Radios & DAB",,NA1,"880 g","8.3 x 21.2 x 16 cm ; 699 g "
56,5056032910034,B01MSJCYGS,Akai,https://www.amazon.co.uk/dp/B01MSJCYGS,"Listen to your favourite songs with this Akai Wood DAB radio with LCD screen. Featuring 20 preset stations, it lets you store your favourite stations or you can scan with its auto-scan tuning function. With 4W PMPO speakers that offer high-quality sound and built-in alarm clock while the sleep timer function shuts off the power after a preset amount of time. You can choose power via mains or use battery operation with 4 x C batteries which are not included.",https://images-eu.ssl-images-amazon.com/images/I/51VGAOi9DlL.jpg,A61018,32691,"20 preset stations allow you to easily switch between your favourite stations,Built-in alarm clock settings with sleep timer function,Auto scan tune functions easily find all stations with just the press of a button,Digital LCD screen and sturdy aluminium handle for easy portability,Crystal clear 4 W PMPO speaker provides high quality audio,Mains or battery operated for flexible placement",39.99,"Novelty Radios","Radios & DAB",,NA1,"1.4 Kg","9.5 x 26 x 15.5 cm ; 998 g "
56,848891015693,B00KXJY0UE,Trident,https://www.amazon.co.uk/dp/B00KXJY0UE,"Aegis Case for Apple iPhone 6, Red SLEEK ARMORDesigned with a modern protective exterior, the Aegis case is a perfect blend of style and durability for everyday use.- Aegis cases are slim and light-weight, but packed with protection.- Aegis cases feature an inner-layer of shock-absorbing Thermoplastic Elastomer (TPE) with an outer-layer of hardened polycarbonate, providing two layers of protection.- The hardened polycarbonate exterior allows it to slide in and out of pockets with ease.- This case Series protects device power-ports and audio-jacks with TPE plugs to keep out dirt and debris.- These cases also include dust filters to protect speaker bays, and a self-applicable screen protector for reliable screen protection.- The included lanyard loop allows you to accessorize your phone with key chains, charms or other accessories.- Aegis cases feature hardened bio-enhanced plastic that is recyclable, degradable and compostable, making it truly eco-friendly.- Aegis cases meet Military Standard MIL-STD-810F for Vibration and Drop (Independently Tested):- Vibration (Mil-STD-810F, Method 514.5) from 20-2000Hz across 3 different axes for a total of 18 hours.- Drop (Mil-STD-810F, Method 516.5) - 26 drops onto concrete from 4ft.<br/>",https://images-eu.ssl-images-amazon.com/images/I/41vCA7W4DIL.jpg,AG-API647-RD000,,"Impact-resistant TPE - The double thick Thermo Plastic Elastomer (TPE) corners, along with anti-skid pads, protect the device from accidents. TPE plugs cover power ports and uaudio jacks, protecting the device from dirt and debris.,Bio-enhanced Hardened Polycarbonate - The sleek outer-framework encases the device, providing excellent protection. Includes a dual textured polycarbonate featuring a high gloss finish.,Self-Applicable Screen Protector - The screen protector prevents scratches to keep the device in great condition.,Dust Filters - High-quality dust filters keep out dust and debris particles.,Military Standards - Meets or exceeds MIL-STD-810F",3.44,"Cases & Covers",Accessories,,NA1,"113 g","18.8 x 10.2 x 2.5 cm ; 113 g "
56,848891016560,B00M77LVMU,Trident,https://www.amazon.co.uk/dp/B00M77LVMU,"Trident Case 2014 AEGIS CASE BLACK APPLE IPHONE 6 55IN AGAPI655BK000 iPhones iPhone Cases Covers",https://images-eu.ssl-images-amazon.com/images/I/31wD3Nc9ZJL.jpg,AGAPI655BK000,,"Impact-resistant TPE - The double thick Thermo Plastic Elastomer (TPE) corners, along with anti-skid pads, protect the device from accidents. TPE plugs cover power ports and uaudio jacks, protecting the device from dirt and debris.,Bio-enhanced Hardened Polycarbonate - The sleek outer-framework encases the device, providing excellent protection. Includes a dual textured polycarbonate featuring a high gloss finish.,Self-Applicable Screen Protector - The screen protector prevents scratches to keep the device in great condition.,Dust Filters - High-quality dust filters keep out dust and debris particles.,Military Standards - Meets or exceeds MIL-STD-810F",4.88,"Cases & Covers",Accessories,,NA1,"90.7 g","19.6 x 11.6 x 2.6 cm ; 81.6 g "
56,848891016577,B00M77LWN8,Trident,https://www.amazon.co.uk/dp/B00M77LWN8,"bSLEEK ARMORbbr Designed with a modern protective exteriorthe Aegis case is a perfect blend of style",https://images-eu.ssl-images-amazon.com/images/I/31mlkz5-qhL.jpg,AGAPI655BL000,,"Impact-resistant TPE - The double thick Thermo Plastic Elastomer (TPE) corners, along with anti-skid pads, protect the device from accidents. TPE plugs cover power ports and uaudio jacks, protecting the device from dirt and debris.,Bio-enhanced Hardened Polycarbonate - The sleek outer-framework encases the device, providing excellent protection. Includes a dual textured polycarbonate featuring a high gloss finish.,Self-Applicable Screen Protector - The screen protector prevents scratches to keep the device in great condition.,Dust Filters - High-quality dust filters keep out dust and debris particles.,Military Standards - Meets or exceeds MIL-STD-810F",4.88,"Cases & Covers",Accessories,,NA1,"136 g","19.6 x 11.6 x 2.6 cm ; 132 g "
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,5060488840661,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,5060488840685,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,5055543259717,B0186D9LSY,,https://www.amazon.co.uk/dp/B0186D9LSY,"MFI (APPLE APPROVED) CERTIFIED APPROVED CABLE FOR USE WITH APPLE LIGHTNING DEVICES When you are constantly charging your phone you realise that cables wear out and most often the connection on the plastic cable that joins the Lightning connector to the plastic cable wears out and the cable is useless. This problem has been solved by Aquarius by using a braided fabric cable that moves and absorbs pressures on the cable meaning that the cable lasts a lot longer and is much more hard wearing than the standard cable. These cables are not only practical but they come in the 3 iPhone colours of Silver, Space Grey and Champagne, so you can now have a cable that matches your iPhone! The cable is 1.0m or 39"" and is ideal for use with backup chargers or charging from a computer, it can of course be used for charging from the wall charger as well. I must get through about 6 cables a year and I am looking forward to not having to change this cable for a good while.",https://images-eu.ssl-images-amazon.com/images/I/41PU-CQK76L.jpg,,,"Braided Hard Wearing 1.0m Apple Lightning Cable in Apple Champagne,Matches Apple Champagne iPhone,MFI Apple Approved Product for use with Apple Devices,Built to Last,Compatible with iPhone 6S, 6S Plus, 6 Plus, 6, 5S, 5, 5C, iPad Retina",5.99,"Data Cables",Accessories,,NA,"40.8 g",NA
56,5060488840135,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,5055543259694,B0186DAFPW,,https://www.amazon.co.uk/dp/B0186DAFPW,"MFI (APPLE APPROVED) CERTIFIED APPROVED CABLE FOR USE WITH APPLE LIGHTNING DEVICES When you are constantly charging your phone you realise that cables wear out and most often the connection on the plastic cable that joins the Lightning connector to the plastic cable wears out and the cable is useless. This problem has been solved by Aquarius by using a braided fabric cable that moves and absorbs pressures on the cable meaning that the cable lasts a lot longer and is much more hard wearing than the standard cable. These cables are not only practical but they come in the 3 iPhone colours of Silver, Space Grey and Champagne, so you can now have a cable that matches your iPhone! The cable is 1.0m or 39"" and is ideal for use with backup chargers or charging from a computer, it can of course be used for charging from the wall charger as well. I must get through about 6 cables a year and I am looking forward to not having to change this cable for a good while.",https://images-eu.ssl-images-amazon.com/images/I/41s0SnIlX1L.jpg,,,"Braided Hard Wearing 1.0m Apple Lightning Cable in Apple Silver,Matches Apple Silver iPhone,MFI Apple Approved Product for use with Apple Devices,Built to Last,Compatible with iPhone 6S, 6S Plus, 6 Plus, 6, 5S, 5, 5C, iPad Retina",5.99,"Data Cables",Accessories,,NA,"40.8 g",NA
56,5060488840012,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,5055543258932,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,50555443253968,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,8427542076522,B01LZ66GLA,KSIX,https://www.amazon.co.uk/dp/B01LZ66GLA,,https://images-eu.ssl-images-amazon.com/images/I/312g3SO%2Bd1L.jpg,B0935FTP15,,"Combines two finishes: metallic transparent on the back and on the edges,Access to camera, buttons & ports",13.94,"Cases & Covers",Accessories,,NA1,"118 g","7 x 2 x 4 cm "
56,8427542076201,B01LYIUXQ6,KSIX,https://www.amazon.co.uk/dp/B01LYIUXQ6,,https://images-eu.ssl-images-amazon.com/images/I/21nWp%2BgLHOL.jpg,B0935FTU00,,"Soft touch and anti-resbaladizo,Protects against scratches,Very thin and lightweight design",13.97,"Cases & Covers",Accessories,,NA1,"118 g","7 x 2 x 4 cm "
56,8427542076355,B01LXJOH6G,KSIX,https://www.amazon.co.uk/dp/B01LXJOH6G,,https://images-eu.ssl-images-amazon.com/images/I/31Hy4rg6A1L.jpg,B0935FU24,,"Front cover material: leatherette,Back Case Material: Polycarbonate,Hole in the front of the case to talk on the phone with the Cover Closed",13.99,"Cases & Covers",Accessories,,NA1,"59 g","7 x 2 x 4 cm "
56,8427542062693,B00YCIU272,KSIX,https://www.amazon.co.uk/dp/B00YCIU272,,https://images-eu.ssl-images-amazon.com/images/I/31GgEtlDOeL.jpg,B8550FTP10,,,8.77,"Cases & Covers",Accessories,,NA,"59 g",NA
56,8427542062488,B00W1LCM16,KSIX,https://www.amazon.co.uk/dp/B00W1LCM16,,https://images-eu.ssl-images-amazon.com/images/I/41hlwXjH3CL.jpg,B8550FU20,,"Box contents: NO",10.95,"Cases & Covers",Accessories,,NA1,"81.6 g","0.1 x 0.2 cm "
56,8427542068480,B01BNIIQDA,KSIX,https://www.amazon.co.uk/dp/B01BNIIQDA,,https://images-eu.ssl-images-amazon.com/images/I/31oD8qKSC8L.jpg,B8575FTP00,,"Combines two finishes, matt transparent in the back with the smooth shiny edges,Access to the camera, buttons, and ports of your smartphone,Material: Flexible TPU",13.75,"Cases & Covers",Accessories,,NA,"45.4 g",NA
56,8427542068527,B01DT5EVIO,KSIX,https://www.amazon.co.uk/dp/B01DT5EVIO,,https://images-eu.ssl-images-amazon.com/images/I/31EsK23wAyL.jpg,"Flex Metal",,"Combines two finishes, the transparent back and metal on the edges,Material: Flexible TPU,Access to the camera, buttons, and ports of your smartphone",13.97,"Cases & Covers",Accessories,,NA,"454 g",NA
56,5055543253708,B00JJQLJ6A,"FX Factory",https://www.amazon.co.uk/dp/B00JJQLJ6A,"The FX Powabud Travel Charger for New iPhone 7 / 7 PLUS, iPhone5 can be used to charge your 8 Pin devices such as iPhone 5 as well as iPad 4th Generation, iPad Air and iPad Mini 2. Simply plug in the charger cable in to the 8 pin phone or tablet and plug in to any 3 pin wall socket. The charger uses an intelligent IC chip which recognizes a full battery which enables the charger to automatically stop charging once the battery is full. <br/>",https://images-eu.ssl-images-amazon.com/images/I/41XEw-GIc-L.jpg,FXMPOWABUDIPH5BK,,"Small, lightweight and compact.,Outputs 5v 1000 mAh.,LED power indicator.,Compatible with all 8 Pin devices , supports latest ios 7.0.,Short Circuit and Overload Protection ; CE//ROHS Compliant.",5.99,"Mains Chargers",Chargers,,NA1,"99.8 g","25 x 25 x 35.3 cm "
56,8427542071350,B01LZJ2OLC,KSIX,https://www.amazon.co.uk/dp/B01LZJ2OLC,,https://images-eu.ssl-images-amazon.com/images/I/41tziNipINL.jpg,BXAUBT02,,"Built-in microphone for hands-free function,Sensitivity: 100 dB,Bluetooth 4.0",11.82,Batteries,"MP3 Player Accessories",,NA1,"99.8 g","5 x 2 x 4 cm ; 31.8 g "
56,8427542071367,B01M1RF130,KSIX,https://www.amazon.co.uk/dp/B01M1RF130,,https://images-eu.ssl-images-amazon.com/images/I/41v0L3RiLtL.jpg,BXAUBT03,,"Built-in microphone for hands-free function,Sensitivity: 100 dB,Bluetooth 4.0",17.34,Batteries,"MP3 Player Accessories",,NA1,"99.8 g","5 x 2 x 4 cm ; 31.8 g "
56,8427542086576,B0748ZPMWX,KSIX,https://www.amazon.co.uk/dp/B0748ZPMWX,,https://images-eu.ssl-images-amazon.com/images/I/31fgVnjWPiL.jpg,BXCAM360,,"Optical Camera with 2 your eyes crystal fish 210 degree F2.4,2 3.3 Megapixel CMOS sensors,Perspective: 360 degrees x 360 degrees,Requires 2 GB RAM Or Higher,Video Resolution: 1080 x 2160 at 30fps, 1920 x 960 @ 30fps, 1472 x 736 @ 60fps, 1472 x 736 @ 30fps, 960 x 480 @ 30fps",44.12,"Adapters & Converters","Camera & Photo",,NA1,"81.6 g","4.6 x 1.9 x 4.6 cm "
56,8427542070810,B01I96SOEU,KSIX,https://www.amazon.co.uk/dp/B01I96SOEU,,https://images-eu.ssl-images-amazon.com/images/I/31P4IN6HdyL.jpg,BXCLSENSOR,,"Temperature Sensor: -25 Celsius to 70 Centigrade,Bluetooth 4.0,Humidity Sensor, 0% to 100%,Battery life: up to 1.5 years",45.67,"Temperature & Humidity","Electronics & Photo",,NA1,"59 g","3 x 2 x 6 cm "
56,8427542069289,B01DT5EOHW,KSIX,https://www.amazon.co.uk/dp/B01DT5EOHW,"Stereo Headphones go & Play Small 2 KSix 3.5 mm Jack Connector Microphone cable antienredos Diameter: 10mm Impedance: 16 frequency range: 20hz20khz sensitivity: 103 dB cable length: 120 cm includes interchangeable Silicone",https://images-eu.ssl-images-amazon.com/images/I/41lfHrdw7qL.jpg,"Go & Play Small2",,"Built-in microphone,Flat Anti-Tangle Cable,Cable Length: 120 cm,Includes interchangeable Siliconas,Frequency range: 20 Hz-20KHz, Sensitivity: 103dB",15.35,"Wired Headsets",Headsets,,NA,"40.8 g",NA
56,8427542069296,B01DT5EP44,KSIX,https://www.amazon.co.uk/dp/B01DT5EP44,"Stereo Headphones go & Play Small 2 KSix 3.5 mm Jack Connector Microphone cable antienredos Diameter: 10mm Impedance: 16 frequency range: 20hz20khz sensitivity: 103 dB cable length: 120 cm includes interchangeable Silicone",https://images-eu.ssl-images-amazon.com/images/I/41mjJrhbMrL.jpg,"Go & Play Small2",,"Built-in microphone,Flat Anti-Tangle Cable,Cable Length: 120 cm,Includes interchangeable Siliconas,Frequency range: 20 Hz-20KHz, Sensitivity: 103dB",15.35,"Wired Headsets",Headsets,,NA,"40.8 g",NA
56,842754069302,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,8427542071787,B01JTHQB16,KSIX,https://www.amazon.co.uk/dp/B01JTHQB16,"Features:<br/> The Go & Play Small 2 Ksix headphones are comfortable to use, easy to carry and store since your cable is anti-eject.<br/> Includes interchangeable silicones to bring you the best that you combine and replacement for the hand.<br/> Ideal accessory for smartphones, tablets and portable game consoles.<br/> Technical information<br/> Headphones stereo go & Play Small 2 Ksix<br/> 3.5 mm jack connector<br/> Built-in microphone<br/> Anti-tangle Flat Cable<br/> Diameter: 10 mm<br/> Impedance: 16<br/> Frequency Range: 20 Hz-20KHz<br/> Sensitivity: 103dB<br/> Length of cable: 120 cm<br/> Includes interchangeable silicones<br/> Available in several colours<br/>",https://images-eu.ssl-images-amazon.com/images/I/31wXf1KBs9L.jpg,BXGPS13,,"Built-in microphone,Flat Anti-Tangle Cable,Cable Length: 120 cm,Includes interchangeable Siliconas,Frequency range: 20 Hz-20KHz, Sensitivity: 103dB",11.70,"Wired Headsets",Headsets,,NA,"40.8 g",NA
56,8427542071794,B01JTHQC5G,KSIX,https://www.amazon.co.uk/dp/B01JTHQC5G,"Features:<br/> The Go & Play Small 2 Ksix headphones are comfortable to use, easy to carry and store since your cable is anti-eject.<br/> Includes interchangeable silicones to bring you the best that you combine and replacement for the hand.<br/> Ideal accessory for smartphones, tablets and portable game consoles.<br/> Technical information<br/> Headphones stereo go & Play Small 2 Ksix<br/> 3.5 mm jack connector<br/> Built-in microphone<br/> Anti-tangle Flat Cable<br/> Diameter: 10 mm<br/> Impedance: 16<br/> Frequency Range: 20 Hz-20KHz<br/> Sensitivity: 103dB<br/> Length of cable: 120 cm<br/> Includes interchangeable silicones<br/> Available in several colours<br/>",https://images-eu.ssl-images-amazon.com/images/I/31lp03FQX-L.jpg,BXGPS14,,"Built-in microphone,Flat Anti-Tangle Cable,Cable Length: 120 cm,Includes interchangeable Siliconas,Frequency range: 20 Hz-20KHz, Sensitivity: 103dB",15.35,Categories,"Everything Else",,NA,"81.6 g",NA
56,8427542076317,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,8427542077864,B076D5TMLR,KSIX,https://www.amazon.co.uk/dp/B076D5TMLR,"'Virtual Reality glasses with integrated headphones jack cable 3.5 mm for terminal link spherical symmetrical lens design Adjustable distance between the pupil Compatible with smartphones up to a size range (32 ""to of 157 x 82 mm (5.7)",https://images-eu.ssl-images-amazon.com/images/I/41Uda10lBCL.jpg,BXGRV03,,,43.91,"Car Accessories",Accessories,,NA1,"399 g","22 x 11 x 16 cm ; 399 g "
56,8427542088112,B075FG7RTS,KSIX,https://www.amazon.co.uk/dp/B075FG7RTS,,https://images-eu.ssl-images-amazon.com/images/I/31xlqHrjbGL.jpg,BXSING01,,"Speaker with Built-in Microphone,Easy to link and compatible with the majority of Karaoke applications,Bluetooth 4.0 connectivity,2600 mAh Lithium Battery",15.82,Categories,"Electronics & Photo",,NA1,"340 g","15 x 3 x 9 cm ; 299 g "
56,8427542051772,B00JQ427SO,KSIX,https://www.amazon.co.uk/dp/B00JQ427SO,"<br/>Ksix cable adapter Slim port-hdmi 1.5 m bxslip01<br/>Works with all kinds of devices with HDMI including projectors, laptops and TVs.<br/>Can Charge the device while you play the video.<br/>Technical information<br/>.Connection through port Micro USB 5 Pin<br/>.Resolution: Full HD 1080p/60Hz<br/>.Compatible with 3d playback<br/>.Must be connected to an external power source<br/>.Power through the USB port of the device that connects<br/>.Speed: 6.75 Gbps<br/>.Compatible with OS, Android, Windows 8, Google Chrome, Blackberry and any device with technology Slimport (MyDP)...<br/>The following product will be supplied with accessories and features described by the same manufacturer.<br/>",https://images-eu.ssl-images-amazon.com/images/I/41nN5AWz8TL.jpg,BXSLIP01,,"Product Description: Ksix bxslip01",17.53,"Data Cables",Accessories,,NA1,"40.8 g","1.3 x 6 x 6 cm ; 18.1 g "
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,643620810958,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,643620810965,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,,A,,https://www.amazon.co.uk/dp/A,,,,,,,,,,A,,NA
56,5055543261291,B01EKCVFQQ,Cocoon,https://www.amazon.co.uk/dp/B01EKCVFQQ,,https://images-eu.ssl-images-amazon.com/images/I/41-7SC7mXeL.jpg,COAEP900BK-GN,,"NOISE ISOLATION - The earphones are designed to immerse you in sound with fine-tuned acoustics and ambient noise-isolation.,BUILT FOR PERFORMANCE - latest built-in Bluetooth 4.1 chips for reliable and easy multi-point pairing and extended battery life.,SWEAT AND WATER RESISTANT - IPX4 level sweat and water resistant from the earbud to the tangle free wraparound cable for durability and easy post-workout cleaning.,SUPERIOR CONSTRUCTION AND DESIGN - Lightweight and compact with a flexible removable ear-hook for a more secure fit and tangle-free wraparound cable for an overall comfortable fit and extended use.",12.99,Earphones,"Headphones & Earphones",,NA,"99.8 g",NA
56,5055543261437,B01EKCVM1E,Cocoon,https://www.amazon.co.uk/dp/B01EKCVM1E,,https://images-eu.ssl-images-amazon.com/images/I/41NW873vgwL.jpg,COAEP900BK-PK,,"NOISE ISOLATION - The earphones are designed to immerse you in sound with fine-tuned acoustics and ambient noise-isolation.,BUILT FOR PERFORMANCE - latest built-in Bluetooth 4.1 chips for reliable and easy multi-point pairing and extended battery life.,SWEAT AND WATER RESISTANT - IPX4 level sweat and water resistant from the earbud to the tangle free wraparound cable for durability and easy post-workout cleaning.,SUPERIOR CONSTRUCTION AND DESIGN - Lightweight and compact with a flexible removable ear-hook for a more secure fit and tangle-free wraparound cable for an overall comfortable fit and extended use.",28.69,Earphones,"Headphones & Earphones",,NA,"81.6 g",NA
56,5055543259946,B01558RDTC,Cocoon,https://www.amazon.co.uk/dp/B01558RDTC,"Cocoon Headphones are designed to immerse you in your music with fine-tuned acoustics and soft leather ear cups providing ambient noise isolation, so you can escape from your surroundings and lose yourself in your favourite sounds. <br> <br>Enjoy the freedom of wireless listening with Cocoon audio. Cocoon 600 comes with Bluetooth 4.0 (Profiles: HSP, HFP, A2DP, AVRCP) built-in, offering low energy use, extended playback and talk time and rapid pairing with compatible devices, including smartphones and tablets. Also included are a Micro SD card slot and 3.5mm input port and cable for more listening options. <br> <br>Lightweight, foldable, durable and designed for comfortable extended use, Cocoon 600 headphones are perfect for life on the go. <br> <br>Features: <br> <br>WIRELESS TECHNOLOGY <br> - V4.0 for low power consumption and longer playback time. <br> - Compatible with most smartphones, tablets and other Bluetooth devices. <br> - On ear wireless controls. <br> - Hands free calls with built in Mic. <br> - Easy pairing procedure. <br> <br>SPECIAL FEATURES <br> - Micro SD card support. <br> - Up to 6.5 hours listening time. <br> - Up to 14 hours standby time. <br> <br>SUPERIOR DESIGN <br> - Foldable design for compact portability. <br> - Tiltable rotatable ear cups for ergonomic ear fit. <br> - Over-ear design for comfort and noise isolation. <br> <br>PREMIUM CONSTRUCTION <br> - Lightweight and durable construction using superior materials. <br> - Leather earcups with memory foam for superior comfort. <br> - 40mm drivers delivering 100 db output sound pressure level and frequency response of 20Hz - 20KHz. <br> - Durable adjustable bracket for size adjustment. <br> <br>INCLUDED IN THE BOX: <br> - Cocoon 600 Wireless Headphones, Tangle Free Cable, Inline Remote and Mic, Instruction Guide.",https://images-eu.ssl-images-amazon.com/images/I/41afwiaQAuL.jpg,COHP600WH,,"Unique stylish diamond cut design.,High definition Podium powered audio.,Hands free calls with built in Mic, Long Battery Life.,Lightweight, Foldable, Durable and designed for comfortable Extended Use.,Leather ear cups with memory foam for superior comfort ; Supports MICRO SD Card, Upto 6.5 hours listening time, 14 hours standby time.",19.99,"Portable Headphones","Headphones & Earphones",,NA,"621 g",NA
