ean,asin,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,packagedimensions_height,packagedimensions_length,packagedimensions_width,packagedimensions_weight,itemdimensions_height,itemdimensions_length,itemdimensions_width,itemdimensions_weight
0094376550870,B005KK6J3M,https://www.amazon.com/dp/B005KK6J3M,"For over 175 years Winsor & Newton have been dedicated to providing artists with the widest possible choice of colours.</P><P></P><P>Made from the finest pigments in the highest concentrations possible and offering the greatest possible permanence together with good handling qualities, this range of superior water colours is sure to bring vibrant colour to any watercolour painting.</P><P></P><P>Winsor & Newton Artists' Watercolours are available in both tubes and pans. Generally tube colours are preferred by artists using large quantities of colour, whilst pans generally find favour with beginners, outdoor sketchers and artists using smaller quantities.",https://images-eu.ssl-images-amazon.com/images/I/51d1%2BSTq4RL.jpg,0101730,278512,"The finest water colour offering the widest choice of pigments & the highest possible permanence.,Series: 1 / Colour Code: 730 / Colour Index: PY 154,Permanence: A / Opacity: Semi-transparent,Includes a half pan of Winsor & Newton Professional Water Colour,Conforms to ASTM D4236",4.39,Paints,Painting,0.47,1.89,1.02,0.02,0.43,0.75,0.63,0.01
0094376550887,B0014ZSHMS,https://www.amazon.com/dp/B0014ZSHMS,"For over 175 years Winsor & Newton have been dedicated to providing artists with the widest possible choice of colours.</P><P></P><P>Made from the finest pigments in the highest concentrations possible and offering the greatest possible permanence together with good handling qualities, this range of superior water colours is sure to bring vibrant colour to any watercolour painting.</P><P></P><P>Winsor & Newton Artists' Watercolours are available in both tubes and pans. Generally tube colours are preferred by artists using large quantities of colour, whilst pans generally find favour with beginners, outdoor sketchers and artists using smaller quantities.</P><P></P><P>Color number: 731</P><P>Series number: 1</P><P>Chemical description: Arylide yellow RN</P><P>Color index name: PY 65</P><P>Color index number: 11740</P><P>Permanence rating: A</P><P>ASTM lightfastness rating: II</P><P>Transparency/Opacity: ST",https://images-eu.ssl-images-amazon.com/images/I/51XJSXUPB0L.jpg,0101731,351893,"The finest water colour offering the widest choice of pigments & the highest possible permanence.,Series: 1 / Colour Code: 731 / Colour Index: PY 65,Permanence: A / Opacity: Semi-transparent,Includes a half pan of Winsor & Newton Professional Water Colour,Conforms to ASTM D4236",4.70,Paints,Painting,0.47,2.2,0.94,0.02,0.43,0.75,0.63,0.01
0094376550900,B0014ZSHOG,https://www.amazon.com/dp/B0014ZSHOG,"For over 175 years Winsor & Newton have been dedicated to providing artists with the widest possible choice of colours.</P><P></P><P>Made from the finest pigments in the highest concentrations possible and offering the greatest possible permanence together with good handling qualities, this range of superior water colours is sure to bring vibrant colour to any watercolour painting.</P><P></P><P>Winsor & Newton Artists' Watercolours are available in both tubes and pans. Generally tube colours are preferred by artists using large quantities of colour, whilst pans generally find favour with beginners, outdoor sketchers and artists using smaller quantities.</P><P></P><P>Color number: 744</P><P>Series number: 1</P><P>Chemical description: Natural iron oxide</P><P>Color index name: PY 43</P><P>Color index number: 77492</P><P>Permanence rating: AA</P><P>ASTM lightfastness rating: I</P><P>Transparency/Opacity: SO",https://images-eu.ssl-images-amazon.com/images/I/51nR9q99HJL.jpg,0101744,203621,"The finest water colour offering the widest choice of pigments & the highest possible permanence.,Series: 1 / Colour Code: 744 / Colour Index: PY 43,Permanence: AA / Opacity: Semi-opaque,Includes a half pan of Winsor & Newton Professional Water Colour,Conforms to ASTM D4236",4.39,"Technical Drawing Supplies",Painting,0.5,0.75,0.63,0.75,0.43,0.75,0.63,0.52
0884955041017,B015ZCZL2Y,https://www.amazon.com/dp/B015ZCZL2Y,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/315Rqcqze4L.jpg,0203189,293966,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",1,6,1,0.05,0.55,1.38,7.68,0.04
0884955041024,B015ZCZKL6,https://www.amazon.com/dp/B015ZCZKL6,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/311pIUgZS2L.jpg,0203216,212985,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.7,6,0.7,0.05,0.55,1.38,7.68,17
0884955041031,B015ZCZIYK,https://www.amazon.com/dp/B015ZCZIYK,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31DIcgk7GCL.jpg,203195,467866,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",1,6,1,0.05,0.55,1.38,7.68,0.04
0884955041048,B015ZCZJ9E,https://www.amazon.com/dp/B015ZCZJ9E,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/312BXpACxjL.jpg,0203167,916169,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",1.92,"Permanent Markers & Marker Pens","Markers & Highlighters",0.2,2.36,0.2,0.11,0.55,1.38,7.68,0.11
0884955041055,B015ZCZLGA,https://www.amazon.com/dp/B015ZCZLGA,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31PVAI6UvIL.jpg,0203256,865851,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.75,6,0.8,0.02,0.55,1.38,7.68,0
0884955041062,B015ZCZLDS,https://www.amazon.com/dp/B015ZCZLDS,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31X72z93d5L.jpg,0203210,385179,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.71,6.77,1.18,0.04,0.55,1.38,7.68,17
0884955041079,B015ZCZLJW,https://www.amazon.com/dp/B015ZCZLJW,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31f3UwvISlL.jpg,0203255,1335059,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",1.94,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,17
0884955041086,B015ZCZOZS,https://www.amazon.com/dp/B015ZCZOZS,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31b5PM1fH8L.jpg,203264,552220,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,17
0884955041093,B015ZCZQJ2,https://www.amazon.com/dp/B015ZCZQJ2,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31r8-b9ZFaL.jpg,0203290,1091098,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.7,6,0.7,0.05,0.55,1.38,7.68,0.04
0884955041109,B015ZCZRDC,https://www.amazon.com/dp/B015ZCZRDC,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31lVle1JYHL.jpg,0203054,1120633,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.02,0.55,1.38,7.68,0
0884955041116,B015ZCZR4G,https://www.amazon.com/dp/B015ZCZR4G,"Letraset Promarker Single Marker Pens Baby Pink",https://images-eu.ssl-images-amazon.com/images/I/31dYV9cwF2L.jpg,0203212,1138466,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.75,6,0.75,0.01,0.55,1.38,7.68,0
0884955041123,B015ZCZR3C,https://www.amazon.com/dp/B015ZCZR3C,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31sfwoQuAPL.jpg,203171,927315,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,0.04
0884955041130,B015ZCZP02,https://www.amazon.com/dp/B015ZCZP02,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31IDxq4--OL.jpg,203030,80023,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.55,6.69,0.79,0.11,0.55,1.38,7.68,0.11
0884955041147,B015ZCZQW4,https://www.amazon.com/dp/B015ZCZQW4,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31CumZrbuVL.jpg,0203339,23091,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.45,"Permanent Markers & Marker Pens","Markers & Highlighters",0.59,6.1,0.59,0.11,0.55,1.38,7.68,0.11
0884955041154,B015ZCZVQK,https://www.amazon.com/dp/B015ZCZVQK,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31jyggiWmHL.jpg,0203340,1150875,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",1.96,"Permanent Markers & Marker Pens","Markers & Highlighters",0.06,6,1,0.01,0.55,1.38,7.68,0
0884955041161,B015ZCZW6Y,https://www.amazon.com/dp/B015ZCZW6Y,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31XIdZu%2Bt6L.jpg,203234,717175,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",1.94,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,17
0884955041178,B015ZCZVOW,https://www.amazon.com/dp/B015ZCZVOW,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31BItO-1RNL.jpg,0203247,1047166,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",1.95,"Permanent Markers & Marker Pens","Markers & Highlighters",0.75,6.5,0.8,0.02,0.55,1.38,7.68,0
0884955041185,B015ZCZVVA,https://www.amazon.com/dp/B015ZCZVVA,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31N-eWXl2JL.jpg,0203172,359405,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",1.94,"Permanent Markers & Marker Pens","Markers & Highlighters",2.55,9.68,3.38,0.05,0.55,1.38,7.68,17
0884955041192,B015ZCZVYC,https://www.amazon.com/dp/B015ZCZVYC,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31EnxRB3WDL.jpg,203069,912335,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",1.1,7.24,1.18,0.04,0.55,1.38,7.68,17
0884955041208,B015ZCZVP6,https://www.amazon.com/dp/B015ZCZVP6,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31z8qrOn-JL.jpg,0203051,785091,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6.2,0.8,0.05,0.55,1.38,7.68,0.04
0884955041215,B015ZCZW5K,https://www.amazon.com/dp/B015ZCZW5K,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/312BmewGEkL.jpg,0203075,278741,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.02,2.36,0.02,0.11,0.55,1.38,7.68,17
0884955041222,B015ZD008S,https://www.amazon.com/dp/B015ZD008S,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31k9pm1tNIL.jpg,0203092,905504,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,0.04
0884955041239,B015ZD00AG,https://www.amazon.com/dp/B015ZD00AG,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31Xt9eiiVKL.jpg,203074,742449,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,17
0884955041246,B015ZD00C4,https://www.amazon.com/dp/B015ZD00C4,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31%2Ba8cm7dZL.jpg,0203076,1103728,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,0.04
0884955041253,B015ZD007O,https://www.amazon.com/dp/B015ZD007O,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31mTpeCoV2L.jpg,203078,1217960,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,17
0884955041260,B015ZD00EC,https://www.amazon.com/dp/B015ZD00EC,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31zmF-DMwIL.jpg,203166,1416744,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,0.04
0884955041277,B015ZD00OW,https://www.amazon.com/dp/B015ZD00OW,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31fgqAWlJhL.jpg,203272,257568,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,17
0884955041284,B015ZD00NS,https://www.amazon.com/dp/B015ZD00NS,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31BVzyN1yqL.jpg,0203273,1161073,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.8,6,0.8,0.05,0.55,1.38,7.68,0
0884955041291,B015ZD05N8,https://www.amazon.com/dp/B015ZD05N8,"<p>Winsor and Newton ProMarkers can be used on ink-resistant surfaces including glass, wood, plastic and acetate.</p><p>In a 148-colour collection ranging from subtle pastels to intense, vibrant colours, ProMarkers feature a broad chisel nib and fine bullet nib, with malleable, alcohol-based and blend-friendly translucent ink offering professional quality and streak-free coverage.</p>",https://images-eu.ssl-images-amazon.com/images/I/31BCJ66o-xL.jpg,0203127,1307454,"148 shades ranging from intensely vibrant to subtle pastels,Blend-friendly, with malleable, alcohol-based, translucent ink,Twin-tipped, with a broad chisel nib and fine bullet nib,High quality nibs for consistent, streak-free coverage,Skilfully versatile: it can be used on ink-resistant surfaces like acetate, glass, plastic and wood",2.20,"Permanent Markers & Marker Pens","Markers & Highlighters",0.6,6,0.6,0.05,0.55,1.38,7.68,17
