ean,asin,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,packagedimensions_height,packagedimensions_length,packagedimensions_width,packagedimensions_weight,itemdimensions_height,itemdimensions_length,itemdimensions_width,itemdimensions_weight
5900422003175,B003N5J2PS,https://www.amazon.com/dp/B003N5J2PS,"3M PMOUNT - Photo Mount Adhesive Spray CFC-Free 400ml PM400",https://images-eu.ssl-images-amazon.com/images/I/21Gc-c08vgL.jpg,PMOUNT,,"Strong, permanent pH neutral 'rosol adhesive for photos, maps, illustrations etc, gives time to position before complete bonding takes place Kit - non-yellowing, UV resistant and stain resistant CFC-free, recyclable and does not cause ozo,Ne exhaustion can 400 ml.,ond043010",13.39,"Adhesive Sprays","Electronics & Photo",,,,,,,,
5028252404785,B00MR5HWNY,https://www.amazon.com/dp/B00MR5HWNY,"Graphik Line Painters are a fine line paint pen that gives immense depth of colour, even on dark backgrounds. Create layers, dribbles and washes with the opaque waterbased ink in 20 strong colours. The 0.5 Japan nib is robust and delivers a fluid paint line. Warning the ink is permanent once dry. <br />",https://images-eu.ssl-images-amazon.com/images/I/21WZFAFJM9L.jpg,,197324,"20 Colours,Dilute with Water,Immense Depth of Colour - even on dark backgrounds,Permanent Water Based Paint",3.25,Paints,"Arts & Crafts",0.3,5.2,0.3,0.05,0.59,5.51,0.59,0.02
5028252404846,B00MR5I2RE,https://www.amazon.com/dp/B00MR5I2RE,"Graphik Line Painters are a fine line paint pen filled with lightfast, permanent, opaque waterbased paint in 20 colors. The 0.5 Japan nib is robust and delivers a fluid paint line. Dilutes with water so you can create washes and add layers. This pack contains Brickroad #01, Tom #03, Herring #04, Paradise #11, Minted #12.",https://images-eu.ssl-images-amazon.com/images/I/51WoPN2N%2BzL.jpg,230-2230,11654,"0.5 Japan nib is robust and delivers a fluid paint line,Water soluble paint allows layering when dry,Suitable for all your artistic projects",4.60,Fineliners,"Pens & Refills",0.79,5.59,2.91,0.13,6,0.66,3.25,0.13
5028252404877,B00MR5I7SS,https://www.amazon.com/dp/B00MR5I7SS,"Graphik Line Painters are a fine line paint pen filled with lightfast, permanent, opaque waterbased paint in 20 colors. The 0.5 Japan nib is robust and delivers a fluid paint line. This pack contains Clockwork #02, Brilliant #08, High #09, Envy #13 and Bricklane #15.",https://images-eu.ssl-images-amazon.com/images/I/51XnuCvNQ5L.jpg,230-2231,6559,"0.5 Japan nib is robust and delivers a fluid paint line,Water soluble paint allows layering when dry,Suitable for all your artistic projects",4.19,Fineliners,"Pens & Refills",0.79,5.59,2.91,0.13,6,0.66,3.25,0.13
5028252404907,B00MR5I9QS,https://www.amazon.com/dp/B00MR5I9QS,"Reeves-Graphik Line Painter Set: Palette. Experience fluid opaque permanent and water based paint that is perfect for all your artistic projects! This package contains five 0.5 tip line painters in an assortment of colors. Comes in a variety of assorted colors. Each set sold separately. Conforms to ASTM D4236. Imported.",https://images-eu.ssl-images-amazon.com/images/I/51p4Z6dB-4L.jpg,230-2232,6031,"0.5 Japan nib is robust and delivers a fluid paint line,Water soluble paint allows layering when dry,Water based pigment paint,Fine colour even on dark backgrounds",3.94,Fineliners,"Pens & Refills",0.79,5.59,2.91,0.13,6,0.66,3.25,0.13
5028252404938,B00MR5IDBE,https://www.amazon.com/dp/B00MR5IDBE,"Graphik Line Painters are a fine line paint pen filled with lightfast, permanent, opaque waterbased paint in 20 colors. The 0.5 Japan nib is robust and delivers a fluid paint line. This pack contains Jungle #16, Graphite #17, Magic #18, Snow #19, and Fox #20.",https://images-eu.ssl-images-amazon.com/images/I/51LYVzpihXL.jpg,230-2233,17476,"0.5 Japan nib is robust and delivers a fluid paint line,Water soluble paint allows layering when dry,Suitable for all your artistic projects",6.09,"Technical Drawing Supplies","Pens & Refills",0.79,5.28,3.07,0.13,6,0.66,3.25,0.13
5028252301992,B004QQ5I0Q,https://www.amazon.com/dp/B004QQ5I0Q,"2300443 Features: -Inktense block set. -When paint dry is permanent and can be worked over. -Ideal for loose expressive landscapes and colorful still life. -Perfect for creating fine lines or broad strokes of color. -When used dry these blocks deliver pure vibrant color but when washed out it is transformed into an ink like paint. -Inktense collection. Product Type: -Crayons. Dimensions: Overall Height - Top to Bottom: -0.55"". Overall Width - Side to Side: -9.28"". Overall Depth - Front to Back: -7.78"". Overall Product Weight: -0.99 lbs.",https://images-eu.ssl-images-amazon.com/images/I/51JLS4C9RIL.jpg,2300443,2367,"Watersoluble ink blocks that can be used dry or wet,Chunky shape makes them versatile,Easy to blend - colours can be mixed and layered,Use dry to apply fine lines or broad,Use as pans of paint when wet or apply directly to wet paper for intense colour",18.58,Paints,Painting,0.51,9.49,7.91,0.9,7.8,9.3,0.55,0.84
4004764109265,B002UD8566,https://www.amazon.com/dp/B002UD8566,"Edding 361/4S Whtbrd Mrker Bllt Ast Pk4",https://images-eu.ssl-images-amazon.com/images/I/41wvx%2B8XubL.jpg,4-361-4,23180,"Whiteboard marker with lightfast low odour pigment ink,Fine bullet tip approximately 1mm,Can be dry wiped from all non-porous surfaces such as glass, enamel and melamine,Ideal for use in the classroom with lapboards,Refillable",3.84,"Dry Erase & Wet Erase Markers","Markers & Highlighters",0.63,5.83,2.13,0.02,,,,
0887452001003,B00BSR916I,https://www.amazon.com/dp/B00BSR916I,"<ul> <li>Shake well before use to ensure paint is thoroughly mixed.</li> <li>Depress nib a few times to start paint flow. The valve remains open and releases paint the entire time the nib is depressed, so if held down for a long period, a large amount of paint is released.</li> <li>When you see paint appear on the nib pause for a moment. Wait until paint has stopped travelling down the nib before depressing the nib again.</li> <li>When the nib is adequately saturated, test, then apply. Re-pump as necessary but never directly on artwork to avoid paint splodges. It can take a while for paint to start flowing on initial activation. This will not be experienced on subsequent use.</li> </ul>",https://images-eu.ssl-images-amazon.com/images/I/21%2BfIT2szaL.jpg,4620337,19961,"Highly pigmented to ensure brilliance and lightfast colour,Water-based acrylic and low odour paint so you can clean up with soap and water when wet,Lightfast and permanent with precision nibs for optimum control,Conforms to ASTM D4276",3.66,"Dry Erase & Wet Erase Markers","Drawing Media",0.39,4.33,0.55,0.04,0.55,5.59,0.55,0.04
0887452001010,B00BSR91CM,https://www.amazon.com/dp/B00BSR91CM,"<ul> <li>Shake well before use to ensure paint is thoroughly mixed.</li> <li>Depress nib a few times to start paint flow. The valve remains open and releases paint the entire time the nib is depressed, so if held down for a long period, a large amount of paint is released.</li> <li>When you see paint appear on the nib pause for a moment. Wait until paint has stopped travelling down the nib before depressing the nib again.</li> <li>When the nib is adequately saturated, test, then apply. Re-pump as necessary but never directly on artwork to avoid paint splodges. It can take a while for paint to start flowing on initial activation. This will not be experienced on subsequent use.</li> </ul>",https://images-eu.ssl-images-amazon.com/images/I/218W61ZmsSL.jpg,4620239,16361,"Highly pigmented to ensure brilliance and lightfast colour,Water-based acrylic and low odour paint so you can clean up with soap and water when wet,Lightfast and permanent with precision nibs for optimum control,Conforms to ASTM D4277",3.63,"Dry Erase & Wet Erase Markers","Drawing Media",0.16,5.2,0.55,0.04,0.55,5.59,0.55,0.04
0094376922424,B000KNPJUI,https://www.amazon.com/dp/B000KNPJUI,"Basics Acrylics handle beautifully right from the tube, or thinned with water or mediums. They cover almost any surface in one coat and dry to a pleasing semi-gloss finish. Distinctive transparent 4 OZ tubes.",https://images-eu.ssl-images-amazon.com/images/I/41gaITGffyL.jpg,1046311,92323,"Thick, creamy with satin finish,Retains peaks and brush strokes,Suitable for learning colour theory and colour mixing,Conforms to ASTM D4236,Safe for educational use",4.00,Paints,Painting,1,6,1.1,0.3,6.69,1.46,2.44,17.92
0094376932942,B0012EYCJS,https://www.amazon.com/dp/B0012EYCJS,"Liquitex-Basics Acrylic Paint. Developed for students and artists that need quality at an outstanding value. Each color is uniquely formulated to bring out the maximum brilliance and clarity of the individual pigment. BASICS Acrylic Paint is a heavy body acrylic with a 'buttery' consistency for easy blending. Made with permanent artist pigments and retains peaks and brush strokes. It is ideal for learning color theory and color mixing and is intermixable with all Liquitex Professional Acrylic Colors and Mediums. This package contains one 118 mL/4 fl. ounce tube of acrylic paint. Available in a variety of colors and hues: each sold separately. Conforms to ASTM D4236. Imported.",https://images-eu.ssl-images-amazon.com/images/I/41L74hM20yL.jpg,1046163,40868,"Thick, creamy with satin finish,Retains peaks and brush strokes,Suitable for learning colour theory and colour mixing,Conforms to ASTM D4236,Safe for educational use",4.00,Paints,Painting,1.5,5.67,1.65,0.03,6.69,1.46,2.44,0
0094376976069,B00263XVVY,https://www.amazon.com/dp/B00263XVVY,"Liquitex Professional Acrylic Ink is a range of 30 extremely fluid and intensely bold acrylics that use super fine pigments suspended in a state-of-the-art acrylic emulsion.</P><P></P><P>They dry quickly, are permanent, water resistant and non-clogging, which makes them ideal for a variety of techniques from watercolour effects to stamping.",https://images-eu.ssl-images-amazon.com/images/I/41jRiaTZUUL.jpg,4260337,33087,"Opacity: Opaque / Lightfast: I / Color code: 337,Super Fluid; Highly pigmented, extremely fluid with satin finish,Includes 30ml jar of ink,Intermixable with Liquitex Professional Acrylic Paint Colors and Mediums.,Conforms to ASTM D4236; Safe for educational use",5.16,"Technical Drawing Supplies","Pens, Pencils & Writing Supplies",0.9,3.2,1.1,0.1,3.56,1.38,1.38,2.4
0094376975833,B005S0FZDY,https://www.amazon.com/dp/B005S0FZDY,"Liquitex Professional Acrylic Ink is a range of 30 extremely fluid and intensely bold acrylics that use super fine pigments suspended in a state-of-the-art acrylic emulsion.</P><P></P><P>They dry quickly, are permanent, water resistant and non-clogging, which makes them ideal for a variety of techniques from watercolour effects to stamping.",https://images-eu.ssl-images-amazon.com/images/I/41QgYDZpLFL.jpg,4260229,86194,"Opacity: Opaque / Lightfast: I / Color code: 229,Super Fluid; Highly pigmented, extremely fluid with satin finish,Includes 30ml jar of ink,Intermixable with Liquitex Professional Acrylic Paint Colors and Mediums.,Conforms to ASTM D4236; Safe for educational use",5.46,"Technical Drawing Supplies","Pens, Pencils & Writing Supplies",1.18,2.52,1.18,0.09,3.56,1.38,1.38,0.01
0094376924176,B000KNPM46,https://www.amazon.com/dp/B000KNPM46,"Liquitex-Flow Aid Effects Medium. Breaks water tension to improve flow, absorbency and blending of any water based paint, ink or dye and minimizes brush strokes. Great for staining effects on raw canvas. This package contains one 4 ounce bottle of Flow-Aid. Conforms to ASTM D4236. Imported.",https://images-eu.ssl-images-amazon.com/images/I/41oTlyhspGL.jpg,5620,50925,"Suitable for drawing and painting projects,Not suitable for children under three years,Made in USA,Not suitable for children under 3 years",6.24,Paints,"Arts & Crafts",1.5,4.6,2.8,0.02,4.33,1.97,1.97,0.32
0094376931532,B001UNWJKA,https://www.amazon.com/dp/B001UNWJKA,"Liquitex-Gloss Super Heavy Gel. A super thick gel with high surface drag used to create a stiff oil-like feel. Ideal for creating high peaks and sculptural applications that hold shape when dry, with minimal shrinkage. This medium keeps paint workable longer than most other gel mediums. This package contains one 8 ounce bottle of gloss super heavy gel. Conforms to ASTM D4236. Imported.",https://images-eu.ssl-images-amazon.com/images/I/51503agJ8RL.jpg,7408,60936,"Very dense with high surface drag for a stiff, oil-paint-like feel ,Lightweight, non-toxic and dries to a water-resistant, non-yellowing surface,Includes 237ml jar of medium,Intermixable with Liquitex Professional Acrylic Paint Colors and Mediums.,Conforms to ASTM D4236; Safe for educational use",9.38,Paints,Painting,1.6,3.8,2.6,0.6,3.74,2.56,2.56,0.01
0094376922790,B000YQMDFU,https://www.amazon.com/dp/B000YQMDFU,"Liquitex-Heavy Body Acrylic Paint. The most versatile ranges of intense, highly-loaded, permanent colors. Experience a heavy body professional acrylic artist color set! The low-odor acrylic resin base represents the latest in acrylic resin technology, offering increased open time and producing colors of great clarity. The paint films are highly flexible, durable, non-yellowing, UV resistant, water-resistant, and pH neutral when dry. All Liquitex Professional Colors can be intermixed with each other and Liquitex Mediums. Acrylic Paint has a thick consistency for traditional art techniques using brushes or knives. High pigment load produces rich brilliant permanent color. This package contains one 59mL/2 fl ounce tube of Heavy Body Acrylic Color. Conforms to ASTM D4236 and D5098. Imported.",https://images-eu.ssl-images-amazon.com/images/I/416iKaHh-vL.jpg,1047432,75954,"Opacity: Opaque / Lightfast: I / Color code: 432,Thick, Rich; Highly Pigmented with Satin finish; Flexible when dry,Includes 138ml tube of acrylic paint,Intermixable with Liquitex Professional Acrylic Paint Colors and Mediums.,Conforms to ASTM D4236; Safe for educational use",11.22,"Technical Drawing Supplies",Painting,1.8,7.3,1.8,0.5,1.8,7.25,1.75,0.49
0094376922042,B0006TZN3Y,https://www.amazon.com/dp/B0006TZN3Y,"Liquitex Professional Grade Acrylics have a thick 'buttery' consistency. Liquitex High Viscosity Artist Colour offers the best of all characteristics that professional artists look for in a heavy-bodied paint. It is artists' number one choice for traditional art techniques using brushes or knives, as well as for mixed media, printmaking and collage.</P><P></P><P>The colours embody all the qualities that have made acrylics an extremely popular medium: non-toxic, rich, brilliant, non-yellowing colour; perfect consistency; ease of use; superior tinting strength; versatility; durability and permanence.",https://images-eu.ssl-images-amazon.com/images/I/416iKaHh-vL.jpg,1045432,55519,"Opacity: Opaque / Lightfast: I / Color code: 432,Thick, Rich; Highly Pigmented with Satin finish; Flexible when dry,Includes 59ml tube of acrylic paint,Intermixable with Liquitex Professional Acrylic Paint Colors and Mediums.,Conforms to ASTM D4236; Safe for educational use",6.41,Paints,Painting,1.02,5.51,1.18,0.18,5.51,1.18,1.77,0.15
0094376945683,B0038L15U2,https://www.amazon.com/dp/B0038L15U2,"Low viscosity, fluid. Translucent when wet, clear when dry. 100% acrylic polymer varnish. Water soluble when wet. Good chemical and water resistance. Dry to a non-tacky, hard, flexible surface that is resistant to dirt retention. Resists discoloring due to humidity, heat and ultraviolet light. Depending upon substrate, allows moisture to pass through. Not for use over oil paint.<br><BR>Protects acrylic color from harsh elements. Hard, archival, non-yellowing and water resistant when dry. For interior and exterior use.<br><BR><li>Size: 32oz.",https://images-eu.ssl-images-amazon.com/images/I/31ZoolDjyyL.jpg,126632,49302,"Lightweight and non-toxic,Dries to a non-tacky, hard, flexible surface,Non-yellowing and water-resistant when dry,Intermixable with Liquitex Professional acrylic paint colours and mediums,Conforms to ASTM D4236",20.44,"Technical Drawing Supplies","Arts & Crafts",3.4,9,3.4,2.35,9.25,3.3,3.3,2.29
0887452000518,B00BSR8OFC,https://www.amazon.com/dp/B00BSR8OFC,"<ul> <li>Shake well before use to ensure paint is thoroughly mixed.</li> <li>Depress nib a few times to start paint flow. The valve remains open and releases paint the entire time the nib is depressed, so if held down for a long period, a large amount of paint is released.</li> <li>When you see paint appear on the nib pause for a moment. Wait until paint has stopped travelling down the nib before depressing the nib again.</li> <li>When the nib is adequately saturated, test, then apply. Re-pump as necessary but never directly on artwork to avoid paint splodges. It can take a while for paint to start flowing on initial activation. This will not be experienced on subsequent use.</li> </ul>",https://images-eu.ssl-images-amazon.com/images/I/316Sf-k6fOL.jpg,4610237,44145,"Water-based acrylic and low odour paint, can clean up with soap and water when it is wet,Lightfast and permanent with precision nibs,It is highly pigmented and versatile,Conforms to ASTM D4236, colour code: 237",6.15,"Permanent Markers & Marker Pens","Markers & Highlighters",0.79,6.54,2.44,0.18,0.98,6.34,0.98,0.11
0887452000501,B00BSR8NXA,https://www.amazon.com/dp/B00BSR8NXA,"<ul> <li>Shake well before use to ensure paint is thoroughly mixed.</li> <li>Depress nib a few times to start paint flow. The valve remains open and releases paint the entire time the nib is depressed, so if held down for a long period, a large amount of paint is released.</li> <li>When you see paint appear on the nib pause for a moment. Wait until paint has stopped travelling down the nib before depressing the nib again.</li> <li>When the nib is adequately saturated, test, then apply. Re-pump as necessary but never directly on artwork to avoid paint splodges. It can take a while for paint to start flowing on initial activation. This will not be experienced on subsequent use.</li> </ul>",https://images-eu.ssl-images-amazon.com/images/I/31PRnkTbUfL.jpg,4610239,198023,"Water-based acrylic and low odour paint, can clean up with soap and water when it is wet,Lightfast and permanent with precision nibs,It is highly pigmented and versatile,Conforms to ASTM D4236, colour code: 239",6.15,"Permanent Markers & Marker Pens","Markers & Highlighters",0.87,6.3,1.02,0.13,0.98,6.34,0.98,0.11
0887452000488,B00BPTOZ0Q,https://www.amazon.com/dp/B00BPTOZ0Q,"<p>An outstanding range of professional water-based acrylic markers for artists. Lightfast and permanent, Liquitex Professional Paint Markers offer the widest selection of brilliant colours and a choice of sizes with replaceable precision nibs for ultimate control. • 50 vibrant colours • Water-based acrylic • Lightfast, permanent and durable • Professional quality • Matches Liquitex colour spectrum • Precision nibs • Versatile; for use on a wide range of surfaces • Dries to a satin finish Suitable for large-scale artwork, outdoor murals, mixing with acrylics, fine-detail, sketching and all kinds of mixed media. </p> <p>How to use Liquitex Paint Markers:</p> <p>Shake well before use to ensure paint is thoroughly mixed.<br/>Depress nib a few times to start paint flow. The valve remains open and releases paint the entire time the nib is depressed, so if held down for a long period, a large amount of paint is released.<br/>When you see paint appear on the nib pause for a moment. Wait until paint has stopped travelling down the nib before depressing the nib again.<br/>When the nib is adequately saturated, test, then apply. Re-pump as necessary but never directly on artwork to avoid paint splodges. It can take a while for paint to start flowing on initial activation. This will not be experienced on subsequent use.</p> <p>youtube=n0-eyeDmkC8 An Artist's View of Liquitex Paint Markers</p>",https://images-eu.ssl-images-amazon.com/images/I/31sbmV9sVML.jpg,4610432,66935,"Water-based acrylic and low odour paint, can clean up with soap and water when it is wet,Lightfast and permanent with precision nibs,It is highly pigmented and versatile,Conforms to ASTM D4236, colour code: 432",6.84,"Permanent Markers & Marker Pens","Markers & Highlighters",0.94,6.46,1.18,0.22,0.98,6.34,0.98,0.11
0094376926088,B004M559I2,https://www.amazon.com/dp/B004M559I2,"<p> * Fluid consistency that thins all acrylic paint and mediums. <br /> * Increases ‘open‘ (working) time of acrylic paint. Reduces paint skinning-over on palette. <br /> * Increases blending time, making blending of colors and detail brushwork easier. <br /> * Mix with Liquitex acrylic paints and mediums to retard drying time up to 50%. <br /> * Fluid consistency, made to be used with Liquitex Soft Body Artist Color and Soft Body mediums. <br /> * May also be used with Liquitex Heavy Body Artist Color and Heavy Body gel mediums, however thickness of paints and mediums will be reduced to a more fluid consistency. <br /> * Archival </p><p>Directions</p><p> * Do not mix more than 25% per volume into acrylic paint and acrylic mediums or paint may not fully dry. </p><p>Application</p><p> * Liquitex Paint Additives are similar to acrylic mediums in that they are mixed into acrylic paint and acrylic mediums to change consistency, thickness, transparency, sheen, drying time and absorption rate. However, they are different in that they do not contain acrylic polymer emulsion and therefore have no binding qualities inherent in them. Only limited quantities (usually up to 25%) of any additive can be added into the color before harming the paint film.</p>",https://images-eu.ssl-images-amazon.com/images/I/41Nzj0XIEwL.jpg,126704,46764,"Suitable for drawing and painting projects,Not suitable for children under three years,Made in USA",7.50,Paints,Painting,3.86,4.49,4.49,0.35,4.33,1.97,1.97,0.33
5034981042006,B002AFGI0E,https://www.amazon.com/dp/B002AFGI0E,"The Mapac Art Carrier is an A2 carrier made from heavy duty clear polythene. Featuring card inserts in all sides, side gussets for extra capacity and robust clip handles the Mapac Art Carrier is an elegant but durable and practical carrier. Lightweight for transportation the Mapac Carrier is see through making all work inside easy to locate while the clips on the handle keep work sealed and secure. Perfect for students or artists the Mapac Art Carrier A2 is an ideal way of transporting artwork securely and easily.",https://images-eu.ssl-images-amazon.com/images/I/31CjHTaNG2L.jpg,11042,7278,"The Mapac Art Carrier is an A1 carrier made from heavy duty clear polythene.,Featuring , side gussets for extra capacity and robust clip handles the Mapac Art Carrier is an elegant but durable and practical carrier.,Lightweight for transportation the Mapac Carrier is see through making all work inside easy to locate while the clips on the handle keep work sealed and secure.,Perfect for students or artists the Mapac Art Carrier A1 is an ideal way of transporting artwork securely and easily.,Mapac",3.49,"Travel Portfolios","Desk Accessories & Storage Products",0.31,26.54,22.13,0.66,,,,0.57
0028995251399,B00J2TJF6A,https://www.amazon.com/dp/B00J2TJF6A,"Plaid:Craft-Mod Podge Dishwasher Safe: Gloss. Perfect for all surfaces indoors and out! This package contains one 16oz jar of gloss. Conforms to ASTM D 4236. Non-toxic. Made in USA.",https://images-eu.ssl-images-amazon.com/images/I/51PaDvbOG3L.jpg,CS25139,18155,"Suitable for paper craft projects,Acid and lignin free,Made in USA",12.48,Paints,"Art & Craft Supplies",3,6,3,1.1,5.7,2.8,2.8,1
0028995150593,B00JX1OFDU,https://www.amazon.com/dp/B00JX1OFDU,"PLAID:CRAFT-Mod Podge Dishwasher Safe: Gloss. Use on all surfaces, indoors and out! Waterbase sealer, glue and finish for every occasion. This package contains one 8oz jar of dishwasher safe mod podge. Conforms to ASTM D 4236. Non-toxic. Made in USA.",https://images-eu.ssl-images-amazon.com/images/I/51yubqqlZ3L.jpg,CS15059,10093,"Made out of good quality material,Suitable for scrapbooking,Made in USA",7.85,Paints,Adhesives,2.36,4.17,2.44,0.6,4.25,2.5,2.5,9
0028995150661,B00DV91GBY,https://www.amazon.com/dp/B00DV91GBY,"PLAID:CRAFT-Mod Podge Extreme Glitter. Add a little extra glitter, sparkle and pizazz to a project! Just apply multiple coats to achieve extra glitz and glamour. Use it for your fashion and jewelry accessories and for holiday projects. This package contains an 8oz bottle of Mod Podge. Conforms to ASTM D 4236. Made in USA.",https://images-eu.ssl-images-amazon.com/images/I/51Njs8-s-jL.jpg,CS15066,15102,"Made out of good quality material,Suitable for scrapbooking,Made in USA",6.93,Glitter,Toys,1.5,4.2,1.9,0.55,1.41,9,4,0.0055
4048500323409,B00436SEF0,https://www.amazon.com/dp/B00436SEF0,"Montana Acrylic Markers are water-based, pigmented, acrylic matte colors that match colors available in the Montana Gold spray paint cans. The paint is water-proof and abrasion proof - allowing application to almost any surface including canvas, wood, metal, and glass. Standard nib is 15mm and can be replaced.",https://images-eu.ssl-images-amazon.com/images/I/31KTCsVyQSL.jpg,1234,1395296,"Paint marker - water-proof - 15mm standard tip - black,High concentration of lightfast pigments - covers well,Abrasive-proof - can be used on almost any surface,Clear barrel allows for viewing available ink - refills available,Safe - solvent-free - ACMI approved AP nontoxic",9.18,Markers,"Home & Garden",0.9,6,1.1,0.15,6,1.09,1.09,
4048500323355,B005JDEYJ6,https://www.amazon.com/dp/B005JDEYJ6,"Montana Acrylic Markers are water-based, pigmented, acrylic matte colors that match colors available in the Montana Gold spray paint cans. The paint is water-proof and abrasion proof - allowing application to almost any surface including canvas, wood, metal, and glass. Standard nib is 15mm and can be replaced.",https://images-eu.ssl-images-amazon.com/images/I/31s%2BJ9jFhGL.jpg,BC25576,4757953,"Paint marker - water-proof - 15mm standard tip - green,High concentration of lightfast pigments - covers well,Abrasive-proof - can be used on almost any surface,Clear barrel allows for viewing available ink - refills available,Safe - solvent-free - ACMI approved AP nontoxic",6.62,"Pens, Pencils & Writing Supplies","Home & Garden",0.31,8.5,5.51,0.13,6.3,1.1,1.1,
4048500323072,B006ZLRQQY,https://www.amazon.com/dp/B006ZLRQQY,"Montana Acrylic Markers are water-based, pigmented, acrylic matte colors that match colors available in the Montana Gold spray paint cans. The paint is water-proof and abrasion proof - allowing application to almost any surface including canvas, wood, metal, and glass. Fine nib is 2mm and can be replaced.",https://images-eu.ssl-images-amazon.com/images/I/11JkSjekZrL.jpg,MXA323072,282792,"Paint marker - water-proof - 2mm fine tip - black,High concentration of lightfast pigments - covers well,Abrasive-proof - can be used on almost any surface,Clear barrel allows for viewing available ink - refills available,Safe - solvent-free - ACMI approved AP nontoxic",3.60,"Permanent Markers & Marker Pens","Home & Garden",0.5,5.4,0.6,0.02,1,6,1,
4048500322983,B006ZLRTMK,https://www.amazon.com/dp/B006ZLRTMK,"Montana Acrylic Markers are water-based, pigmented, acrylic matte colors that match colors available in the Montana Gold spray paint cans. The paint is water-proof and abrasion proof - allowing application to almost any surface including canvas, wood, metal, and glass. Fine nib is 2mm and can be replaced.",https://images-eu.ssl-images-amazon.com/images/I/317QBGQ3ooL.jpg,,5036359,"Paint marker - water-proof - 2mm fine tip - blue,High concentration of lightfast pigments - covers well,Abrasive-proof - can be used on almost any surface,Clear barrel allows for viewing available ink - refills available,Safe - solvent-free - ACMI approved AP nontoxic",3.70,Markers,"Home & Garden",0.3,5.3,0.3,0.02,5.7,0.7,0.7,
4048500322976,B006ZLRTEI,https://www.amazon.com/dp/B006ZLRTEI,"Montana Acrylic Markers are water-based, pigmented, acrylic matte colors that match colors available in the Montana Gold spray paint cans. The paint is water-proof and abrasion proof - allowing application to almost any surface including canvas, wood, metal, and glass. Fine nib is 2mm and can be replaced.",https://images-eu.ssl-images-amazon.com/images/I/113fk9-CA4L.jpg,MXA322976,2030138,"Paint marker - water-proof - 2mm fine tip - blue light,High concentration of lightfast pigments - covers well,Abrasive-proof - can be used on almost any surface,Clear barrel allows for viewing available ink - refills available,Safe - solvent-free - ACMI approved AP nontoxic",3.60,Markers,"Home & Garden",0.7,6,1,0.02,5.75,0.81,0.72,
4048500323058,B006ZLRWNG,https://www.amazon.com/dp/B006ZLRWNG,"Montana Acrylic Markers are water-based, pigmented, acrylic matte colors that match colors available in the Montana Gold spray paint cans. The paint is water-proof and abrasion proof - allowing application to almost any surface including canvas, wood, metal, and glass. Fine nib is 2mm and can be replaced.",https://images-eu.ssl-images-amazon.com/images/I/31QqhLcZ2SL.jpg,,4430491,"Paint marker - water-proof - 2mm fine tip - brown,High concentration of lightfast pigments - covers well,Abrasive-proof - can be used on almost any surface,Clear barrel allows for viewing available ink - refills available,Safe - solvent-free - ACMI approved AP nontoxic",3.70,Markers,"Home & Garden",1,7,1,,5.7,0.7,0.7,0.05
4048500371479,B00HMC7TOO,https://www.amazon.com/dp/B00HMC7TOO,"Montana Acrylic Markers are water-based, pigmented, acrylic matte colors that match colors available in the Montana Gold spray paint cans. The Gold Matte paint is water-proof and abrasion proof - allowing application to almost any surface including canvas, wood, metal, and glass. Replaceable fine nib measures 2mm.",https://images-eu.ssl-images-amazon.com/images/I/31AkehBSEmL.jpg,,2266736,"Montana Acrylic Paint markers are water-proof /solvent free and refillable,Great coverage with a high concentration of lightfast pigments,Can be used on almost any surface,Fine point replaceable tip is 2mm,Clear barrel allows for viewing of available ink",3.60,Markers,"Home & Garden",0.7,7,1,0.25,0.04,0.7,0.7,0.04
4048500323034,B006ZLRUFG,https://www.amazon.com/dp/B006ZLRUFG,"Montana ACRYLIC - Marker 2mm Shock Green Dark",https://images-eu.ssl-images-amazon.com/images/I/31Xpo8%2BWrpL.jpg,,5877816,"Paint marker - water-proof - 2mm fine tip - green dark,High concentration of lightfast pigments - covers well,Abrasive-proof - can be used on almost any surface,Clear barrel allows for viewing available ink - refills available,Safe - solvent-free - ACMI approved AP nontoxic",3.70,Paints,"Home & Garden",0.6,2.4,1.1,0.02,5.7,0.7,0.7,
4048500322914,B006ZLRSXA,https://www.amazon.com/dp/B006ZLRSXA,"Montana Acrylic Markers are water-based, pigmented, acrylic matte colors that match colors available in the Montana Gold spray paint cans. The paint is water-proof and abrasion proof - allowing application to almost any surface including canvas, wood, metal, and glass. Fine nib is 2mm and can be replaced.",https://images-eu.ssl-images-amazon.com/images/I/11FZMIEsPXL.jpg,,2559052,"Paint marker - water-proof - 2mm fine tip - pink,High concentration of lightfast pigments - covers well,Abrasive-proof - can be used on almost any surface,Clear barrel allows for viewing available ink - refills available,Safe - solvent-free - ACMI approved AP nontoxic",3.14,Markers,"Home & Garden",0.5,5.3,0.6,0.05,5.7,0.7,0.7,0.05
